ASN,Left_Count,Right_Count,Total_Neighbors,Total_Paths
400806,1,0,1,82
213982,1,0,1,86
347,1,0,1,347
38845,1,0,1,76
41497,1,0,1,742
137974,1,0,1,184
208284,1,0,1,92
140113,1,0,1,127
205691,1,0,1,135
51075,1,0,1,83
272928,1,0,1,206
398413,1,0,1,731
397115,1,0,1,1276
213990,1,0,1,1620
60125,1,0,1,45
203508,1,0,1,45
394344,1,0,1,171
327,1,0,1,83
30708,1,0,1,88
271668,1,0,1,402
134645,1,0,1,51
43460,1,0,1,44
269061,1,0,1,129
49896,1,0,1,44
401575,1,0,1,172
137538,1,0,1,98
144577,1,0,1,41
266210,1,0,1,165
400912,1,0,1,47
10865,1,0,1,130
145710,1,0,1,41
142867,1,0,1,41
213257,1,0,1,184
64121,1,0,1,43
146257,1,0,1,41
146497,1,0,1,41
40587,1,0,1,50
54989,1,0,1,352
38501,1,0,1,102
263990,1,0,1,304
142444,1,0,1,90
12567,1,0,1,46
212206,1,0,1,46
200193,1,0,1,149
146612,1,0,1,41
146742,1,0,1,41
213589,1,0,1,46
51144,1,0,1,41
18166,1,0,1,45
131882,1,0,1,288
400386,1,0,1,44
208751,1,0,1,129
263029,1,0,1,658
2834,1,0,1,176
264465,1,0,1,513
34501,1,0,1,88
57863,1,0,1,39
208382,1,0,1,220
45057,1,0,1,4
35800,1,0,1,47
216141,1,0,1,86
19903,1,0,1,484
57560,1,0,1,129
329301,1,0,1,132
143056,1,0,1,41
210118,1,0,1,168
138581,1,0,1,50
215738,1,0,1,39
30734,1,0,1,100
142678,1,0,1,41
270612,1,0,1,132
53272,1,0,1,44
267516,1,0,1,175
50413,1,0,1,90
7482,1,0,1,3436
56981,1,0,1,4955
208897,1,0,1,230
63310,1,0,1,44
146554,1,0,1,41
149285,1,0,1,39
214903,1,0,1,138
143589,1,0,1,41
41306,1,0,1,138
137517,1,0,1,1746
42740,1,0,1,192
33839,1,0,1,135
268215,1,0,1,132
142985,1,0,1,41
198520,1,0,1,45
143657,1,0,1,41
4695,1,0,1,180
143281,1,0,1,41
143442,1,0,1,41
214044,1,0,1,39
135873,1,0,1,268
273702,1,0,1,85
29973,1,0,1,156
269392,1,0,1,155
400970,1,0,1,86
216017,1,0,1,43
202595,1,0,1,98
393723,1,0,1,44
53241,1,0,1,523
198888,1,0,1,50
146451,1,0,1,41
273608,1,0,1,117
35876,1,0,1,140
202525,1,0,1,138
272797,1,0,1,86
146571,1,0,1,41
210984,1,0,1,83
149478,1,0,1,100
214186,1,0,1,48
144124,1,0,1,41
207769,1,0,1,47
149538,1,0,1,133
19180,1,0,1,1920
47849,1,0,1,329
216130,1,0,1,94
398802,1,0,1,44
154038,1,0,1,85
45616,1,0,1,44
60491,1,0,1,87
146270,1,0,1,41
397203,1,0,1,16
144407,1,0,1,41
34032,1,0,1,132
36623,1,0,1,6
44364,1,0,1,351
49021,1,0,1,90
51233,1,0,1,45
132971,1,0,1,113
132192,1,0,1,1
39306,1,0,1,44
47678,1,0,1,800
210653,1,0,1,92
140364,1,0,1,117
209316,1,0,1,46
32903,1,0,1,43
393949,1,0,1,40
265132,1,0,1,44
147017,1,0,1,173
215584,1,0,1,50
57620,1,0,1,184
40522,1,0,1,43
143530,1,0,1,41
146627,1,0,1,41
202463,1,0,1,235
48335,1,0,1,45
145998,1,0,1,41
271872,1,0,1,43
269357,1,0,1,140
395421,1,0,1,191
274754,1,0,1,39
145732,1,0,1,41
28743,1,0,1,150
329308,1,0,1,44
27256,1,0,1,50
200393,1,0,1,89
9483,1,0,1,44
44638,1,0,1,45
61596,1,0,1,371
151988,1,0,1,90
140515,1,0,1,117
45043,1,0,1,46
152955,1,0,1,43
262974,1,0,1,220
42767,1,0,1,45
202910,1,0,1,45
210517,1,0,1,46
140200,1,0,1,46
328784,1,0,1,51
268943,1,0,1,303
400305,1,0,1,44
37058,1,0,1,90
44006,1,0,1,46
26377,1,0,1,44
202060,1,0,1,88
267296,1,0,1,43
263709,1,0,1,45
38507,1,0,1,180
151537,1,0,1,102
21448,1,0,1,90
140315,1,0,1,78
17985,1,0,1,50
206348,1,0,1,180
146867,1,0,1,90
205002,1,0,1,88
53586,1,0,1,1300
146314,1,0,1,41
199852,1,0,1,39
153845,1,0,1,45
271430,1,0,1,91
141356,1,0,1,88
154308,1,0,1,45
143768,1,0,1,41
146465,1,0,1,41
401168,1,0,1,93
140886,1,0,1,594
136175,1,0,1,43
14425,1,0,1,86
151840,1,0,1,45
273712,1,0,1,84
14582,1,0,1,49
13097,1,0,1,135
215462,1,0,1,43
24578,1,0,1,47
145767,1,0,1,41
144768,1,0,1,41
199633,1,0,1,47
206785,1,0,1,131
61485,1,0,1,172
22726,1,0,1,86
51796,1,0,1,89
199379,1,0,1,88
62766,1,0,1,375
272774,1,0,1,43
146841,1,0,1,7
329601,1,0,1,21
393460,1,0,1,250
22660,1,0,1,1
208659,1,0,1,84
60380,1,0,1,446
20027,1,0,1,44
149249,1,0,1,224
141281,1,0,1,88
143286,1,0,1,41
37327,1,0,1,46
147175,1,0,1,63
203293,1,0,1,88
272367,1,0,1,88
145879,1,0,1,41
56937,1,0,1,46
201668,1,0,1,88
133044,1,0,1,133
153091,1,0,1,49
7703,1,0,1,660
213725,1,0,1,83
393789,1,0,1,2200
35027,1,0,1,132
14948,1,0,1,833
401867,1,0,1,47
207916,1,0,1,220
198319,1,0,1,360
57231,1,0,1,46
205071,1,0,1,183
211518,1,0,1,47
41214,1,0,1,44
45377,1,0,1,288
149986,1,0,1,47
204876,1,0,1,46
399913,1,0,1,49
57509,1,0,1,45
211104,1,0,1,44
401285,1,0,1,44
202883,1,0,1,132
401204,1,0,1,176
216044,1,0,1,159
62952,1,0,1,174
31679,1,0,1,276
40726,1,0,1,44
138034,1,0,1,130
133091,1,0,1,180
145186,1,0,1,41
144982,1,0,1,41
41287,1,0,1,44
269340,1,0,1,203
26720,1,0,1,50
1062,1,0,1,129
34001,1,0,1,215
131196,1,0,1,50
270254,1,0,1,217
211902,1,0,1,322
271245,1,0,1,168
270676,1,0,1,126
133730,1,0,1,172
9175,1,0,1,220
144182,1,0,1,41
329048,1,0,1,176
7486,1,0,1,88
138058,1,0,1,44
210414,1,0,1,48
203603,1,0,1,184
144637,1,0,1,41
206384,1,0,1,39
144438,1,0,1,41
16895,1,0,1,522
136851,1,0,1,147
135400,1,0,1,132
199145,1,0,1,48
138850,1,0,1,50
273759,1,0,1,39
55229,1,0,1,129
3944,1,0,1,150
209865,1,0,1,43
396114,1,0,1,43
57672,1,0,1,84
206694,1,0,1,250
262998,1,0,1,239
214623,1,0,1,220
329293,1,0,1,43
37089,1,0,1,196
134556,1,0,1,45
329592,1,0,1,86
35106,1,0,1,83
268908,1,0,1,44
145865,1,0,1,41
47996,1,0,1,46
269914,1,0,1,131
9528,1,0,1,6975
63185,1,0,1,196
53208,1,0,1,45
207659,1,0,1,46
141184,1,0,1,261
19458,1,0,1,196
2041,1,0,1,102
401269,1,0,1,43
203401,1,0,1,45
400770,1,0,1,44
252,1,0,1,298
6105,1,0,1,44
400663,1,0,1,44
213451,1,0,1,46
32922,1,0,1,641
397944,1,0,1,43
53006,1,0,1,391
144904,1,0,1,41
273122,1,0,1,83
55662,1,0,1,200
203000,1,0,1,376
400707,1,0,1,43
152536,1,0,1,88
62999,1,0,1,47
41530,1,0,1,43
44736,1,0,1,130
51042,1,0,1,88
150579,1,0,1,88
145225,1,0,1,41
205796,1,0,1,44
56803,1,0,1,93
39501,1,0,1,3425
146266,1,0,1,41
399455,1,0,1,43
65221,1,0,1,1
146426,1,0,1,41
211165,1,0,1,43
25398,1,0,1,286
273401,1,0,1,87
18114,1,0,1,800
63538,1,0,1,124
204708,1,0,1,50
397962,1,0,1,39
207427,1,0,1,43
269033,1,0,1,230
198282,1,0,1,85
52196,1,0,1,47
152522,1,0,1,44
20506,1,0,1,44
48686,1,0,1,84
32204,1,0,1,1750
139890,1,0,1,95
151594,1,0,1,51
49658,1,0,1,46
142813,1,0,1,41
62572,1,0,1,44
327853,1,0,1,49
63441,1,0,1,44
50937,1,0,1,83
144255,1,0,1,41
5581,1,0,1,180
273973,1,0,1,288
22035,1,0,1,88
394407,1,0,1,45
32547,1,0,1,44
203673,1,0,1,126
57652,1,0,1,135
134875,1,0,1,225
207413,1,0,1,180
203610,1,0,1,45
142080,1,0,1,44
25916,1,0,1,86
61912,1,0,1,269
271354,1,0,1,89
211806,1,0,1,45
143684,1,0,1,41
146732,1,0,1,41
43183,1,0,1,263
152202,1,0,1,225
269920,1,0,1,44
57529,1,0,1,396
205307,1,0,1,45
143356,1,0,1,41
203595,1,0,1,44
198966,1,0,1,90
151445,1,0,1,41
38396,1,0,1,258
5786,1,0,1,8841
136179,1,0,1,88
11011,1,0,1,44
50543,1,0,1,3269
206929,1,0,1,47
134054,1,0,1,249
215854,1,0,1,86
60572,1,0,1,90
32885,1,0,1,100
202411,1,0,1,50
132437,1,0,1,44
59512,1,0,1,48
65451,1,0,1,1
266885,1,0,1,48
463,1,0,1,44
42472,1,0,1,44
144626,1,0,1,41
142713,1,0,1,41
211874,1,0,1,322
38406,1,0,1,195
145450,1,0,1,41
205957,1,0,1,138
50190,1,0,1,230
34693,1,0,1,18
53108,1,0,1,220
143676,1,0,1,41
137120,1,0,1,359
140356,1,0,1,156
141451,1,0,1,43
205250,1,0,1,518
266918,1,0,1,432
135407,1,0,1,2870
203644,1,0,1,176
271848,1,0,1,135
214754,1,0,1,236
200860,1,0,1,94
198126,1,0,1,178
206994,1,0,1,85
134808,1,0,1,82
274580,1,0,1,39
26946,1,0,1,440
38171,1,0,1,202
28400,1,0,1,39
30902,1,0,1,323
196707,1,0,1,46
24163,1,0,1,2503
36935,1,0,1,43959
394813,1,0,1,50
214879,1,0,1,129
203045,1,0,1,39
272631,1,0,1,39
37296,1,0,1,45
131410,1,0,1,480
18610,1,0,1,43
23441,1,0,1,45
145316,1,0,1,41
144784,1,0,1,41
206595,1,0,1,45
143331,1,0,1,41
209000,1,0,1,45
28333,1,0,1,87
208778,1,0,1,92
39998,1,0,1,192
5371,1,0,1,11958
53150,1,0,1,93
56920,1,0,1,47
143152,1,0,1,41
15249,1,0,1,43
19924,1,0,1,44
212444,1,0,1,49
52094,1,0,1,45
202215,1,0,1,132
263694,1,0,1,220
146482,1,0,1,41
274534,1,0,1,27
133325,1,0,1,88
146258,1,0,1,41
143160,1,0,1,41
143570,1,0,1,41
136673,1,0,1,180
210670,1,0,1,44
135019,1,0,1,100
60420,1,0,1,46
16419,1,0,1,44
24358,1,0,1,7
328591,1,0,1,45
14750,1,0,1,153
198801,1,0,1,45
339586,1,0,1,3
135325,1,0,1,105
262414,1,0,1,132
206403,1,0,1,47
36025,1,0,1,88
215659,1,0,1,168
214404,1,0,1,86
264854,1,0,1,176
146489,1,0,1,41
400855,1,0,1,44
58375,1,0,1,100
61263,1,0,1,100
273912,1,0,1,88
400439,1,0,1,550
42186,1,0,1,276
27972,1,0,1,44
145376,1,0,1,41
144614,1,0,1,41
144176,1,0,1,41
274644,1,0,1,464
149564,1,0,1,90
54920,1,0,1,45
144794,1,0,1,41
203881,1,0,1,39
52197,1,0,1,48
135985,1,0,1,42
210631,1,0,1,255
214403,1,0,1,51
49951,1,0,1,48
151112,1,0,1,45
143002,1,0,1,41
393810,1,0,1,51
51049,1,0,1,46
41473,1,0,1,45
151528,1,0,1,50
136960,1,0,1,44
35166,1,0,1,102
273023,1,0,1,131
201975,1,0,1,354
149038,1,0,1,42
17905,1,0,1,44
210715,1,0,1,84
216261,1,0,1,50
18920,1,0,1,88
400807,1,0,1,215
142998,1,0,1,41
271107,1,0,1,223
209598,1,0,1,88
395130,1,0,1,87
55057,1,0,1,172
16741,1,0,1,44
139765,1,0,1,89
197186,1,0,1,44
143216,1,0,1,41
146496,1,0,1,41
60018,1,0,1,184
212712,1,0,1,45
31704,1,0,1,44
144701,1,0,1,44
27496,1,0,1,132
203529,1,0,1,45
213516,1,0,1,132
133313,1,0,1,46
143527,1,0,1,41
132482,1,0,1,505
59366,1,0,1,43
268058,1,0,1,308
271774,1,0,1,44
153516,1,0,1,50
263576,1,0,1,83
204071,1,0,1,1006
199919,1,0,1,184
144159,1,0,1,41
271979,1,0,1,327
63304,1,0,1,387
29095,1,0,1,96
133168,1,0,1,220
199059,1,0,1,44
32596,1,0,1,44
271575,1,0,1,172
135418,1,0,1,87
214204,1,0,1,50
58193,1,0,1,253
46727,1,0,1,44
146653,1,0,1,41
216364,1,0,1,80
328487,1,0,1,100
208586,1,0,1,88
15746,1,0,1,43
136432,1,0,1,45
149074,1,0,1,141
215402,1,0,1,142
399017,1,0,1,44
27166,1,0,1,50
263615,1,0,1,44
270887,1,0,1,293
138619,1,0,1,44
214886,1,0,1,45
134711,1,0,1,88
50391,1,0,1,302
147258,1,0,1,45
135127,1,0,1,88
137596,1,0,1,45
50772,1,0,1,50
201551,1,0,1,200
44188,1,0,1,43
150585,1,0,1,88
142439,1,0,1,178
151627,1,0,1,150
134602,1,0,1,44
144630,1,0,1,41
45219,1,0,1,315
274487,1,0,1,32
398277,1,0,1,44
145792,1,0,1,41
51491,1,0,1,90
145080,1,0,1,41
20462,1,0,1,44
30304,1,0,1,88
138904,1,0,1,92
6862,1,0,1,368
397684,1,0,1,44
139538,1,0,1,171
211141,1,0,1,181
24382,1,0,1,90
198058,1,0,1,44
2043,1,0,1,82
31350,1,0,1,42
46012,1,0,1,720
207462,1,0,1,44
15840,1,0,1,45
272857,1,0,1,250
401459,1,0,1,109
211651,1,0,1,8
393647,1,0,1,132
47977,1,0,1,44
145874,1,0,1,41
142336,1,0,1,44
39132,1,0,1,46
144767,1,0,1,41
26243,1,0,1,572
44001,1,0,1,47
61705,1,0,1,143
269984,1,0,1,243
152731,1,0,1,45
272936,1,0,1,5815
150409,1,0,1,50
39061,1,0,1,46
211749,1,0,1,43
133830,1,0,1,50
151980,1,0,1,45
143470,1,0,1,41
21060,1,0,1,933
146151,1,0,1,41
32727,1,0,1,86
202613,1,0,1,626
54449,1,0,1,88
211947,1,0,1,84
268137,1,0,1,178
14212,1,0,1,176
211866,1,0,1,50
209610,1,0,1,45
270954,1,0,1,256
153651,1,0,1,84
270871,1,0,1,187
215318,1,0,1,83
394734,1,0,1,83
401700,1,0,1,43
21437,1,0,1,500
213117,1,0,1,45
145578,1,0,1,41
51453,1,0,1,90
14690,1,0,1,44
133700,1,0,1,225
399928,1,0,1,130
18758,1,0,1,86
58330,1,0,1,149
270238,1,0,1,1438
37137,1,0,1,135
272723,1,0,1,117
265907,1,0,1,273
52296,1,0,1,223
198788,1,0,1,46
7265,1,0,1,1008
205958,1,0,1,171
142557,1,0,1,50
134112,1,0,1,188
142826,1,0,1,41
62433,1,0,1,45
28207,1,0,1,474
198142,1,0,1,90
18311,1,0,1,2
145600,1,0,1,41
216218,1,0,1,50
132707,1,0,1,86
1225,1,0,1,127
395760,1,0,1,132
23317,1,0,1,173
20855,1,0,1,229
146993,1,0,1,1355
146678,1,0,1,41
200548,1,0,1,1443
201578,1,0,1,48
211137,1,0,1,45
146507,1,0,1,41
133118,1,0,1,761
143664,1,0,1,41
215839,1,0,1,44
201429,1,0,1,45
205171,1,0,1,32
132157,1,0,1,50
270088,1,0,1,126
198931,1,0,1,45
138287,1,0,1,132
399656,1,0,1,43
7805,1,0,1,50
212354,1,0,1,40
206808,1,0,1,225
273688,1,0,1,11
43358,1,0,1,4
394348,1,0,1,50
27864,1,0,1,44
144949,1,0,1,41
266983,1,0,1,278
32076,1,0,1,98
208669,1,0,1,176
201686,1,0,1,45
273808,1,0,1,39
6500,1,0,1,43
58069,1,0,1,270
203998,1,0,1,45
143709,1,0,1,41
43804,1,0,1,44
8675,1,0,1,144
62739,1,0,1,44
140575,1,0,1,98
267086,1,0,1,82
208206,1,0,1,83
208193,1,0,1,45
15819,1,0,1,45
15475,1,0,1,88
34523,1,0,1,176
202230,1,0,1,44
43152,1,0,1,240
61201,1,0,1,93
146546,1,0,1,41
18436,1,0,1,43
213866,1,0,1,39
146247,1,0,1,41
35321,1,0,1,50
213073,1,0,1,43
207681,1,0,1,90
43038,1,0,1,602
63215,1,0,1,50
44770,1,0,1,85
49332,1,0,1,372
211310,1,0,1,84
212441,1,0,1,1044
136146,1,0,1,43
145593,1,0,1,41
210244,1,0,1,90
136899,1,0,1,176
205918,1,0,1,45
138682,1,0,1,132
198549,1,0,1,176
216033,1,0,1,376
135184,1,0,1,146
40905,1,0,1,43
205545,1,0,1,43
59453,1,0,1,135
47188,1,0,1,47
52248,1,0,1,44
55876,1,0,1,45
145468,1,0,1,41
146106,1,0,1,41
206299,1,0,1,43
264834,1,0,1,44
141990,1,0,1,50
135564,1,0,1,90
142900,1,0,1,41
8967,1,0,1,414
397568,1,0,1,122
146053,1,0,1,41
151642,1,0,1,43
145860,1,0,1,41
40372,1,0,1,44
211889,1,0,1,42
144969,1,0,1,41
3380,1,0,1,153
395056,1,0,1,44
52962,1,0,1,308
144281,1,0,1,41
143693,1,0,1,41
402017,1,0,1,43
200093,1,0,1,141
51415,1,0,1,90
55918,1,0,1,44
134129,1,0,1,190
138121,1,0,1,20
143062,1,0,1,41
131216,1,0,1,90
142582,1,0,1,44
397287,1,0,1,43
213013,1,0,1,86
131294,1,0,1,45
131407,1,0,1,41
201355,1,0,1,45
401073,1,0,1,43
141403,1,0,1,168
3373,1,0,1,88
152036,1,0,1,189
44704,1,0,1,144
264043,1,0,1,268
139189,1,0,1,2
133413,1,0,1,44
23090,1,0,1,43
52084,1,0,1,44
140537,1,0,1,117
139264,1,0,1,40
138474,1,0,1,50
42880,1,0,1,44
262931,1,0,1,83
269049,1,0,1,83
151405,1,0,1,135
200628,1,0,1,376
214795,1,0,1,86
146859,1,0,1,132
135368,1,0,1,44
54350,1,0,1,48
133619,1,0,1,301
199917,1,0,1,92
139259,1,0,1,3327
146838,1,0,1,79
22615,1,0,1,86
273313,1,0,1,39
140655,1,0,1,156
19896,1,0,1,86
153930,1,0,1,86
398303,1,0,1,43
51921,1,0,1,50
29139,1,0,1,836
133718,1,0,1,176
143655,1,0,1,41
43522,1,0,1,45
51009,1,0,1,92
131853,1,0,1,2
210289,1,0,1,45
14940,1,0,1,49
59910,1,0,1,46
151084,1,0,1,45
266426,1,0,1,44
268412,1,0,1,225
201390,1,0,1,44
207905,1,0,1,55
50966,1,0,1,192
197276,1,0,1,45
144441,1,0,1,41
56076,1,0,1,86
207354,1,0,1,49
28378,1,0,1,1376
62344,1,0,1,48
209948,1,0,1,176
146058,1,0,1,41
49472,1,0,1,432
48221,1,0,1,45
142459,1,0,1,44
137025,1,0,1,44
263138,1,0,1,43
272503,1,0,1,39
207816,1,0,1,87
140029,1,0,1,50
56477,1,0,1,50
267905,1,0,1,218
40055,1,0,1,47
8909,1,0,1,49
143083,1,0,1,41
25724,1,0,1,44
213505,1,0,1,117
29744,1,0,1,1643
266398,1,0,1,223
399708,1,0,1,44
210179,1,0,1,184
142748,1,0,1,41
36378,1,0,1,177
205305,1,0,1,39
327949,1,0,1,45
32747,1,0,1,86
59850,1,0,1,48
143909,1,0,1,41
144597,1,0,1,41
144598,1,0,1,41
141981,1,0,1,153
150856,1,0,1,93
27880,1,0,1,44
145923,1,0,1,41
9981,1,0,1,3769
46426,1,0,1,267
271294,1,0,1,458
273312,1,0,1,220
30474,1,0,1,88
135149,1,0,1,43
131905,1,0,1,177
206174,1,0,1,304
48911,1,0,1,45
211151,1,0,1,78
203100,1,0,1,188
401375,1,0,1,44
140598,1,0,1,94
27967,1,0,1,484
206450,1,0,1,44
57466,1,0,1,48
9163,1,0,1,600
146709,1,0,1,41
39348,1,0,1,47
60593,1,0,1,135
215090,1,0,1,44
62461,1,0,1,45
145658,1,0,1,41
141213,1,0,1,45
54167,1,0,1,98
140660,1,0,1,100
364,1,0,1,440
144387,1,0,1,41
35295,1,0,1,330
18951,1,0,1,43
210234,1,0,1,45
398015,1,0,1,88
202442,1,0,1,50
47901,1,0,1,368
201393,1,0,1,172
144791,1,0,1,41
35859,1,0,1,43
10202,1,0,1,88
54991,1,0,1,49
133449,1,0,1,132
263960,1,0,1,207
25499,1,0,1,46
208686,1,0,1,90
201414,1,0,1,46
204816,1,0,1,81
265094,1,0,1,176
210940,1,0,1,122
10164,1,0,1,480
29858,1,0,1,43
136240,1,0,1,50
149817,1,0,1,46
62635,1,0,1,44
197320,1,0,1,43
22966,1,0,1,154
27,1,0,1,459
56108,1,0,1,88
393369,1,0,1,50
211515,1,0,1,48
211939,1,0,1,39
3375,1,0,1,352
40303,1,0,1,43
146422,1,0,1,41
144704,1,0,1,44
269865,1,0,1,44
51474,1,0,1,360
149593,1,0,1,44
140494,1,0,1,624
62798,1,0,1,176
146590,1,0,1,41
149113,1,0,1,180
209888,1,0,1,92
50211,1,0,1,50
63064,1,0,1,44
213582,1,0,1,43
22827,1,0,1,524
137825,1,0,1,44
141223,1,0,1,45
29872,1,0,1,50
145761,1,0,1,41
144357,1,0,1,41
150413,1,0,1,43
153639,1,0,1,46
25224,1,0,1,45
41403,1,0,1,1110
34219,1,0,1,483
143824,1,0,1,41
401606,1,0,1,44
14784,1,0,1,44
144030,1,0,1,41
37413,1,0,1,45
401834,1,0,1,44
208618,1,0,1,86
60851,1,0,1,98
4850,1,0,1,44
209053,1,0,1,45
60637,1,0,1,47
63722,1,0,1,44
135014,1,0,1,93
206164,1,0,1,91
262451,1,0,1,48
146040,1,0,1,41
270330,1,0,1,582
151664,1,0,1,167
38465,1,0,1,44
132909,1,0,1,45
52768,1,0,1,88
399407,1,0,1,45
140241,1,0,1,88
141974,1,0,1,92
63886,1,0,1,44
271920,1,0,1,44
42182,1,0,1,43
207856,1,0,1,176
20173,1,0,1,352
211426,1,0,1,45
146941,1,0,1,90
136989,1,0,1,98
12371,1,0,1,129
133501,1,0,1,217
142719,1,0,1,41
144201,1,0,1,41
393410,1,0,1,43
263506,1,0,1,771
32831,1,0,1,88
57180,1,0,1,45
203243,1,0,1,46
396704,1,0,1,7
54776,1,0,1,176
145082,1,0,1,41
263436,1,0,1,659
149125,1,0,1,41
57364,1,0,1,45
48062,1,0,1,84
141756,1,0,1,43
132999,1,0,1,90
328565,1,0,1,49
140015,1,0,1,49
15059,1,0,1,43
144100,1,0,1,41
145862,1,0,1,41
265119,1,0,1,220
675,1,0,1,197
21884,1,0,1,44
205431,1,0,1,128
33817,1,0,1,184
135949,1,0,1,44
149607,1,0,1,46
41899,1,0,1,45
44675,1,0,1,45
139708,1,0,1,132
16784,1,0,1,44
19821,1,0,1,50
59430,1,0,1,48
143035,1,0,1,41
209481,1,0,1,129
143290,1,0,1,41
133510,1,0,1,131
202475,1,0,1,88
36477,1,0,1,44
54981,1,0,1,85
144418,1,0,1,41
135588,1,0,1,49
328284,1,0,1,264
54692,1,0,1,44
262460,1,0,1,411
17624,1,0,1,49
14588,1,0,1,220
42371,1,0,1,83
144459,1,0,1,41
151674,1,0,1,78
273375,1,0,1,274
62187,1,0,1,44
38416,1,0,1,164
145129,1,0,1,41
51518,1,0,1,45
35195,1,0,1,48
153143,1,0,1,150
61646,1,0,1,331
53190,1,0,1,313
50593,1,0,1,288
151784,1,0,1,133
269525,1,0,1,85
140781,1,0,1,44
143876,1,0,1,41
153765,1,0,1,3
25016,1,0,1,42
60887,1,0,1,94
28703,1,0,1,45
208728,1,0,1,88
269533,1,0,1,45
269798,1,0,1,176
153985,1,0,1,92
47717,1,0,1,51
207049,1,0,1,45
214008,1,0,1,87
53214,1,0,1,926
152519,1,0,1,50
142842,1,0,1,41
143538,1,0,1,41
203586,1,0,1,44
144092,1,0,1,41
214681,1,0,1,39
212052,1,0,1,44
146373,1,0,1,41
202356,1,0,1,132
268823,1,0,1,225
10868,1,0,1,44
31980,1,0,1,44
141640,1,0,1,86
11747,1,0,1,44
13418,1,0,1,44
41178,1,0,1,47
54587,1,0,1,88
131292,1,0,1,188
267211,1,0,1,264
212713,1,0,1,180
266184,1,0,1,129
202743,1,0,1,131
268273,1,0,1,807
215360,1,0,1,47
214210,1,0,1,48
206928,1,0,1,45
269126,1,0,1,271
61869,1,0,1,4
51255,1,0,1,145
47936,1,0,1,42
138635,1,0,1,156
153366,1,0,1,92
138673,1,0,1,43
46557,1,0,1,90
212766,1,0,1,82
31642,1,0,1,180
29116,1,0,1,50
133138,1,0,1,88
62311,1,0,1,39
57176,1,0,1,46
43324,1,0,1,45
204813,1,0,1,138
274078,1,0,1,81
199093,1,0,1,43
48684,1,0,1,215
38162,1,0,1,43
38392,1,0,1,259
142355,1,0,1,156
202922,1,0,1,45
393469,1,0,1,43
43175,1,0,1,150
215997,1,0,1,46
138782,1,0,1,135
142508,1,0,1,84
60985,1,0,1,47
37212,1,0,1,150
3314,1,0,1,46
206505,1,0,1,317
30839,1,0,1,44
14432,1,0,1,83
150489,1,0,1,44
144912,1,0,1,41
151129,1,0,1,44
31843,1,0,1,219
133150,1,0,1,180
8790,1,0,1,150
198423,1,0,1,84
399448,1,0,1,44
150123,1,0,1,178
25821,1,0,1,132
263206,1,0,1,44
65020,1,0,1,1
151607,1,0,1,43
63301,1,0,1,48
272742,1,0,1,43
142910,1,0,1,41
41283,1,0,1,42
202184,1,0,1,78
36906,1,0,1,132
63466,1,0,1,172
266794,1,0,1,132
153696,1,0,1,92
61427,1,0,1,44
265639,1,0,1,84
274598,1,0,1,38
149013,1,0,1,128
151428,1,0,1,41
26096,1,0,1,132
152695,1,0,1,49
273395,1,0,1,39
35700,1,0,1,44
274060,1,0,1,89
20304,1,0,1,50
139748,1,0,1,50
213455,1,0,1,315
263965,1,0,1,245
135781,1,0,1,712
150546,1,0,1,44
145135,1,0,1,41
208657,1,0,1,42
149271,1,0,1,44
30538,1,0,1,43
197153,1,0,1,48
209666,1,0,1,49
40037,1,0,1,44
42724,1,0,1,400
143154,1,0,1,41
273753,1,0,1,43
26703,1,0,1,200
53625,1,0,1,43
395034,1,0,1,88
140751,1,0,1,88
203491,1,0,1,49
151100,1,0,1,90
144953,1,0,1,41
32779,1,0,1,126
137604,1,0,1,180
214882,1,0,1,51
41087,1,0,1,45
46550,1,0,1,127
34646,1,0,1,46
3914,1,0,1,98
153782,1,0,1,43
201469,1,0,1,135
30567,1,0,1,682
20802,1,0,1,85
11570,1,0,1,497
6851,1,0,1,44
394721,1,0,1,43
271796,1,0,1,86
41376,1,0,1,46
40644,1,0,1,44
57047,1,0,1,44
144998,1,0,1,41
9986,1,0,1,88
134227,1,0,1,44
151714,1,0,1,83
44272,1,0,1,136
28563,1,0,1,215
145122,1,0,1,41
197966,1,0,1,46
45855,1,0,1,88
399676,1,0,1,87
6589,1,0,1,88
266731,1,0,1,71
397701,1,0,1,44
216206,1,0,1,98
144917,1,0,1,41
145233,1,0,1,41
55747,1,0,1,88
57523,1,0,1,90
51554,1,0,1,94
50483,1,0,1,45
28714,1,0,1,126
12309,1,0,1,44
272446,1,0,1,234
197642,1,0,1,44
401652,1,0,1,82
268660,1,0,1,84
207155,1,0,1,46
266556,1,0,1,32
267741,1,0,1,90
327830,1,0,1,276
35534,1,0,1,44
144280,1,0,1,41
20979,1,0,1,46
31952,1,0,1,44
132355,1,0,1,88
262630,1,0,1,383
51940,1,0,1,43
48898,1,0,1,138
54097,1,0,1,83
152501,1,0,1,45
154010,1,0,1,94
37647,1,0,1,133
272902,1,0,1,44
147222,1,0,1,44
204901,1,0,1,215
203488,1,0,1,223
49522,1,0,1,43
61465,1,0,1,44
265411,1,0,1,243
44548,1,0,1,132
267949,1,0,1,48
32601,1,0,1,386
63038,1,0,1,44
400551,1,0,1,45
149924,1,0,1,88
51558,1,0,1,48
55715,1,0,1,50
38107,1,0,1,2024
33602,1,0,1,224
