ASN,Left_Count,Right_Count,Total_Neighbors,Total_Paths
6939,181,10775,10956,12482599
24482,70,9809,9879,1400249
174,113,6701,6814,8539364
3356,90,6564,6654,6589583
37721,17,4672,4689,1392800
38255,3,4099,4102,171730
35280,54,2874,2928,263472
6461,72,2697,2769,1688339
1299,106,2572,2678,9629377
9002,63,2419,2482,2301687
7018,15,2329,2344,1620690
17639,51,2042,2093,1316110
41327,39,2035,2074,233548
3216,47,1967,2014,425140
3257,72,1835,1907,2917223
2914,81,1531,1612,4498854
48362,26,1583,1609,1017325
34927,66,1534,1600,2584332
34549,40,1550,1590,3211733
20485,46,1491,1537,275285
213241,21,1473,1494,1134442
33891,47,1441,1488,268423
34019,27,1386,1413,229975
12389,34,1290,1324,770726
13335,336,926,1262,499483
50673,33,1174,1207,2029687
48185,24,1127,1151,1253913
50300,25,1111,1136,1240684
25091,55,1080,1135,90041
8220,50,1074,1124,155294
701,18,1098,1116,440760
29632,35,1081,1116,293779
20473,89,1012,1101,216298
46887,3,1029,1032,145157
9498,76,927,1003,1500551
56662,13,981,994,229166
3333,20,885,905,1254507
50304,25,871,896,1971392
4826,26,840,866,478025
52468,37,825,862,295843
7713,72,765,837,252500
15830,86,708,794,184224
30781,30,732,762,784045
32787,81,675,756,285004
1836,25,731,756,619786
49673,5,736,741,789388
3491,61,678,739,1624630
3303,56,671,727,114545
6762,45,676,721,2379623
56655,23,692,715,749964
3320,38,672,710,311429
208972,21,676,697,543882
48858,28,658,686,186878
4755,13,672,685,766792
7575,20,659,679,366797
6453,48,616,664,2264183
31133,55,604,659,213106
58057,43,610,653,4597404
9304,57,582,639,228701
38001,17,586,603,1258709
4766,37,550,587,399970
6696,20,561,581,1108508
4637,58,520,578,574157
16735,23,533,556,109339
8218,39,514,553,26525
8359,47,496,543,96737
14840,45,497,542,158373
394256,13,499,512,184161
8966,57,452,509,75888
22652,14,495,509,1255159
58717,36,452,488,154394
22773,4,476,480,293466
1103,33,446,479,83894
204092,9,466,475,1295815
20562,41,430,471,25520
50628,14,454,468,1286303
12741,46,422,468,46184
64073,7,458,465,61840
57304,9,424,433,51441
852,18,410,428,1293758
53062,30,398,428,127143
3786,42,380,422,286189
9318,40,381,421,215755
4230,33,387,420,263188
9049,17,392,409,222114
8708,37,369,406,40200
5405,58,343,401,104024
13030,34,363,397,66780
24115,8,387,395,65158
5511,38,354,392,946247
3549,6,382,388,1082188
209,1,386,387,161772
9930,44,338,382,73210
2119,33,343,376,105607
1257,28,348,376,419097
1764,39,327,366,67973
12859,30,336,366,25082
52025,67,293,360,835813
59919,6,354,360,1019159
9121,25,326,351,237096
201054,15,334,349,7997
54004,3,336,339,43856
577,23,311,334,260599
42708,21,308,329,259842
37100,60,264,324,93556
21859,126,195,321,205368
4800,37,277,314,105824
34854,8,300,308,1244862
20804,42,265,307,25143
20764,44,257,301,135083
50607,7,294,301,19746
55655,15,285,300,71063
7545,11,288,299,376485
202365,12,287,299,1444848
35598,38,260,298,100244
29504,9,288,297,1254063
30844,64,233,297,90053
29535,25,269,294,38484
137409,80,211,291,268384
12956,28,262,290,747336
23947,41,247,288,86676
1221,8,278,286,250024
60068,85,200,285,316443
136106,38,243,281,58227
7029,14,266,280,169834
5617,2,278,280,15369
6327,20,259,279,216169
55720,17,262,279,2079271
138840,17,257,274,49686
18403,43,231,274,176532
4635,17,254,271,94072
61832,21,250,271,79008
34800,15,251,266,1600824
14907,37,229,266,1246943
28283,40,223,263,60818
62081,8,255,263,29688
34984,8,255,263,194948
7049,32,229,261,87779
19551,104,156,260,121070
3326,39,221,260,43917
1403,10,249,259,1501822
9583,37,216,253,173160
12779,28,223,251,23489
7195,38,213,251,251576
37468,63,187,250,300155
33491,2,245,247,24159
1273,36,208,244,461264
23764,74,168,242,299847
7473,25,217,242,363338
29119,46,192,238,108418
12874,31,204,235,33254
212508,3,232,235,103037
12912,23,210,233,11837
37662,53,178,231,177215
5650,6,225,231,69948
9299,50,181,231,64361
13237,41,189,230,22323
3223,52,178,230,56761
38158,40,189,229,80272
812,17,212,229,98315
34872,30,198,228,10267
10429,4,221,225,126183
9009,89,136,225,267068
271253,23,201,224,57361
2497,29,193,222,138128
29226,30,191,221,11978
8881,46,171,217,43949
16276,80,137,217,41072
24785,20,196,216,18935
8717,36,179,215,86772
11432,13,201,214,22613
6730,8,202,210,17616
62255,22,188,210,17435
12552,38,171,209,60350
28917,45,162,207,45374
31500,44,163,207,42091
4134,44,163,207,1020842
17676,23,183,206,55234
6830,37,166,203,205413
20940,188,15,203,467643
4608,9,193,202,1042390
7303,8,194,202,69860
206499,7,194,201,1017771
61568,17,184,201,68676
31027,28,171,199,40114
7474,6,193,199,63934
13786,16,183,199,221387
139009,19,178,197,37216
23106,41,156,197,47395
35297,44,152,196,56598
55410,7,189,196,218011
55836,8,187,195,318990
1680,43,152,195,26537
10796,6,188,194,53556
15412,31,163,194,193683
35625,30,164,194,14991
9050,38,156,194,37081
702,23,170,193,59409
58453,62,130,192,1979115
36236,80,112,192,48632
61292,7,183,190,89641
3255,18,171,189,47706
4775,55,133,188,83071
57344,64,123,187,54859
2516,22,165,187,94978
29076,30,156,186,25163
10075,14,172,186,50843
13649,6,179,185,41558
45820,8,177,185,91031
23520,18,167,185,347212
16509,87,98,185,957955
9730,1,183,184,23037
4761,31,152,183,51168
267613,20,161,181,67467
212895,34,147,181,9291
45899,48,131,179,209841
13536,19,160,179,33354
18229,14,165,179,54182
198949,25,153,178,66972
4657,45,132,177,57477
4787,5,172,177,42402
15164,9,168,177,72597
12302,2,173,175,23654
6204,55,119,174,45590
22381,10,162,172,48133
3269,3,168,171,43535
199524,106,64,170,62943
58682,11,158,169,49335
6663,47,122,169,59520
8447,38,131,169,29741
22927,3,165,168,168237
2856,14,154,168,32530
7717,5,163,168,862
37271,37,130,167,43417
8551,36,130,166,98151
7552,46,119,165,418215
52361,2,162,164,21537
50263,38,124,162,32153
20115,17,145,162,173711
52965,12,149,161,29384
53667,12,148,160,29713
54994,151,8,159,51914
1820,46,113,159,20075
199995,45,113,158,20566
32098,17,140,157,240621
139341,151,6,157,40624
8641,28,129,157,22183
33651,2,154,156,16335
4788,51,105,156,77254
5603,30,126,156,13665
35320,30,126,156,19164
34224,43,112,155,17720
11404,14,141,155,78452
8866,41,114,155,71891
15694,32,123,155,18232
7015,2,152,154,35000
60171,50,103,153,60945
131111,5,148,153,21432
53181,8,143,151,29183
17378,22,129,151,30043
42337,2,148,150,85894
50509,13,137,150,47654
45903,48,101,149,48578
41051,15,133,148,4556
20001,4,142,146,31295
21949,26,120,146,21821
23005,5,140,145,24334
8280,8,136,144,1126718
269096,10,133,143,20956
37282,28,115,143,23067
33667,2,141,143,9783
12400,38,105,143,30950
17557,42,100,142,221399
4455,58,83,141,12941
18678,39,102,141,53053
264409,31,110,141,117220
49915,33,107,140,13166
8732,30,110,140,8241
40264,2,138,140,10192
57821,8,131,139,1244449
15924,6,133,139,112452
55685,31,107,138,24057
29075,40,97,137,16440
8455,26,111,137,16781
33287,2,134,136,19716
11664,6,129,135,114232
13760,8,127,135,28551
2854,34,101,135,4691
4764,15,119,134,36502
150178,14,119,133,22543
28368,5,128,133,2731
971,10,123,133,1010241
201706,22,110,132,24188
7922,23,109,132,253749
52925,17,114,131,20477
11427,3,128,131,21592
38193,42,89,131,133182
28598,14,117,131,18445
3215,7,123,130,54392
1828,51,79,130,96019
135607,17,113,130,24285
12578,38,92,130,13431
64289,36,93,129,109253
24429,113,16,129,30934
21574,26,102,128,17110
57463,49,79,128,164153
33657,2,126,128,16709
20055,11,117,128,20959
269194,10,117,127,19187
29838,40,87,127,12947
58715,43,84,127,32235
265269,9,118,127,17318
2686,42,83,125,14715
139589,6,118,124,65023
31287,28,95,123,15229
39737,37,86,123,15425
10099,51,71,122,28000
209533,10,111,121,4971
263009,9,112,121,41415
45296,16,105,121,10994
52573,9,111,120,32086
8400,34,86,120,33509
3292,29,91,120,19003
34779,23,97,120,5801
328977,2,118,120,195483
4837,34,86,120,554386
1031,32,87,119,39502
61973,1,117,118,1302
58389,17,100,117,49642
44324,37,80,117,10057
8262,47,70,117,16832
17995,7,110,117,35417
58495,15,101,116,17257
3209,17,99,116,22539
5606,33,83,116,16585
39392,13,103,116,48243
8953,9,107,116,7399
11537,4,112,116,16691
138915,97,18,115,52477
29802,47,68,115,99048
262589,12,103,115,49875
59796,28,87,115,35669
35753,38,77,115,30566
8151,10,104,114,635559
8529,62,51,113,175999
21497,38,75,113,41503
7016,2,111,113,14913
20205,3,110,113,1271078
53087,12,100,112,17058
42473,85,27,112,24901
11172,10,101,111,134933
1267,33,78,111,20185
396986,110,1,111,12837
38195,22,89,111,61390
42,102,9,111,17810
15557,25,85,110,21501
7738,2,108,110,80237
6855,8,102,110,12541
327727,5,104,109,1010135
263903,7,102,109,21414
50629,41,68,109,14922
56630,54,54,108,19789
2907,13,95,108,46232
6079,18,90,108,87772
54113,107,0,107,63512
28146,10,97,107,37913
139901,34,73,107,30825
35805,32,75,107,9421
52320,43,64,107,362425
39386,54,52,106,447946
42020,2,104,106,65138
61049,30,76,106,6649
262663,98,7,105,5608
3301,4,101,105,28865
62,10,95,105,20217
703,25,80,105,12665
12129,13,91,104,25316
8772,15,89,104,3075
16019,11,92,103,15306
18734,13,90,103,106637
28716,31,72,103,19279
31898,68,35,103,127709
8452,30,73,103,375148
24961,38,65,103,14618
55002,3,100,103,46164
7470,5,97,102,82835
263444,34,68,102,51011
43298,18,84,102,18927
15895,29,73,102,12453
28329,9,93,102,24257
136907,100,1,101,26494
12963,22,79,101,7576
7342,47,54,101,13470
44901,44,56,100,100882
33132,1,99,100,9168
44600,27,73,100,7501
3741,30,70,100,62390
14593,90,10,100,86620
13767,17,83,100,25549
13150,99,0,99,9416
8767,34,65,99,10503
58224,3,96,99,73354
4713,4,95,99,26909
52055,2,97,99,37645
3758,6,92,98,55626
3302,17,81,98,11598
12357,2,96,98,13613
47147,34,63,97,25935
13194,43,54,97,45911
3573,94,3,97,20364
9119,32,65,97,8467
57866,15,80,95,14299
15695,78,17,95,12542
2152,8,87,95,47834
917,34,61,95,8409
26615,12,83,95,89288
49544,61,33,94,19581
45117,6,88,94,45239
55256,94,0,94,20736
8308,29,65,94,3237
12025,6,88,94,44835
10310,63,31,94,24184
53356,27,67,94,14447
16637,37,56,93,99698
28126,11,82,93,16111
4229,56,37,93,89138
9198,17,76,93,100929
56534,16,77,93,9216
24534,7,86,93,12222
6774,57,36,93,23215
29049,43,50,93,142365
22356,46,46,92,140276
53013,5,87,92,4521
33763,32,60,92,19460
8167,4,87,91,109056
12479,12,79,91,402609
17408,16,75,91,37184
64315,11,80,91,5591
15169,71,20,91,249787
5400,28,63,91,33346
45474,55,36,91,15587
55818,47,43,90,29003
11351,2,88,90,23713
59692,22,68,90,18168
35661,22,68,90,6316
2711,5,85,90,56155
43426,1,89,90,2815
49800,27,62,89,7091
40676,21,68,89,48286
4651,50,39,89,172329
47605,26,63,89,11098
28260,10,79,89,14376
17494,32,57,89,22944
201776,13,76,89,26714
7795,9,80,89,10259
11014,6,83,89,34663
264997,24,64,88,11981
2519,15,73,88,34194
10103,5,82,87,42787
199599,8,79,87,7693
41095,32,55,87,48383
55824,2,85,87,23799
9790,8,79,87,40257
8473,37,50,87,12514
17762,5,81,86,77329
43754,1,85,86,104482
28343,7,79,86,36498
9381,41,45,86,33583
134654,13,73,86,15516
47232,14,72,86,12396
270735,26,60,86,14490
11426,1,85,86,19404
45147,9,76,85,25959
37613,26,59,85,15439
17922,14,71,85,1872
43727,38,47,85,49834
31242,5,80,85,5807
29208,27,58,85,9560
9829,13,72,85,126376
32934,82,2,84,17443
9505,30,54,84,28297
26554,6,78,84,13854
262907,9,75,84,38595
11164,11,73,84,14616
38855,0,84,84,193859
8674,68,16,84,2432
35708,0,84,84,471
15802,46,38,84,23713
139057,79,5,84,10015
39686,27,56,83,10583
5713,38,45,83,30585
6424,45,38,83,133332
21433,83,0,83,18265
268696,12,71,83,26179
138128,13,69,82,12539
8926,34,48,82,12795
2116,8,74,82,17570
8903,15,67,82,11734
14537,61,21,82,11405
57724,15,67,82,6888
45430,40,42,82,157231
2687,23,58,81,16520
45458,8,73,81,39466
8283,45,36,81,1914
8764,35,45,80,51406
202,1,79,80,14182
63293,80,0,80,7067
36351,68,12,80,23521
7385,1,79,80,24259
54825,60,20,80,19651
28186,8,72,80,10940
52863,13,67,80,15664
8849,29,51,80,14714
34309,28,52,80,17215
2906,79,1,80,14067
835,21,58,79,14111
396998,15,64,79,14751
5578,24,55,79,12129
136557,22,57,79,17488
4621,11,68,79,16240
50384,24,55,79,2029
31216,7,72,79,1885
24940,48,31,79,10911
41313,35,43,78,13313
3352,1,77,78,25597
12695,27,51,78,8736
133296,9,69,78,46442
25369,43,35,78,17192
1136,16,62,78,69174
139317,6,72,78,6309
24875,34,44,78,18649
31042,23,55,78,7385
52873,6,72,78,14617
19009,9,69,78,10554
9145,38,39,77,7729
13367,2,75,77,5257
19037,1,76,77,18686
262462,4,73,77,16105
45352,44,33,77,14551
19108,9,68,77,27394
58115,8,69,77,7313
24724,31,46,77,9625
3267,11,65,76,9853
6789,17,59,76,15608
33659,2,74,76,11722
714,74,2,76,85996
57976,75,1,76,7787
33363,1,75,76,27513
394684,11,64,75,20508
3204,28,47,75,2914
63927,31,44,75,8955
38731,2,73,75,16988
13876,4,71,75,9697
49063,21,54,75,12187
137491,11,64,75,10133
25180,18,57,75,5980
27064,1,74,75,433322
35819,1,73,74,58928
32590,74,0,74,3201
45102,73,1,74,42254
3170,30,44,74,10412
262355,21,53,74,27562
398465,50,24,74,40394
12735,16,58,74,63411
35000,19,55,74,10464
41798,8,66,74,41772
196695,16,58,74,5642
33650,2,71,73,7491
262476,10,62,72,13927
63023,44,28,72,27753
56258,10,62,72,4586
52554,7,65,72,14635
33652,2,70,72,11769
30058,44,28,72,57750
8075,65,7,72,61126
49600,34,38,72,8931
9658,41,31,72,22542
12654,72,0,72,1607
9141,3,69,72,11085
4847,2,70,72,59324
49981,40,31,71,9359
4808,2,69,71,114212
32505,5,66,71,22079
44306,29,42,71,7877
2764,5,66,71,27253
263966,8,63,71,10903
35179,34,37,71,3277
268314,50,21,71,6374
9924,21,50,71,113423
3214,39,31,70,13971
58511,37,33,70,22302
209735,6,64,70,17995
12297,31,39,70,11788
35699,16,54,70,17317
50581,30,40,70,9613
141137,12,58,70,2783
18106,48,22,70,5627
15935,14,56,70,771792
11260,26,44,70,13820
10122,58,12,70,25779
135069,12,58,70,25546
4780,15,55,70,188401
25899,9,61,70,9760
8434,5,65,70,127616
35168,23,47,70,89045
28761,12,58,70,7478
17222,7,62,69,8184
26042,16,53,69,15430
5056,7,62,69,52999
207336,1,68,69,959
3327,37,32,69,7643
3399,23,46,69,10989
38757,15,54,69,24049
265038,8,61,69,9096
3462,33,36,69,36411
62943,7,62,69,21376
262761,10,59,69,12343
149994,7,62,69,7211
11796,10,59,69,6268
197068,11,58,69,7112
12301,22,47,69,12034
3754,2,66,68,693
63473,26,42,68,8728
132280,4,64,68,17059
4809,22,46,68,119978
137366,7,61,68,41313
29169,24,44,68,29545
33353,60,7,67,8983
25159,1,66,67,6036
45629,27,40,67,34262
263432,8,59,67,10362
36692,64,3,67,34165
49581,16,51,67,20845
33668,2,65,67,8612
30081,61,5,66,15355
58212,26,40,66,21734
9848,14,52,66,70306
14259,7,59,66,59230
5483,8,58,66,11226
8412,12,54,66,10604
6849,20,45,65,24316
15994,9,56,65,6040
6661,25,40,65,7037
262503,7,58,65,7632
12310,8,57,65,11991
132203,62,3,65,47845
28458,28,37,65,21120
28220,12,53,65,25082
293,31,34,65,10622
8422,33,32,65,5999
8932,29,36,65,12381
3212,24,41,65,8123
196844,34,30,64,7858
16265,54,10,64,23211
47272,42,22,64,2752
396356,37,27,64,49337
6057,37,27,64,41666
196925,34,30,64,16878
9902,31,33,64,18833
207841,10,54,64,2857
45758,50,14,64,10084
36086,13,51,64,9290
24198,13,51,64,4354
9957,20,44,64,40765
45489,50,14,64,20726
35104,20,44,64,20060
7725,2,62,64,8505
14789,64,0,64,6298
49127,33,30,63,7133
32097,7,56,63,21647
202766,3,60,63,7913
14868,5,58,63,15743
42831,26,37,63,26169
1853,13,50,63,4740
17433,16,47,63,16297
43668,15,48,63,4900
28725,30,33,63,6176
24748,6,57,63,597
6768,19,44,63,6430
9507,10,53,63,11053
45305,11,52,63,7961
13249,30,33,63,3706
20632,1,62,63,4334
202984,18,44,62,70899
600,6,56,62,16360
21013,29,33,62,4732
5089,6,56,62,15969
266931,7,55,62,11174
150748,14,48,62,7440
55850,32,30,62,23397
20965,6,56,62,4749
17439,5,57,62,112007
263702,7,55,62,12972
4750,3,59,62,30775
12189,37,25,62,24108
28173,11,51,62,12941
33490,2,60,62,6943
38182,26,36,62,9302
2635,61,0,61,8519
5391,11,50,61,32619
58299,28,33,61,5989
16552,60,1,61,14777
6697,29,32,61,26309
6507,60,1,61,1680
4648,11,50,61,45053
36994,32,29,61,22430
16086,12,49,61,8750
62240,36,25,61,107904
15576,24,37,61,6671
38082,37,23,60,106961
63199,54,6,60,26776
52872,6,54,60,15367
26677,10,50,60,8848
20326,44,16,60,13195
262847,10,50,60,10238
17451,18,42,60,34469
12684,44,16,60,10695
33660,2,58,60,4578
37497,30,30,60,7714
2200,19,41,60,9093
9541,40,20,60,42101
10753,12,48,60,28346
27951,12,47,59,16205
55329,36,23,59,21206
7459,5,54,59,52289
28198,26,33,59,17181
61621,7,52,59,9339
15958,34,25,59,5198
45049,4,55,59,1237849
1241,28,31,59,6873
17072,21,38,59,141581
30517,8,51,59,5234
21413,19,40,59,7792
11232,12,46,58,10363
8437,2,56,58,7642
15305,7,51,58,9970
132770,6,52,58,13484
262740,9,49,58,11585
57043,45,13,58,23429
25394,28,30,58,4561
6866,27,31,58,24374
1759,3,55,58,13276
38794,5,53,58,9845
46450,15,43,58,8942
12541,2,56,58,1714
8781,35,23,58,71985
4181,19,39,58,20110
17665,5,53,58,23555
51847,21,36,57,14831
22697,55,2,57,3195
212477,30,27,57,12868
39351,40,17,57,5593
29467,28,29,57,4130
22645,10,47,57,4388
21473,28,29,57,3872
26415,33,24,57,160
6205,11,46,57,19459
28189,10,47,57,7552
3249,4,53,57,5852
40934,56,1,57,12274
51088,24,33,57,9128
4515,5,52,57,16840
9136,32,25,57,5455
134823,16,40,56,9829
3561,4,52,56,29962
6181,6,50,56,13864
35432,29,27,56,4019
8492,18,38,56,10570
64049,45,11,56,334921
53115,5,51,56,10148
12615,29,27,56,9073
18001,41,15,56,14548
25818,48,8,56,3275
26801,3,53,56,7448
9808,4,52,56,1873851
45558,17,39,56,7739
2860,14,42,56,10600
52444,8,48,56,19959
25478,7,49,56,1120
38235,18,38,56,20647
13977,4,52,56,42121
27552,8,47,55,8884
62044,54,1,55,19061
306,3,52,55,73093
31529,50,5,55,1711
44735,24,31,55,4556
13004,18,37,55,11500
719,2,53,55,11662
208414,54,1,55,4252
33662,2,53,55,7668
135391,31,24,55,12820
16097,25,30,55,7758
137367,26,29,55,3722
50606,8,47,55,4447
30823,13,42,55,30039
6667,26,29,55,17950
21320,17,38,55,28039
24637,29,25,54,2393
48678,13,41,54,16891
12271,2,52,54,8213
8449,13,41,54,19154
15943,33,21,54,4035
61599,38,16,54,14606
2852,35,19,54,3428
56911,34,20,54,3921
45177,5,49,54,11980
8368,34,20,54,7904
34772,24,30,54,8365
328748,25,29,54,5522
13213,45,9,54,33601
52840,9,45,54,8173
8595,10,43,53,4174
40850,13,40,53,10112
262191,1,52,53,20976
1547,50,3,53,2952
8309,36,17,53,2355
39063,52,1,53,2052
12843,20,33,53,6463
13807,7,46,53,12170
38040,34,19,53,75061
9044,38,15,53,4141
8758,28,25,53,4671
5610,15,38,53,12500
327708,15,38,53,59392
25645,18,35,53,9907
13576,6,46,52,16571
11096,8,44,52,14350
214757,30,22,52,2631
1916,13,39,52,21093
12722,16,36,52,11269
23352,14,38,52,22363
6206,34,18,52,7627
29314,23,29,52,13442
25152,52,0,52,294
44066,32,20,52,8403
8637,30,22,52,11291
58656,6,46,52,13331
64126,7,45,52,22065
43061,9,43,52,1009
9931,4,48,52,45146
58945,10,41,51,8395
12083,5,46,51,38642
8544,35,16,51,17590
48314,36,15,51,7477
9886,23,28,51,19560
8374,21,30,51,1926
30600,3,48,51,16682
262999,9,42,51,14845
2518,16,35,51,11685
263703,7,44,51,26310
140641,6,45,51,11172
39180,29,22,51,2495
24516,7,44,51,5678
12337,21,29,50,6954
2611,31,19,50,3032
262725,33,17,50,4993
263327,7,43,50,6946
16814,4,46,50,20790
62000,18,32,50,11288
786,23,27,50,15449
9125,24,26,50,16335
44592,32,18,50,20927
63956,18,32,50,15235
21700,8,42,50,3771
2603,36,14,50,24549
138997,21,28,49,17737
6677,25,24,49,2777
14061,46,3,49,39860
52871,5,44,49,11060
56665,31,18,49,3659
53766,49,0,49,2549
11272,4,45,49,10709
53427,14,35,49,7779
29405,25,24,49,4441
35133,14,35,49,6005
8426,34,15,49,6226
19754,14,35,49,10958
55666,11,38,49,10164
136255,13,36,49,14381
30103,49,0,49,17185
132602,15,34,49,24179
23344,49,0,49,1395
5580,10,38,48,5660
4538,20,28,48,51301
135718,5,43,48,7004
44356,24,24,48,4688
11019,36,12,48,7337
39642,28,20,48,4417
266445,9,39,48,9882
34177,31,17,48,6549
12200,29,19,48,19275
25160,33,15,48,4188
9457,9,39,48,24478
62955,44,4,48,1406
49666,30,18,48,401161
15440,7,41,48,6627
21559,9,39,48,13760
38008,12,36,48,6977
7311,16,32,48,8542
47160,20,28,48,5599
13415,11,37,48,5816
31261,1,46,47,2422
12387,22,25,47,4179
31117,13,34,47,8745
983,17,30,47,9807
206264,42,5,47,3108
61138,10,37,47,9038
19332,4,43,47,9571
10010,13,34,47,12907
21215,37,10,47,17775
9063,21,26,47,6320
273683,12,35,47,12451
22677,1,46,47,3365
263998,21,26,47,5136
43350,28,19,47,9442
50309,23,24,47,4463
4812,2,45,47,32303
42156,31,16,47,2017
13101,35,12,47,3928
680,16,31,47,19876
56048,1,46,47,27596
43531,1,46,47,326
39120,34,13,47,4936
136334,4,43,47,11137
140570,18,29,47,14210
11967,28,18,46,1919
132215,5,41,46,17365
13445,42,4,46,8342
41998,23,23,46,5170
51465,24,22,46,3034
8298,34,12,46,1274
13094,10,36,46,930
44103,18,28,46,2574
16713,8,38,46,14805
266181,9,37,46,4158
61231,17,29,46,3597
13110,19,27,46,2289
44684,25,21,46,1552
53180,8,38,46,19786
49121,38,8,46,2392
34655,46,0,46,1778
137085,5,41,46,8451
55330,5,41,46,15707
48237,39,7,46,68147
141731,4,42,46,7029
19905,9,37,46,18969
25227,3,43,46,9973
211288,3,43,46,1702
51185,46,0,46,1950
12586,13,33,46,912249
53828,24,22,46,2038
210756,17,28,45,11324
42649,35,10,45,3652
208293,20,25,45,85203
15704,13,32,45,30623
47794,27,18,45,55349
52000,25,20,45,37459
199081,23,22,45,5147
2381,12,33,45,12382
19679,45,0,45,2953
42739,14,31,45,3906
3300,24,21,45,8198
132876,31,14,45,32120
63949,45,0,45,18900
47692,20,25,45,5944
23688,7,38,45,14757
262532,8,37,45,5154
27947,8,37,45,72857
31122,24,21,45,4492
1237,2,43,45,21750
45437,29,16,45,3830
8657,31,14,45,13632
81,7,38,45,11881
8888,30,15,45,16193
49434,24,21,45,9954
262494,7,38,45,9613
41820,28,17,45,3050
63399,45,0,45,2119
200612,29,16,45,17198
53158,6,39,45,4855
4213,13,31,44,11415
9269,42,2,44,47742
38496,23,21,44,6286
30036,6,38,44,177257
136168,18,26,44,7837
9123,35,9,44,49726
3816,2,42,44,74579
13789,1,43,44,14782
209847,38,6,44,84596
4922,4,40,44,8071
21508,1,43,44,5020
19151,12,32,44,12342
12213,5,39,44,4678
14630,44,0,44,1644
64050,23,21,44,14834
33154,4,40,44,3986
42861,24,20,44,1769
7843,18,26,44,223776
56595,18,26,44,4190
23889,33,11,44,11603
13002,38,6,44,1492
55805,27,17,44,3257
16347,20,24,44,10204
197071,20,23,43,7158
29278,14,29,43,21251
48648,13,30,43,2899
20278,34,9,43,14694
12042,7,36,43,7317
270158,26,17,43,7247
41039,15,28,43,6060
394437,5,38,43,8168
263238,8,35,43,8774
394354,39,4,43,3469
12703,24,19,43,3728
263276,7,36,43,8367
55821,18,25,43,6310
45250,16,27,43,4674
266409,8,35,43,6453
984,29,14,43,19827
6325,6,37,43,6914
263073,7,36,43,11163
39122,24,19,43,5601
13768,21,22,43,26787
28910,20,23,43,50480
7720,3,40,43,3060
58552,5,38,43,7328
38022,11,32,43,5565
41960,27,16,43,5575
49100,3,40,43,28876
137831,29,14,43,11096
39326,21,21,42,2790
15763,25,17,42,3255
17621,3,39,42,33440
29695,9,33,42,10837
30999,32,10,42,7193
56987,32,10,42,1987
47734,22,20,42,2161
21277,21,21,42,13024
24173,16,26,42,24866
12897,33,9,42,2002
34953,28,14,42,2578
211826,33,9,42,5083
553,28,14,42,9562
43391,23,19,42,10701
8560,33,9,42,24953
803,17,25,42,6889
38880,34,8,42,4708
60051,39,3,42,47528
327782,6,36,42,4861
20119,11,31,42,3199
36352,8,34,42,155793
12491,33,9,42,11508
2588,2,40,42,13266
20676,26,16,42,4631
45796,19,23,42,16888
21385,30,11,41,1979
23404,11,30,41,8645
21263,29,12,41,2913
17054,9,32,41,5825
7782,8,33,41,7811
266167,7,34,41,4520
5416,29,12,41,74925
9341,4,37,41,22328
9425,1,40,41,1722
25192,36,5,41,884
31477,29,12,41,3992
38272,1,40,41,1800
132337,40,1,41,1905
3737,8,33,41,4228
25019,1,40,41,370906
28202,12,29,41,9908
24323,4,37,41,7895
20860,19,22,41,19423
265377,8,33,41,5275
23576,40,1,41,10460
12969,26,15,41,2573
34250,1,40,41,11482
206735,29,12,41,2338
270814,26,15,41,6581
28158,8,33,41,7856
39801,15,26,41,1377
397423,14,27,41,23909
10490,7,34,41,3058
267469,10,30,40,13453
28663,27,13,40,3800
29465,8,32,40,26206
7979,31,9,40,79592
48635,28,12,40,5007
7642,29,11,40,10296
36874,21,19,40,3203
22974,2,38,40,2496
8470,6,34,40,2304
12637,26,14,40,3759
36944,28,12,40,15579
29670,20,20,40,2276
262287,25,15,40,18199
3262,9,31,40,5868
6799,3,37,40,10425
41692,30,10,40,1737
33182,30,10,40,7321
12849,5,35,40,8334
11758,5,35,40,16533
20712,21,19,40,5365
4058,25,15,40,11782
3856,40,0,40,92
42385,40,0,40,1856
8365,31,9,40,5274
49453,32,8,40,5157
268624,10,30,40,13546
7004,3,37,40,18354
4768,3,37,40,5475
135905,1,39,40,24276
269595,10,30,40,5815
20647,29,11,40,1640
12406,2,37,39,24280
5466,25,14,39,2901
58243,29,10,39,4575
23470,17,22,39,12121
206810,8,31,39,7008
399486,23,16,39,4222
203724,39,0,39,5447
265144,14,25,39,3327
263774,5,34,39,7080
263629,4,35,39,10015
262773,11,28,39,14937
24203,15,24,39,33725
559,33,6,39,6801
48200,31,8,39,6968
393577,8,31,39,2578
14618,1,38,39,71202
131314,31,8,39,3004
136897,25,14,39,10773
56382,28,11,39,1727
3112,1,38,39,448
5394,32,7,39,2648
20144,39,0,39,860
23961,7,32,39,4937
266525,9,30,39,5282
48266,29,10,39,9842
9255,1,38,39,5899
36873,9,29,38,21801
202053,38,0,38,2864
47957,29,9,38,12229
263269,7,31,38,4230
12713,34,4,38,23382
38264,3,35,38,15703
5398,26,12,38,2290
11492,9,29,38,253910
49808,20,18,38,2964
42184,27,11,38,1678
266520,6,32,38,6055
208905,6,32,38,19871
133524,7,31,38,5783
23154,38,0,38,2699
37273,22,16,38,11118
202297,3,35,38,40963
215248,38,0,38,316
