asn,name,class,cc
AS24645,"CSC Telecom, UAB",Eyeball,LT
AS24647,Erste Digital GmbH,Unknown,AT
AS2465,Renater,Unknown,EU
AS24650,Charles Stanley & Co Ltd,Unknown,GB
AS24651,JSC BALTICOM,Eyeball,LV
AS24652,Juniper Networks International B.V.,Unknown,NL
AS24654,Orange Espagne SA,Unknown,ES
AS24655,BANK OF CYPRUS PUBLIC COMPANY LIMITED,Unknown,CY
AS24656,Accenture TiGital GmbH,Unknown,AT
AS24657,Dokumenta AG,Unknown,DE
AS24658,"Information & Computing Center, Ltd.",Unknown,RU
AS2466,Renater,Unknown,EU
AS24660,EVOZON SYSTEMS SRL,Unknown,RO
AS24663,"ZAO ""COMPLAT-TELECOM""",Eyeball,RU
AS24665,PJSC Rostelecom,Unknown,RU
AS24667,Petrol Ofisi AS,Unknown,TR
AS24668,BinaryGrid Industries Sweden AB,Unknown,SE
AS24669,Clouvider Limited,Unknown,GB
AS2467,Renater,Unknown,EU
AS24670,Coherent Technology Solutions Limited,Unknown,GB
AS24672,Primetel PLC,Unknown,CY
AS24673,Six Degrees Technology Group Limited,Unknown,GB
AS24675,Irish Government,Unknown,IE
AS24676,Keyweb AG,Unknown,DE
AS24679,kyberio GmbH,Content,DE
AS2468,Renater,Unknown,EU
AS24680,JS Company Compnet,Unknown,RU
AS24681,Sumix Ukraine LLC,Unknown,UA
AS24682,KSF Ltd.,Unknown,UA
AS24683,"Federal State Budgetary Educational Institution of Higher Education ""Orenburg State University""",Eyeball,RU
AS24684,OOO IPPORT,Unknown,RU
AS24685,Load.me sp. z o. o.,Eyeball,UA
AS24686,University of Pecs,Unknown,HU
AS24689,JSC Rosin.telekom,Eyeball,RU
AS2469,Renater,Unknown,EU
AS24690,Szerencsejatek Zrt,Unknown,HU
AS24691,"TogoTelecom, Togo",Eyeball,TG
AS24693,CNSYS PLC,Unknown,BG
AS24695,T.M.A Serv SRL,Unknown,RO
AS24697,Saturn LLC,Unknown,RU
AS24698,"NOS COMUNICACOES, S.A.",Unknown,PT
AS24699,PJSC Rostelecom,Eyeball,RU
AS247,Rome Air Development Center,Unknown,US
AS2470,Renater,Unknown,EU
AS24700,WEB3 Leaders INC,Unknown,SC
AS24703,United Networks of Ukraine Ltd,Unknown,UA
AS24704,DataGroup-Int SRL,Unknown,RO
AS24705,Single Mode Networks Ltd,Unknown,GB
AS24707,Melli Pakhsh Faravardehay Nafti Iran PJSC,Unknown,IR
AS24708,RAITEC GmbH,Unknown,AT
AS2471,Renater,Unknown,EU
AS24711,Collecte Localisation Satellites SAS,Unknown,FR
AS24712,AXIGEN MESSAGING SRL,Unknown,RO
AS24713,CGI Suomi Oy,Eyeball,FI
AS24714,Tietoevry Oyj,Unknown,FI
AS24717,PATRIMONIO CITTA' DI SETTIMO TORINESE S.R.L.,Unknown,IT
AS24718,Parsun Network Solutions PTY LTD,Unknown,AU
AS2472,Renater,Unknown,EU
AS24722,LLC Babilon-T,Eyeball,TJ
AS24723,Atman Sp. z o.o.,Unknown,PL
AS24724,Atman Sp. z o.o.,Unknown,PL
AS24725,"LLC ""Hostmaster""",Unknown,UA
AS24726,FOP Boyko Oleg Mikhaylovich,Unknown,UA
AS24727,"Slovensky plynarensky priemysel, a.s.",Unknown,SK
AS24728,REDOX d.o.o. Portoroz,Unknown,SI
AS2473,Renater,Unknown,EU
AS24730,Garnier Projects BV,Unknown,NL
AS24731,Middle East Internet Company Limited,Unknown,SA
AS24732,Gielda Papierow Wartosciowych S.A,Unknown,PL
AS24737,Islamic Republic of Iran Post PJSC,Unknown,IR
AS24738,CRIF Sp. z o. o.,Unknown,PL
AS24739,"JSC ""Severen-Telecom""",Eyeball,RU
AS2474,Renater,Unknown,EU
AS24740,NTT DATA Business Solutions sp. z o.o.,Unknown,PL
AS24741,Islamic Republic of Iran Post PJSC,Unknown,IR
AS24742,APAK Group Limited,Unknown,GB
AS24743,Snerpa ehf,Unknown,IS
AS24744,SiNET Telecom s.r.o.,Eyeball,SK
AS24745,Orange Romania S.A.,Unknown,RO
AS24747,"Triksera, druzba za nove tehnologije, d.o.o.",Unknown,SI
AS24748,THINX WAW Route Servers,Unknown,PL
AS24749,TNET SERVIZI SRL,Unknown,IT
AS2475,Renater,Unknown,EU
AS24750,MyAcct LTD,Eyeball,BG
AS24751,Jakobstadsnejdens Telefon Ab,Eyeball,FI
AS24753,Globecomm Europe B.V.,Unknown,NL
AS24756,Credit Agricole Bank Polska S.A.,Unknown,PL
AS24757,Ethio telecom,Eyeball,ET
AS24758,Mikroel Ltd,Eyeball,RU
AS2476,Renater,Unknown,EU
AS24763,Thales Services Numeriques SAS,Unknown,FR
AS24764,m.a.x. Informationstechnologie AG,Unknown,DE
AS24766,GBC GmbH Internet Service Center Ingenieurgesellschaft fuer Systemsoftware und Kommunikationstechnik,Unknown,DE
AS24767,PJSC MegaFon,Unknown,RU
AS24768,"AlmourolTec, Lda",Eyeball,PT
AS2477,Renater,Unknown,EU
AS24770,Unix Solutions Ltd,Unknown,BG
AS24771,"FCA INFORMATION TECHNOLOGY, EXCELLENCE AND METHODS S.P.A.",Unknown,IT
AS24772,FACTORIA PRISA NOTICIAS S.L. Sociedad Unipersonal,Unknown,ES
AS24774,3DATA LLC,Unknown,RU
AS24775,Qinetiq Limited,Unknown,GB
AS24776,INFOCLIP SA,Unknown,FR
AS24777,Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization,Unknown,AT
AS24778,Datapipe Europe Ltd,Unknown,GB
AS24779,Islamic Republic of Iran Post PJSC,Unknown,IR
AS2478,Renater,Unknown,EU
AS24780,Autostrade per l'Italia S.P.A.,Unknown,IT
AS24783,PJSC Rostelecom,Eyeball,RU
AS24784,Payzone Group Unlimited Company,Unknown,IE
AS24785,Joint Transit (Broadband Hosting B.V.),Carrier,NL
AS24786,ProSiebenSat.1 Tech & Services GmbH,Unknown,DE
AS24789,PJSC Rostelecom,Unknown,RU
AS2479,Renater,Unknown,EU
AS24790,Romcare SRL,Unknown,RO
AS24791,"Direct Development, s.r.o.",Unknown,SK
AS24792,Stadtwerke Kitzbuehel e.U.,Unknown,AT
AS24794,Kesz Consulting Kft.,Unknown,HU
AS24796,NAMEX CONSORZIO,Unknown,IT
AS24799,"Desarrollo de la Tecnologia de las Comunicaciones, S.C.A.",Unknown,ES
AS248,IDDQD-AS,Unknown,EU
AS2480,Renater,Unknown,EU
AS24800,BornFiber Service Provider ApS,Eyeball,DK
AS24801,AS for Monarch Communications Limited of Nigeria.,Unknown,EU
AS24806,"INTERNET CZ, a.s.",Eyeball,CZ
AS24807,Redcentric Solutions Ltd,Unknown,GB
AS24809,If Skadeforsakring AB,Unknown,SE
AS2481,INRIA,Unknown,FR
AS24810,PJSC Rostelecom,Unknown,RU
AS24811,Joint Stock Company Kuzbassenergosviaz,Eyeball,RU
AS24812,RPC HomeNet Ltd.,Eyeball,UA
AS24813,CGI Sverige AB,Unknown,SE
AS24814,SCS-NET,Unknown,SY
AS24817,Deda Tech SRL,Unknown,IT
AS24819,Nordnet Bank AB,Unknown,SE
AS2482,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Unknown,FR
AS24822,OPC Networks Kft.,Eyeball,HU
AS24823,VTB Bank (Public Joint-Stock Company),Unknown,RU
AS24824,Gebrueder-Weiss GmbH,Unknown,AT
AS24825,Lietuvos Respublikos Uzsienio reikalu ministerija,Unknown,LT
AS2483,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Unknown,FR
AS24830,"CIRCUITOS ALJARAFE, S.L.",Unknown,ES
AS24832,"LLC ""Nauka-Svyaz""",Unknown,RU
AS24833,LBS Landesbausparkasse NordWest,Unknown,DE
AS24835,Vodafone Egypt,Eyeball,EG
AS24836,Klaus Kasimirek trading as Kasimirek IT Consulting,Unknown,DE
AS24837,MegaLink LLC,Eyeball,RU
AS24839,Universitatea Babes-Bolyai,Unknown,RO
AS2484,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Unknown,FR
AS24840,NICOS AG,Unknown,DE
AS24842,BE DC Connect UK Limited,Unknown,GB
AS24843,France Televisions SA,Unknown,FR
AS24845,"Landeshauptstadt Muenchen, it@M",Unknown,DE
AS24848,Kielce University of Technology,Unknown,PL
AS24849,DELTA FOODS Single Member SA.,Unknown,GR
AS2485,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Unknown,FR
AS24851,Netcetera Ltd.,Unknown,IM
AS24852,UAB INIT,Eyeball,LT
AS24853,DBC DIGITAL A/S,Unknown,DK
AS24857,"LLC ""Euroinform""",Unknown,UA
AS24858,Comtec Net SRL,Unknown,RO
AS2486,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Unknown,FR
AS24861,SITS Deutschland GmbH,Unknown,DE
AS24863,Link Egypt (Link.NET),Eyeball,EG
AS24864,Raiffeisen Informatik GmbH & Co KG,Unknown,AT
AS24865,Keith Mitchell,Unknown,GB
AS24866,PJSC MegaFon,Unknown,RU
AS24867,Adapt Services Limited,Unknown,GB
AS24868,Bauer Systems KG,Unknown,DE
AS24869,Presidenza del Consiglio dei Ministri,Unknown,IT
AS2487,Institute for Theoretical & Experimental Physicis,Unknown,EU
AS24872,MAGNUS NG LLC,Eyeball,UA
AS24873,PJSC Rostelecom,Unknown,RU
AS24875,NovoServe B.V.,Carrier,NL
AS24877,UAB INIT,Eyeball,LT
AS24879,BANK POLSKA KASA OPIEKI S.A.,Unknown,PL
AS2488,International Institute for Applied Systems Analysis,Unknown,AT
AS24880,Siav S.p.A.,Unknown,IT
AS24881,Interphone Ltd.,Eyeball,RU
AS24882,"State enterprise ""National Information Systems""",Unknown,UA
AS24889,Monzoon Networks AG,Unknown,CH
AS2489,Net Iowa,Unknown,US
AS24891,ORDU YARDIMLASMA KURUMU,Unknown,TR
AS24892,Libalink SARL,Unknown,LB
AS24893,Lviv Polytechnic National University,Eyeball,UA
AS24894,Tag Europe Ltd,Unknown,GB
AS24898,NorthC Deutschland GmbH,Unknown,DE
AS24899,Plusnet GmbH,Unknown,DE
AS249,Packet Star Networks Limited,Unknown,EU
AS2490,"RTX BBN Technologies, Inc.",Unknown,US
AS24900,NorthC Deutschland GmbH,Unknown,DE
AS24901,NorthC Deutschland GmbH,Unknown,DE
AS24902,Plusnet GmbH,Unknown,DE
AS24904,K-NET SARL,Eyeball,FR
AS24906,E-POINT S.A.,Unknown,PL
AS24908,LEK farmacevtska druzba d.d.,Unknown,SI
AS24909,TIMOCOM GmbH,Unknown,DE
AS2491,Rogers Communications Canada Inc.,Unknown,CA
AS24910,JPMorgan Chase & Co,Unknown,US
AS24913,Bank Saint Petersburg PJSC,Unknown,RU
AS24914,Telus Net SRL,Unknown,RO
AS24916,Orbital Net Ltd,Unknown,GB
AS24918,Mercedes-Benz Polska Sp. z o.o.,Unknown,PL
AS2492,Rogers Communications Canada Inc.,Unknown,CA
AS24920,"Sociedad Estatal de Loterias y Apuestas del Estado SME, SA",Unknown,ES
AS24921,Latvijas Mobilais Telefons SIA,Eyeball,LV
AS24922,Hacettepe Universitesi,Unknown,TR
AS24923,Joint Stock Company TransTeleCom,Unknown,RU
AS24924,Non-commercial 'Partnership Institute of professional accountants and auditors of Russia,Unknown,RU
AS24925,eHouse Holding AG,Unknown,CH
AS24926,Heidelberger Druckmaschinen Aktiengesellschaft,Unknown,DE
AS24929,IT arte Sp. z o.o.,Unknown,PL
AS2493,Rogers Communications Canada Inc.,Unknown,CA
AS24935,Eurofiber France SAS,Unknown,FR
AS24936,Plusinfo OOO,Eyeball,RU
AS24937,"JSC ""Ukrtelecom""",Unknown,UA
AS24938,Equinix (EMEA) Acquisition Enterprises B.V.,Unknown,NL
AS24939,ivv Informationsverarbeitung fuer Versicherungen GmbH,Unknown,DE
AS2494,MUWNET Autonomous System,Unknown,AT
AS24940,Hetzner Online GmbH,Content,DE
AS24944,Arena Bilgisayar San. ve Tic A.S,Unknown,TR
AS24945,Telecommunication Company Vinteleport Ltd.,Eyeball,UA
AS24947,Parsun Network Solutions PTY LTD,Unknown,AU
AS24949,AXA Technology Services UK Limited,Unknown,GB
AS2495,Kansas Research and Education Network,Unknown,US
AS24951,EveryWare AG,Unknown,CH
AS24952,Firmenich SA,Unknown,CH
AS24953,NETPLANET GmbH,Unknown,AT
AS24954,Havas SAS,Unknown,FR
AS24955,"JSC ""Ufanet""",Eyeball,RU
AS24956,Gaertner Datensysteme GmbH & Co. KG,Unknown,DE
AS24958,CYBERFORT LIMITED,Unknown,GB
AS24959,Schenker AS,Unknown,NO
AS2496,University of Kansas,Unknown,US
AS24961,WIIT AG (fka. myLoc Managed IT AG),Content,DE
AS24962,"""Telesystems of Ukraine"" LLC",Unknown,UA
AS24964,A1 Bulgaria EAD,Unknown,BG
AS24966,DIGI ROMANIA S.A.,Unknown,RO
AS24969,Itm8 A/S,Unknown,DK
AS2497,Internet Initiative Japan Inc.,Carrier,JP
AS24971,MasterDC s.r.o.,Content,CZ
AS24972,Lursoft IT,Unknown,LV
AS24973,dogado GmbH,Unknown,DE
AS24976,Claranet Limited,Unknown,GB
AS24978,Telenec Telekommunikation Neustadt GmbH,Unknown,DE
AS24982,BankMed sal,Unknown,LB
AS24984,Luminor Bank AS,Unknown,EE
AS24985,KACZMARSKI-INKASSO-Malgorzata-Kaczmarski,Unknown,PL
AS24988,Islamic Republic of Iran Post PJSC,Unknown,IR
AS24989,Equinix (Germany) GmbH,Eyeball,DE
AS2499,Japan Network Information Center,Unknown,JP
AS24990,Equinix France SAS,Unknown,FR
AS24991,Datatrans Internet Ltd,Eyeball,HU
AS24992,DIC Online Wolf Ltd & Co. KG,Unknown,AT
AS24993,netzhaus aktiengesellschaft,Unknown,DE
AS24994,genesys informatica srl,Unknown,IT
AS24995,MIK Telecom Ltd.,Unknown,UA
AS24997,Caucasus Digital Network LTD,Unknown,GE
AS24999,Sumy Online Ltd,Eyeball,UA
AS25,University of California at Berkeley,Unknown,US
AS250,AS250.net Foundation,Content,EU
AS2500,WIDE Project,Eyeball,JP
AS25000,Agronet LLC,Eyeball,UA
AS25001,RIKOP Ltd.,Unknown,RU
AS25002,A2A Smart City S.P.A,Eyeball,IT
AS25003,Internet Binat Ltd,Unknown,IL
AS25005,Montepio Investimento S.A.,Unknown,PT
AS25006,SANTANDER FINANCIAL SERVICES PLC,Unknown,GB
AS25008,PJSC Rostelecom,Unknown,RU
AS25009,Graal Network S.a.R.L.,Unknown,FR
AS2501,The University of Tokyo,Unknown,JP
AS25011,OeBB Infrastruktur AG,Unknown,AT
AS25012,WienIT GmbH,Unknown,AT
AS25015,PE Efimenko Ruslan Vladimirovich,Unknown,UA
AS25016,Utenriksdepartementet,Unknown,NO
AS25017,"Slovenski drzavni holding, d.d. (SDH, d.d.)",Unknown,SI
AS25019,Saudi Telecom Company JSC,Eyeball,SA
AS25020,"Slovenski drzavni holding, d.d. (SDH, d.d.)",Unknown,SI
AS25021,Centre Informatique Etat de Fribourg,Unknown,CH
AS25022,TDM Group Limited,Unknown,GB
AS25024,Deceuninck NV,Unknown,BE
AS25029,Segater Ltd,Unknown,UA
AS25030,National Farmers Union Mutual Insurance Society Ltd,Unknown,GB
AS25031,Novartis AG,Unknown,CH
AS25032,Gazprom telecom LLC,Unknown,RU
AS25033,Equinix (Finland) Oy,Unknown,FI
AS25035,Transfer Ltd,Unknown,KG
AS25036,"O2 Czech Republic, a.s.",Unknown,CZ
AS25037,EFG Sweden AB,Unknown,SE
AS25038,Alfred Schruff trading as AIXTRANET,Unknown,DE
AS25039,Linde GmbH,Unknown,DE
AS2504,Kyoto University,Unknown,JP
AS25040,I.T. Consultancy Limited,Unknown,JE
AS25041,British Telecommunications PLC,Unknown,GB
AS25045,HANZA MEDIA d.o.o.,Unknown,HR
AS25046,Check Point Software Technologies LTD,Unknown,IL
AS25048,DSNET Ltd,Unknown,GB
AS25049,Shell Information Technology International B.V.,Unknown,NL
AS2505,"High Energy Accelerator Research Organization, KEK",Unknown,JP
AS25050,VOCALINK LTD,Unknown,GB
AS25052,O.M.C. COMPUTERS & COMMUNICATIONS LTD,Unknown,IL
AS25053,Generali Versicherung AG,Unknown,AT
AS25054,goetel GmbH,Eyeball,DE
AS25055,Bank Millennium SA,Unknown,PL
AS25056,SSI Schaefer IT Solutions GmbH,Unknown,AT
AS25057,Association PLOPNET,Unknown,FR
AS25058,CMO Internet Dienstleistungen GmbH,Unknown,DE
AS25059,Nova Ljubljanska Banka d.d.,Unknown,SI
AS2506,NTT WEST CHUGOKU CORPORATION,Unknown,JP
AS25060,"Instituto Nacional de Estatistica, I.P.",Unknown,PT
AS25061,Associated Networks (UK) Limited,Unknown,GB
AS25063,S.WERK GMBH,Unknown,DE
AS25065,Cegeka NV,Unknown,BE
AS25066,Nova KBM d.d.,Unknown,SI
AS25068,Konica Minolta Business Solutions Europe GmbH,Unknown,DE
AS25069,OMV Aktiengesellschaft,Unknown,AT
AS25070,Comarch S.A.,Unknown,PL
AS25071,RadioCom Ltd,Eyeball,UA
AS25072,Institutet for Rymdfysik,Unknown,SE
AS25073,"LTD ""KOMIN""",Unknown,RU
AS25074,PlusServer GmbH,Unknown,DE
AS25075,SWPS UNIWERSYTET,Unknown,PL
AS25076,KTV Istar Ltd.,Unknown,BG
AS2508,Kyushu University,Unknown,JP
AS25081,Heidelberg IT Management GmbH & Co.KG,Unknown,DE
AS25082,Viner Telecom LLC,Unknown,UA
AS25083,DE-CIX Palermo Route Servers,Unknown,DE
AS25084,Politechnika Czestochowska,Unknown,PL
AS25085,Dmytro Kyselov,Unknown,UA
AS25086,MTS PJSC,Eyeball,RU
AS25089,Greiner AG,Unknown,AT
AS25090,Alpiq AG,Unknown,CH
AS25091,IP-Max SA,Carrier,CH
AS25092,PE Tetyana Mysyk,Unknown,UA
AS25093,Ceska sporitelna a.s.,Unknown,CZ
AS25094,Centre des technologies de l'information de l'Etat,Unknown,LU
AS25096,Varyagi LLC,Unknown,RU
AS25097,Romanian Franchise Systems SRL,Unknown,RO
AS25098,Netcalibre Ltd,Unknown,GB
AS25099,PE NEO-CRAFT,Eyeball,UA
AS251,AS251,Unknown,EU
AS2510,FUJITSU LIMITED,Eyeball,JP
AS25100,"Non state educational institution ""Educational Scientific and Experimental Center of Moscow Institute of Physics and Technology""",Eyeball,RU
AS25101,AZISTA GmbH,Unknown,AT
AS25102,CompAct GmbH Computer und Kommunikation,Unknown,DE
AS25103,TFM Group Software SRL,Unknown,RO
AS25106,Mobile TeleSystems JLLC,Eyeball,BY
AS25107,Industra Bank,Unknown,LV
AS25108,IOMART MANAGED SERVICES LIMITED,Content,GB
AS25109,HUK-COBURG VVaG,Unknown,DE
AS2511,Nippon Telegraph and Telephone Corporation,Unknown,JP
AS25111,Coloplast A/S,Unknown,DK
AS25113,Orange S.A.,Unknown,FR
AS25114,GraydonCreditsafe Belgium NV,Unknown,BE
AS25115,DIEHL Informatik GmbH,Unknown,DE
AS25116,Cyber_Folks SRL,Unknown,RO
AS25117,Euro-Information-Europeenne de Traitement de l'Information SAS,Eyeball,FR
AS25118,"""Web-Com Plus"" Ltd",Unknown,UA
AS25119,"State Publishing House ""The Press of Ukraine"" of the State Business Management",Unknown,UA
AS2512,TCP Inc.,Unknown,JP
AS25122,GULFSATCOMMUNICATIONS COMPANY K.S.C.,Unknown,KW
AS25124,Datak Company LLC,Eyeball,IR
AS25125,One City IT Ltd.,Unknown,IL
AS25126,TIWAG-Tiroler Wasserkraft AG,Unknown,AT
AS25127,British Telecommunications PLC,Unknown,GB
AS25129,"Scientific-Production Center ""Monitoring"", Ltd",Unknown,MD
AS2513,Japan Science and Technology Agency,Unknown,JP
AS25133,"LLC ""McLaut-Invest""",Eyeball,UA
AS25135,Vodafone Limited,Eyeball,GB
AS25136,Portima,Unknown,BE
AS25139,"TVCABO - Comunicações Multimedia, Lda",Eyeball,MZ
AS2514,"NTT PC Communications, Inc.",Eyeball,JP
AS25141,Teleradiocompany Soniko-Svyaz Ltd,Unknown,RU
AS25143,"Company ""Zagalni Merezhi"" Ltd",Unknown,UA
AS25144,Telekomunikacije Republike Srpske a.d.,Eyeball,BA
AS25145,TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,Unknown,TR
AS25146,Advania Sverige AB,Unknown,SE
AS25147,Ecoplast EOOD,Eyeball,BG
AS25148,ORANGE BUSINESS DIGITAL NORWAY AS,Unknown,NO
AS25149,Atlantic Droga Kolinska d.o.o.,Unknown,SI
AS2515,Japan Network Information Center,Eyeball,JP
AS25150,DCTel Ltd,Unknown,UA
AS25151,Cyso Group B.V.,Unknown,NL
AS25152,RIPE NCC - K-root,Unknown,NL
AS25154,Currency One S.A.,Unknown,PL
AS25155,Star Soft Ltd.,Unknown,UA
AS25156,Inrete s.r.l,Unknown,IT
AS25159,PJSC MegaFon,Eyeball,RU
AS2516,KDDI Corporation,Carrier,JP
AS25160,Vorboss Limited,Carrier,GB
AS25163,21st Century Technologies Limited,Unknown,NG
AS25164,Flughafen Zurich AG,Unknown,CH
AS25165,Entri LLC,Unknown,UA
AS25166,MAIL.BG Ssc,Unknown,BG
AS25167,"Oliver Knapp trading as ""TuK Datentechnik""",Unknown,DE
AS25169,Telenor Sverige AB,Eyeball,SE
AS25172,Liden Data Internetwork AB,Unknown,SE
AS25173,"ISKRA, d.o.o.",Unknown,SI
AS25174,Osokorky Online LLC,Unknown,UA
AS25176,AC-Net AB,Eyeball,SE
AS25178,WIFINITY LIMITED,Eyeball,GB
AS2518,BIGLOBE Inc.,Eyeball,JP
AS25180,Exponential-E Ltd.,Eyeball,GB
AS25181,Sony Europe B.V.,Unknown,NL
AS25182,Nederlandse Publieke Omroep,Content,NL
AS25183,FREERIDE LLC,Eyeball,UA
AS25184,Afranet,Eyeball,IR
AS25186,Orange S.A.,Unknown,FR
AS25189,AO Countrycom,Unknown,RU
AS2519,ARTERIA Networks Corporation,Eyeball,JP
AS25190,"UAB ""Kauno interneto sistemos""",Eyeball,LT
AS25192,"CZ.NIC, z.s.p.o.",Unknown,CZ
AS25194,AGC Glass Europe,Unknown,BE
AS25198,INTERKVM HOST (ZetServers),Unknown,RO
AS25199,Kvempeks LLC,Unknown,UA
AS252,"Headquarters, USAISC",Unknown,US
AS25201,Peder Christian Bach,Unknown,NO
AS25202,Islamic Republic of Iran Post PJSC,Unknown,IR
AS25203,Inkom Plus Ltd.,Unknown,RU
AS25206,Unacs - Yuri Jordanov Ltd.,Eyeball,BG
AS25207,Islamic Republic of Iran Post PJSC,Unknown,IR
AS25210,NeoCom-service Ltd,Unknown,UA
AS25211,"""Euro Crypt"" EOOD",Eyeball,BG
AS25213,Hiab Oyj,Unknown,FI
AS25215,BNP PARIBAS S.A.,Unknown,FR
AS25216,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",Unknown,UA
AS2522,Japan Network Information Center,Unknown,JP
AS25220,equada network GmbH,Unknown,DE
AS25222,Inmarsat Solutions B.V.,Unknown,NL
AS25223,InfraCom Managed Services AB,Unknown,SE
AS25224,STS Invest Holding AD,Unknown,BG
AS25225,CGI Norge AS,Unknown,NO
AS25227,JSC Avantel,Eyeball,RU
AS25228,DiViNetworks LTD.,Unknown,IL
AS25229,"Limited Liability Company ""KYIVSKI TELEKOMUNIKATSIYNI MEREZHI""",Eyeball,UA
AS2523,Internet Technology Research Consortium,Unknown,JP
AS25231,"State Budget Enterprise of Novosibirsk region ""Novosibirsk region center of information technologies""",Unknown,RU
AS25233,ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.LTD,Eyeball,SA
AS25234,"ACTIVE 24, s.r.o.",Unknown,CZ
AS25235,Pali Krichevsky Dasha,Unknown,IL
AS25236,United Networks of Ukraine Ltd,Unknown,UA
AS25237,ISRAEL PORTS DEVELOPMENT and ASSETS COMPANY LTD,Unknown,IL
AS25238,"MONETA Money Bank, a.s.",Unknown,CZ
AS25239,Islamic Republic of Iran Post PJSC,Unknown,IR
AS25241,Information Centre of the Ministry of the Interior,Unknown,LV
AS25242,KUWAIT UNIVERSITY,Unknown,KW
AS25243,Islamic Republic of Iran Post PJSC,Unknown,IR
AS25244,deCode genetics Ltd.,Unknown,IS
AS25245,Realtech AG,Unknown,DE
AS25247,IBERCAJA BANCO SA,Unknown,ES
AS25248,RADIOKOMUNIKACE a.s.,Eyeball,CZ
AS25249,Magticom Ltd.,Unknown,GE
AS25250,Gamtel Co.,Eyeball,GM
AS25251,Alpha Online Ltd,Unknown,RU
AS25252,Volvo Information Technology AB,Unknown,SE
AS25253,"CAIXA GERAL DE DEPOSITOS, SA",Unknown,PT
AS25254,ista SE,Unknown,DE
AS25255,Hutchison Drei Austria GmbH,Eyeball,AT
AS25256,FOP Starchenko Oleksiy,Eyeball,UA
AS25258,e-Style ISP LLC,Unknown,RU
AS25259,Servicios Audiovisuales Overon S.L.,Unknown,ES
AS2526,"Global Solution 2nd Office. IT Strategy & Digital Integration Division. Hitachi, Ltd.",Unknown,JP
AS25260,QualityHosting AG,Unknown,DE
AS25261,IBERIA LINEAS AEREAS DE ESPANA SOCIEDAD ANONIMA OPERADORA,Unknown,ES
AS25264,Afagh Andish Dadeh Pardis Co. Ltd,Unknown,IR
AS25267,Colegio de Registradores de la Propiedad y Mercantiles de Espana,Unknown,ES
AS25268,cargo-partner GmbH,Unknown,AT
AS25269,Public Joint-stock company UNEX Bank,Unknown,UA
AS2527,Sony Network Communications Inc.,Eyeball,JP
AS25273,Broadcasting Center Europe (an RTL Group Company),Unknown,LU
AS25274,Naracom Kft.,Unknown,HU
AS25275,Richemont International SA,Unknown,CH
AS25276,ITMedia GmbH,Unknown,DE
AS25277,"POSLuH d.o.o, za informaticke usluge i trgovinu",Unknown,HR
AS25278,Autoritatea pentru Digitalizarea Romaniei,Unknown,RO
AS25279,Treml+Sturm Datentechnik GmbH,Unknown,DE
AS25281,MTM s.a.r.l,Unknown,LB
AS25282,Keeper-Soft Ltd.,Unknown,UA
AS25285,Boletin Oficial del Estado,Unknown,ES
AS25286,CANALWEB SAS,Unknown,FR
AS25288,DEMENIN B.V.,Unknown,NL
AS25289,BNP Paribas (Suisse) SA,Unknown,CH
AS2529,Vodafone Ltd,Unknown,GB
AS25290,PJSC MegaFon,Unknown,RU
