Quadrant,ASN,CC,Cone,Percentile,Name
Q1: GOLD STANDARD,393444,US,21,67.60952380952382,Accelecom
Q1: GOLD STANDARD,45204,MN,21,100.0,GEMNET LLC
Q1: GOLD STANDARD,42927,PL,21,60.314285714285724,S-NET Sp. z o.o.
Q1: GOLD STANDARD,60446,TR,20,97.22222222222223,Datema Bilisim Ticaret Anonim Sirketi
Q1: GOLD STANDARD,63516,ID,20,87.03888888888889,Transhybrid Internet Xchange
Q1: GOLD STANDARD,2586,EE,20,70.0,Elisa Eesti AS
Q1: GOLD STANDARD,265080,BR,20,81.66499999999999,AD TELECOM
Q1: GOLD STANDARD,2603,DK,20,67.3344827586207,NORDUnet
Q2: THE VICTIMS,33891,DE,34392,62.882559990566584,Core-Backbone GmbH
Q2: THE VICTIMS,20485,RU,32970,62.837206657707014,TransTeleCom JSC
Q2: THE VICTIMS,3303,CH,9224,62.322489138768205,Swisscom (Schweiz) AG
Q2: THE VICTIMS,1103,NL,6177,67.29648405560098,SURF B.V.
Q2: THE VICTIMS,13030,CH,5186,67.55868965517242,Init7 (Switzerland) Ltd.
Q2: THE VICTIMS,5405,DE,2450,71.74550706033376,Inter.link GmbH
Q2: THE VICTIMS,9808,CN,2366,67.26523809523809,China Mobile Backbone
Q2: THE VICTIMS,9304,HK,2213,65.11553211888781,HGC Global Communications Limited
Q2: THE VICTIMS,1764,AT,2117,65.49578005115089,Next Layer Telecommunications
Q2: THE VICTIMS,42708,SE,2069,69.8336693548387,Glesys AB
Q2: THE VICTIMS,21859,US,1256,75.90324324324325,Zenlayer Inc
Q2: THE VICTIMS,14789,US,1252,67.98831041257368,"Cloudflare, Inc."
Q2: THE VICTIMS,50629,DE,1216,63.715985130111534,LWLcom GmbH
Q2: THE VICTIMS,1257,EU,1151,64.30984555984556,Tele2 Sverige AB
Q2: THE VICTIMS,23764,HK,945,65.5632299927902,China Telecom Global
Q2: THE VICTIMS,60068,GB,753,65.07977099236642,Datacamp Limited (CDN77 / DataPacket)
