Quadrant,ASN,CC,Cone,Percentile,Name
Q2: THE VICTIMS,13249,UA,41,61.42926829268293,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP"""
Q2: THE VICTIMS,6661,LU,41,60.03095238095237,POST Luxembourg
Q2: THE VICTIMS,6799,GR,40,70.2775,Ote SA (Hellenic Telecommunications Organisation)
Q2: THE VICTIMS,49981,NL,40,97.16749999999999,WorldStream B.V.
Q2: THE VICTIMS,134823,TW,40,85.36585365853658,"Sky Digital Co., Ltd."
Q2: THE VICTIMS,42831,GB,39,82.30975609756098,UK Dedicated Servers Limited
Q2: THE VICTIMS,61049,GB,39,74.03793103448277,Exascale Ltd
Q2: THE VICTIMS,6667,FI,39,65.95128205128206,Elisa Oyj
Q2: THE VICTIMS,140641,IN,39,83.86153846153847,YOTTA NETWORK SERVICES PRIVATE LIMITED
Q2: THE VICTIMS,151690,IN,39,100.0,FAB FIVE NETWORK PRIVATE LIMITED
Q2: THE VICTIMS,2588,LV,39,76.26666666666667,Bite Latvia
Q2: THE VICTIMS,55330,AF,39,77.10769230769232,Afghan Telecom
Q2: THE VICTIMS,138423,PK,38,94.69736842105263,CMPak Limited
Q2: THE VICTIMS,34250,UZ,38,66.76578947368422,Uzbektelekom (UzPAK)
Q2: THE VICTIMS,38264,PK,38,74.90263157894738,Wateen Telecom
Q2: THE VICTIMS,58945,BD,38,97.36842105263158,Virgo Communication Ltd
Q2: THE VICTIMS,24323,BD,37,99.32432432432432,aamra networks limited
Q2: THE VICTIMS,49100,IR,37,97.00810810810812,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
Q2: THE VICTIMS,9902,KH,37,87.10277777777777,NTC Neocom
Q2: THE VICTIMS,24940,DE,37,77.13947368421051,Hetzner Online GmbH
Q2: THE VICTIMS,6866,CY,37,81.5027027027027,Cyprus Telecommunications Authority
Q2: THE VICTIMS,263238,EC,36,83.72093023255815,Eliana Vanessa Morocho Oña
Q2: THE VICTIMS,132215,IN,36,82.53888888888889,Powergrid Teleservices Limited
Q2: THE VICTIMS,38235,KH,36,89.65294117647058,ANGKOR DATA COMMUNICATION
Q2: THE VICTIMS,49600,ES,36,77.95,"NEAR IP, S.L."
Q2: THE VICTIMS,58299,CH,35,87.87878787878788,Openfactory GmbH in Liquidation
Q2: THE VICTIMS,45629,TH,35,82.42285714285715,JasTel Network International Gateway
Q2: THE VICTIMS,21013,AT,35,65.60285714285715,eww ag
Q2: THE VICTIMS,263774,AR,35,90.3225806451613,MARANDU COMUNICACIONES SOCIEDAD DEL ESTADO
Q2: THE VICTIMS,27947,EC,35,81.94444444444444,Telconet S.A
Q2: THE VICTIMS,20771,GE,35,66.98571428571428,Caucasus Online Ltd.
Q2: THE VICTIMS,15169,US,35,94.35,Google LLC
Q2: THE VICTIMS,45352,MY,35,66.23714285714286,IP ServerOne Solutions Sdn. Bhd.
Q2: THE VICTIMS,146788,CN,34,88.76470588235294,"China Broadcasting Network Co., Ltd"
Q2: THE VICTIMS,58678,IN,34,97.32058823529411,Intech Online Private Limited
Q2: THE VICTIMS,270158,MX,34,80.93030303030302,Wantelco SAS de CV
Q2: THE VICTIMS,42,US,34,75.38461538461539,"WoodyNet, Inc."
Q2: THE VICTIMS,12849,IL,34,60.12,Hot-Net internet services Ltd.
Q2: THE VICTIMS,63961,BD,34,97.79411764705883,Bangladesh Research and Education Network (BdREN)
Q2: THE VICTIMS,17501,NP,34,97.05882352941177,WorldLink Communications Pvt Ltd
Q2: THE VICTIMS,63199,US,34,97.55,"CDS Global Cloud Co., Ltd"
Q2: THE VICTIMS,15576,CH,34,96.73235294117647,NTS workspace AG
Q2: THE VICTIMS,132116,IN,33,83.84615384615384,Anonet Network Private Limited
Q2: THE VICTIMS,35133,NL,33,93.91153846153846,Eranium B.V.
Q2: THE VICTIMS,17621,CN,33,63.347727272727276,China Unicom Shanghai network
Q2: THE VICTIMS,24400,CN,33,66.60571428571428,"Shanghai Mobile Communications Co.,Ltd."
Q2: THE VICTIMS,48648,UA,33,90.97878787878788,K-Link LLC
Q2: THE VICTIMS,4768,NZ,33,85.32727272727273,One New Zealand Group Limited
Q2: THE VICTIMS,28725,CZ,33,66.66666666666667,CETIN a.s.
Q2: THE VICTIMS,262186,CO,32,74.57941176470588,TV AZTECA SUCURSAL COLOMBIA
Q2: THE VICTIMS,45274,NP,32,96.875,WorldLink International Transit Services
Q2: THE VICTIMS,55666,ID,32,89.65517241379311,PT Media Sarana Data
Q2: THE VICTIMS,138997,HK,32,84.84848484848484,Eons Data Communications Limited
Q2: THE VICTIMS,4007,NP,32,98.4375,"Subisu Cablenet (Pvt) Ltd, Baluwatar, Kathmandu, Nepal"
Q2: THE VICTIMS,141731,BD,32,100.0,Max Hub Limited
Q2: THE VICTIMS,42739,PL,32,71.58387096774193,Hawe Telekom S.A. in Restructuring
Q2: THE VICTIMS,133720,IN,32,100.0,Zess Networks Private Limited
Q2: THE VICTIMS,49127,NL,31,72.72727272727273,Asimo Networks B.V.
Q2: THE VICTIMS,328748,ZA,31,62.042857142857144,Agile Solutions Provider (PTY) LTD
Q2: THE VICTIMS,62000,FR,31,85.85714285714286,SERVERD SAS
Q2: THE VICTIMS,38008,HK,31,72.76220735785954,Aperture Science Limited
Q2: THE VICTIMS,25369,GB,30,81.17407407407407,Hydra Communications Ltd
Q2: THE VICTIMS,136168,MM,30,88.77428571428571,Campana MYTHIC Co. Ltd.
Q2: THE VICTIMS,133524,MM,30,79.19655172413792,"Global Technology Co., Ltd."
Q2: THE VICTIMS,18002,IN,30,86.96774193548387,World Phone Internet Services Pvt. Ltd
Q2: THE VICTIMS,25184,IR,30,83.33333333333333,Afranet
Q2: THE VICTIMS,1136,NL,30,66.49666666666667,KPN B.V.
Q2: THE VICTIMS,212477,NL,30,93.75,RoyaleHosting B.V.
Q2: THE VICTIMS,19114,EC,30,86.7709677419355,Otecel S.A.
Q2: THE VICTIMS,15836,MD,30,65.33333333333333,Arax-Impex s.r.l.
Q2: THE VICTIMS,16010,GE,30,60.553333333333335,Magticom Ltd.
Q2: THE VICTIMS,51765,FI,30,90.0,Oy Crea Nova Hosting Solution Ltd
Q2: THE VICTIMS,20207,AR,30,86.43666666666667,Gigared S.A.
Q2: THE VICTIMS,23470,US,29,84.6875,ReliableSite.Net LLC
Q2: THE VICTIMS,9136,DE,29,88.32333333333332,WOBCOM GmbH
Q2: THE VICTIMS,64302,ID,29,60.31904761904762,IDREN - Indonesia Research and Education Network
Q2: THE VICTIMS,25400,NO,28,74.07407407407408,Telia Norge AS
Q2: THE VICTIMS,21826,VE,28,78.45185185185184,Corporación Telemic C.A. (Inter)
Q2: THE VICTIMS,61512,PY,28,77.8892857142857,GIG@NET SOCIEDAD ANONIMA
Q2: THE VICTIMS,45474,SG,28,69.49677419354839,Nexusguard Pte. Ltd.
Q2: THE VICTIMS,19318,US,27,92.5925925925926,"Interserver, Inc"
Q2: THE VICTIMS,398465,US,27,81.84444444444445,Rackdog LLC
Q2: THE VICTIMS,61231,GB,27,65.92592592592592,Neos Networks (SSE PLC)
Q2: THE VICTIMS,29467,LU,27,89.62962962962963,LUXNETWORK S.A.
Q2: THE VICTIMS,25454,MD,27,69.64285714285714,Orange Moldova S.A.
Q2: THE VICTIMS,11556,PA,27,75.44642857142857,Cable & Wireless Panama
Q2: THE VICTIMS,53427,US,27,76.34285714285714,TGLOBAL NETWORKS
Q2: THE VICTIMS,133001,IN,27,99.22857142857143,Airnet Cable And Datacom Pvt Ltd
Q2: THE VICTIMS,44735,IS,27,60.492592592592594,Nova hf
Q2: THE VICTIMS,680,DE,27,64.04444444444445,Deutsches Forschungsnetz (DFN)
Q2: THE VICTIMS,63956,AU,27,81.01111111111112,5G NETWORK OPERATIONS PTY LTD
Q2: THE VICTIMS,9125,RS,27,71.42857142857143,Orion telekom d.o.o.
Q2: THE VICTIMS,58470,PK,26,87.98846153846154,Jazz Pakistan
Q2: THE VICTIMS,17806,BD,26,94.83461538461538,Mango Teleservices
Q2: THE VICTIMS,199081,GR,26,92.0,Lancom Ltd.
Q2: THE VICTIMS,55352,IN,26,95.72692307692309,Microscan Internet Limited
Q2: THE VICTIMS,53587,US,26,100.0,"AZURE TECHNOLOGY CO., LIMITED"
Q2: THE VICTIMS,140570,HK,26,70.32692307692308,Hong Kong Beecloud System Technology Services Limited
Q2: THE VICTIMS,396356,US,26,82.77666666666667,Latitude.sh
Q2: THE VICTIMS,9129,ZA,26,74.63000000000001,MTN Business Kenya
Q2: THE VICTIMS,18747,US,26,75.71739130434783,IFX Corporation
Q2: THE VICTIMS,24173,VN,26,63.46153846153846,Netnam Company
Q2: THE VICTIMS,51074,IR,26,98.71923076923076,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)
Q2: THE VICTIMS,9230,BD,26,97.4346153846154,Bangladesh Online Ltd.
Q2: THE VICTIMS,983,US,26,78.57142857142857,Akari Networks LLC
Q2: THE VICTIMS,135636,ID,26,88.8875,PT RackH Lintas Asia
Q2: THE VICTIMS,24631,IR,25,85.384,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
Q2: THE VICTIMS,28910,UZ,25,67.98,"""Uzbektelekom"" Joint Stock Company"
Q2: THE VICTIMS,141642,ID,25,96.15384615384616,PT Ring Media Nusantara
Q2: THE VICTIMS,137367,ID,25,70.13333333333333,PT iForte Solusi Infotek
Q2: THE VICTIMS,55821,PH,25,76.48695652173913,"RADIUS TELECOMS, INC."
Q2: THE VICTIMS,35200,GB,25,91.66666666666667,TransitX Ltd
Q2: THE VICTIMS,38182,MY,25,66.248,Extreme Broadband
Q2: THE VICTIMS,13004,RS,25,83.9608695652174,Serbian Open Exchange DOO
Q2: THE VICTIMS,29518,SE,25,61.972727272727276,Bredband2 AB
Q2: THE VICTIMS,2852,CZ,25,72.688,CESNET z.s.p.o.
Q2: THE VICTIMS,197071,DE,25,92.0,active 1 GmbH
Q2: THE VICTIMS,14080,CO,25,71.22399999999999,Telmex Colombia S.A.
Q2: THE VICTIMS,133385,MM,25,88.26799999999999,Atom Myanmar Limited
Q2: THE VICTIMS,263047,BR,24,67.91363636363636,CORP BR TELECOMUNICACOES LTDA -  LINK FULL
Q2: THE VICTIMS,46475,US,24,80.95185185185184,"Limestone Networks, Inc."
Q2: THE VICTIMS,397423,US,24,78.57083333333334,Tier.Net Technologies LLC
Q2: THE VICTIMS,12615,BG,24,84.4,Global Communication Net Plc
Q2: THE VICTIMS,48678,TR,24,95.45416666666667,Pentech Bilisim Teknolojileri Sanayi Ve Ticaret Limited Sirketi
Q2: THE VICTIMS,8048,VE,24,91.33333333333333,"CANTV Servicios, Venezuela"
Q2: THE VICTIMS,13150,IL,24,63.15466666666666,CATO NETWORKS LTD
Q2: THE VICTIMS,35432,CY,24,60.727999999999994,Cablenet Communication Systems plc
Q2: THE VICTIMS,38203,BD,24,100.0,ADN Telecom Ltd.
Q2: THE VICTIMS,45650,NP,24,100.0,VIA NET COMMUNICATION LTD.
Q2: THE VICTIMS,205132,BG,24,100.0,Vivacom Bulgaria EAD
Q2: THE VICTIMS,59105,JP,24,88.88888888888889,Home NOC Operators Group
Q2: THE VICTIMS,12975,PS,24,62.916000000000004,Palestine Telecommunications Company (PALTEL)
Q2: THE VICTIMS,56911,IT,24,85.63333333333333,Warian S.R.L.
Q2: THE VICTIMS,12189,US,24,87.86666666666667,PhoenixNAP LLC
Q2: THE VICTIMS,61461,VE,24,74.63913043478261,Airtek Solutions C.A.
Q2: THE VICTIMS,24088,VN,23,89.1304347826087,Hanoi Telecom Joint Stock Company - HCMC Branch
Q2: THE VICTIMS,51088,NL,23,95.25652173913043,A2B IP B.V.
Q2: THE VICTIMS,24186,IN,23,90.0391304347826,RailTel Corporation of India Ltd
Q2: THE VICTIMS,6677,IS,23,62.06896551724138,Míla hf
Q2: THE VICTIMS,133676,IN,23,92.75217391304349,Precious netcom pvt ltd
Q2: THE VICTIMS,40581,US,23,69.02173913043478,Arkansas Research and Education Optical Network
Q2: THE VICTIMS,27988,AR,23,81.42272727272729,Servicios y Telecomunicaciones S.A.
Q2: THE VICTIMS,49666,IR,23,83.2,Telecommunication Infrastructure Company
Q2: THE VICTIMS,48422,UA,23,68.68636363636364,IT-STARCOM LLC
Q2: THE VICTIMS,47794,SA,23,78.26086956521739,Etihad GO Company For communications
Q2: THE VICTIMS,3462,TW,23,86.66666666666667,HiNet (Chunghwa Telecom)
Q2: THE VICTIMS,203446,DE,23,88.57142857142857,SMARTNET Germany GmbH
Q2: THE VICTIMS,44592,NL,23,89.1304347826087,SkyLink Data Center BV
Q2: THE VICTIMS,38082,TH,23,91.03333333333335,"True International Gateway Co., Ltd."
Q2: THE VICTIMS,8758,CH,23,100.0,Iway AG
Q2: THE VICTIMS,56595,GB,23,61.77826086956522,Commsworld Ltd
Q2: THE VICTIMS,264996,BR,23,70.45454545454545,SERVLINK TELECOM LTDA - ME
Q2: THE VICTIMS,141898,ID,23,69.56521739130434,PT Milenial Inti Telekomunikasi
Q2: THE VICTIMS,396986,US,23,81.62647058823529,"Bytedance, Inc. (TikTok)"
Q2: THE VICTIMS,38758,ID,23,85.50869565217391,PT Hipernet Indodata
Q2: THE VICTIMS,55808,TH,22,90.47619047619048,Triple T Broadband Public Company Limited
Q2: THE VICTIMS,136255,MM,22,80.74347826086957,Mytel Myanmar
Q2: THE VICTIMS,27717,VE,22,83.94090909090909,Corporacion Digitel C.A.
Q2: THE VICTIMS,8637,ES,22,93.18095238095238,"SpainWISP, S.L."
Q2: THE VICTIMS,39801,FR,22,84.08500000000001,France-IX L3 Services
Q2: THE VICTIMS,9505,TW,22,79.6,Taiwan Internet Gateway
Q2: THE VICTIMS,8517,TR,22,82.32272727272726,National Academic Network and Information Center
Q2: THE VICTIMS,23961,US,22,60.60454545454545,"Misaka Network, Inc."
Q2: THE VICTIMS,24514,MY,22,68.20476190476191,MINISTRY OF HIGHER EDUCATION MALAYSIA
Q2: THE VICTIMS,23956,BD,22,100.0,AmberIT Limited
Q2: THE VICTIMS,6736,IR,22,69.0909090909091,Institute for Research in Fundamental Sciences
Q2: THE VICTIMS,28258,BR,22,90.58,VERO S.A
Q2: THE VICTIMS,9723,AU,22,77.25909090909092,iseek Communications Pty Ltd
Q2: THE VICTIMS,203214,IQ,22,90.53181818181818,Hulum Almustakbal Company
Q2: THE VICTIMS,12387,CH,22,77.91666666666667,TON Total optical Networks AG
Q2: THE VICTIMS,376,CA,22,77.2090909090909,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
Q2: THE VICTIMS,150279,ID,22,89.33200000000001,PT Lintas Network Solusi
Q2: THE VICTIMS,135377,HK,22,92.4047619047619,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
Q2: THE VICTIMS,262342,BR,22,60.31904761904762,WZNET TELECOM LTDA
Q2: THE VICTIMS,32425,US,22,61.11363636363637,Pixel Factory
Q2: THE VICTIMS,39122,IE,21,89.80909090909091,Blacknight Internet Solutions Limited
Q2: THE VICTIMS,39120,IT,21,85.9095238095238,Convergenze S.p.A.
Q2: THE VICTIMS,6846,UA,21,66.51904761904763,"Joint Ukrainan-German Enterprise ""INFOCOM"" LLC"
Q2: THE VICTIMS,51396,DE,21,81.81818181818181,Pfcloud UG (haftungsbeschrankt)
Q2: THE VICTIMS,14754,GT,21,71.04761904761905,Claro Guatemala (Telgua)
Q2: THE VICTIMS,58629,BD,21,100.0,Global Fair Communications Ltd.
Q2: THE VICTIMS,43766,SA,21,66.88181818181819,Zain Saudi Arabia
Q2: THE VICTIMS,9541,PK,21,77.27272727272727,Cyber Internet Services (Pvt) Ltd.
Q2: THE VICTIMS,29752,US,21,70.06190476190477,Zenlayer Inc
Q2: THE VICTIMS,12684,LU,21,68.16818181818182,SES ASTRA S.A.
Q2: THE VICTIMS,4618,TH,21,61.714285714285715,Internet Thailand Company Limited
Q2: THE VICTIMS,57630,SE,21,61.62380952380952,84 Grams AB
Q2: THE VICTIMS,146943,IN,21,88.21428571428571,Tier 4 Cloud Services
Q2: THE VICTIMS,31549,IR,20,90.0,Aria Shatel PJSC
Q2: THE VICTIMS,150593,IN,20,100.0,Dataexpress Pvt Ltd
Q2: THE VICTIMS,8781,QA,20,65.55714285714285,Ooredoo Q.S.C.
Q2: THE VICTIMS,34177,FR,20,66.94500000000001,Celeste SAS
Q2: THE VICTIMS,138089,ID,20,93.94090909090909,PT Global Media Data Prima
Q2: THE VICTIMS,26548,US,20,86.42727272727274,PureVoltage Hosting Inc.
Q2: THE VICTIMS,49304,HK,20,85.0,SAKURA LINK LIMITED
Q2: THE VICTIMS,43139,UA,20,65.64999999999999,Maximum-Net LLC
Q2: THE VICTIMS,33185,CA,20,75.0,Hive Data Center Inc.
Q2: THE VICTIMS,17625,IN,20,76.3157894736842,BlazeNet's Network
Q2: THE VICTIMS,20712,GB,20,62.5,Andrews & Arnold Ltd
Q3: WASTED TECH,6939,US,79854,52.73727730576598,Hurricane Electric LLC
Q3: WASTED TECH,3356,US,74023,54.33631815759872,Lumen (Level 3)
Q3: WASTED TECH,174,US,73342,55.878832236036004,"Cogent Communications, LLC"
Q3: WASTED TECH,6461,US,71737,56.50972394114411,Zayo Bandwidth
Q3: WASTED TECH,1299,SE,70874,56.304386808061395,Arelion (fka. Telia Carrier)
Q3: WASTED TECH,3257,US,69204,57.11084351176326,GTT Communications Inc.
Q3: WASTED TECH,7018,US,69063,44.83667230546158,"AT&T Enterprises, LLC"
Q3: WASTED TECH,701,US,68366,57.67222715698466,Verizon Business
Q3: WASTED TECH,2914,US,68256,57.843309279433925,"NTT America, Inc."
Q3: WASTED TECH,6453,US,67132,57.999925216338454,TATA Communications (America) Inc
Q3: WASTED TECH,3491,HK,66592,58.3753511145471,PCCW Global (HK) Ltd.
Q3: WASTED TECH,3320,DE,66584,58.530629554655874,Deutsche Telekom AG
Q3: WASTED TECH,4637,HK,66534,57.79883561643835,Telstra International Limited
Q3: WASTED TECH,6762,IT,65544,57.95559325554825,Telecom Italia Sparkle (Seabone)
Q3: WASTED TECH,1273,EU,62062,58.141935044464766,Vodafone Group PLC
Q3: WASTED TECH,6830,NL,61620,58.21396512179691,Liberty Global Europe Holding B.V.
Q3: WASTED TECH,12956,ES,61269,58.17976610682285,Telxius (Telefonica Global)
Q3: WASTED TECH,5511,FR,61062,57.94825430199745,Orange S.A.
Q3: WASTED TECH,7922,US,21236,56.13325964486915,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,20473,US,16668,59.50336387059834,"The Constant Company, LLC"
Q3: WASTED TECH,7575,AU,8318,55.76686838124054,Australian Academic and Research Network (AARNet)
Q3: WASTED TECH,8359,RU,4953,51.96204658266514,MTS PJSC
Q3: WASTED TECH,8220,GB,4703,55.40241529688024,COLT
Q3: WASTED TECH,38255,CN,4183,0.02060721969878078,China Education and Research Network (CERNET)
Q3: WASTED TECH,15830,NL,3591,53.510897722197406,"Equinix, Inc."
Q3: WASTED TECH,31133,RU,2773,44.63974527887572,MegaFon PJSC
Q3: WASTED TECH,32787,US,2764,45.18093220338984,Akamai (Prolexic)
Q3: WASTED TECH,852,CA,2095,48.073470623864324,TELUS Communications Inc.
Q3: WASTED TECH,16735,BR,2020,44.58713298791019,Algar Telecom
Q3: WASTED TECH,53062,BR,1552,40.574766355140184,GGNET TELECOMUNICACOES LTDA
Q3: WASTED TECH,46887,US,1379,24.35748218527316,Zayo Bandwidth
Q3: WASTED TECH,1031,US,1286,48.04688279301746,PEER 1031 LLC
Q3: WASTED TECH,4230,BR,1207,46.5351554663992,Claro (Embratel)
Q3: WASTED TECH,8447,AT,1130,45.81609977324263,A1 Telekom Austria AG
Q3: WASTED TECH,9049,RU,925,37.33869346733669,"JSC ""ER-Telecom Holding"""
Q3: WASTED TECH,4826,AU,880,57.25854241338112,Vocus Connect International Backbone
Q3: WASTED TECH,577,CA,719,43.21380597014925,Bell Canada
Q3: WASTED TECH,61832,BR,685,36.88680981595092,Giga+ Empresas
Q3: WASTED TECH,20804,PL,607,59.31051401869159,Exatel S.A.
Q3: WASTED TECH,22773,US,562,37.82112676056338,Cox Communications Inc.
Q3: WASTED TECH,61568,BR,530,42.50558659217877,ALOO TELECOM - FSF TECNOLOGIA SA
Q3: WASTED TECH,209,US,523,26.389612676056338,Lumen (ex. Qwest)
Q3: WASTED TECH,10429,BR,518,36.770328102710415,Vivo (Telefônica Brasil)
Q3: WASTED TECH,267613,BR,496,44.853725490196084,ELETRONET S.A.
Q3: WASTED TECH,3786,KR,468,4.6884026258205695,LG DACOM Corporation
Q3: WASTED TECH,3549,US,432,48.178494623655915,Lumen (fka. Global Crossing)
Q3: WASTED TECH,29535,PL,431,56.29348370927319,Orange Polska Spolka Akcyjna
Q3: WASTED TECH,2764,AU,415,50.0543661971831,AAPT Limited
Q3: WASTED TECH,50607,PL,411,51.08776119402985,Stowarzyszenie e-Poludnie
Q3: WASTED TECH,54004,US,399,51.637600000000006,Cablevision Lightpath LLC
Q3: WASTED TECH,28283,BR,398,47.60095011876484,Adyl Telecom
Q3: WASTED TECH,5617,PL,382,55.444473007712084,Orange Polska Spolka Akcyjna
Q3: WASTED TECH,7029,US,331,34.89367469879518,Windstream Communications LLC
Q3: WASTED TECH,52965,BR,291,45.46474820143885,1Telecom
Q3: WASTED TECH,264409,BR,284,51.71434977578475,Huge Networks
Q3: WASTED TECH,62081,PL,281,51.65567375886525,Stowarzyszenie e-Poludnie
Q3: WASTED TECH,28368,BR,278,34.24212454212455,Wirelink (Sobralnet)
Q3: WASTED TECH,6730,CH,267,54.53681818181818,Sunrise GmbH
Q3: WASTED TECH,33491,US,261,35.3364705882353,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,22381,BR,256,47.36395759717315,SAMM (Megatelecom)
Q3: WASTED TECH,5650,US,248,32.41376518218623,Verizon (fka. Frontier)
Q3: WASTED TECH,10796,US,243,28.60691056910569,Charter Communications Inc
Q3: WASTED TECH,812,CA,229,27.278508771929825,Rogers Communications Canada Inc.
Q3: WASTED TECH,12874,IT,228,51.405172413793096,Fastweb SpA
Q3: WASTED TECH,53087,BR,216,42.72320675105485,TELY Ltda.
Q3: WASTED TECH,23106,BR,209,43.539069767441866,American Tower Brasil
Q3: WASTED TECH,53667,US,187,44.27624309392265,FranTech Solutions
Q3: WASTED TECH,20205,US,186,47.70727272727272,"Amplex Electric, Inc."
Q3: WASTED TECH,11164,US,186,43.327551020408166,Internet2 I2PX
Q3: WASTED TECH,28598,BR,181,36.523566878980894,MOB
Q3: WASTED TECH,3269,IT,176,39.55754189944134,TIM S.p.A. (fka. Telecom Italia S.p.A.)
Q3: WASTED TECH,269194,BR,166,38.1578947368421,ST1 INTERNET
Q3: WASTED TECH,13649,US,164,15.648780487804878,Flexential Colorado Corp.
Q3: WASTED TECH,28146,BR,163,40.731645569620255,MHNET TELECOM
Q3: WASTED TECH,20001,US,162,26.041104294478522,Charter Communications Inc
Q3: WASTED TECH,4657,SG,159,53.653481012658226,StarHub Ltd
Q3: WASTED TECH,13760,US,153,36.85526315789474,Uniti Fiber Holdings Inc.
Q3: WASTED TECH,2856,GB,152,32.75533333333333,British Telecommunications
Q3: WASTED TECH,11427,US,144,24.445833333333336,Charter Communications Inc
Q3: WASTED TECH,7015,US,144,35.56,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,23005,US,141,19.356028368794323,"SWITCH, LTD"
Q3: WASTED TECH,33651,US,139,28.237313432835823,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,7738,BR,133,44.38309859154929,V.tal (fka Telemar)
Q3: WASTED TECH,33667,US,133,21.769767441860466,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,12129,US,132,53.93181818181818,"123.Net, Inc."
Q3: WASTED TECH,33657,US,131,29.094017094017094,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,33287,US,129,28.08372093023256,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,2152,US,124,15.083870967741936,CENIC - CalREN
Q3: WASTED TECH,8167,BR,124,39.34368932038834,V.tal
Q3: WASTED TECH,6079,US,123,32.875454545454545,Astound (fka. RCN)
Q3: WASTED TECH,28343,BR,120,42.4241935483871,Unifique Telecomunicações SA
Q3: WASTED TECH,6855,SK,115,57.43859649122807,"Slovak Telekom, a.s."
Q3: WASTED TECH,2907,JP,114,17.695238095238096,Science Information Network
Q3: WASTED TECH,7016,US,114,22.05438596491228,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,11172,MX,114,38.509090909090915,"Alestra, S. de R.L. de C.V."
Q3: WASTED TECH,3209,DE,111,52.81099999999999,Vodafone GmbH
Q3: WASTED TECH,9790,NZ,110,50.99166666666667,Two Degrees Networks Limited
Q3: WASTED TECH,52554,BR,106,29.929000000000002,Rede MegasNet Telecomunicações
Q3: WASTED TECH,262462,BR,106,39.24953271028037,Aranet Play
Q3: WASTED TECH,3292,DK,106,58.10952380952381,TDC Holding A/S
Q3: WASTED TECH,3301,SE,103,50.55242718446602,Telia Company AB
Q3: WASTED TECH,4713,JP,103,29.18877551020408,NTT Communications Corporation (OCN)
Q3: WASTED TECH,8151,MX,100,19.375,UNINET
Q3: WASTED TECH,12025,US,93,28.30744680851064,Iron Mountain Data Centers
Q3: WASTED TECH,2116,NO,92,57.36521739130435,GLOBALCONNECT AS
Q3: WASTED TECH,28186,BR,91,40.15714285714286,ITS TELECOMUNICACOES LTDA
Q3: WASTED TECH,13767,US,91,14.221978021978023,"DataBank Holdings, Ltd."
Q3: WASTED TECH,18734,MX,90,28.24065934065934,"Operbes, S.A. de C.V."
Q3: WASTED TECH,56534,RU,87,53.77272727272727,Comfortel Ltd.
Q3: WASTED TECH,3758,SG,87,37.8,SingNet
Q3: WASTED TECH,202,US,86,27.494999999999997,"Level 3 Parent, LLC"
Q3: WASTED TECH,2519,JP,86,47.35340909090908,ARTERIA Networks Corporation
Q3: WASTED TECH,209735,GB,85,24.096385542168676,Lagrange Cloud Technologies Limited
Q3: WASTED TECH,7795,US,85,20.652564102564103,"LUMOS Networks, Inc."
Q3: WASTED TECH,28329,BR,84,35.40487804878049,SAMM  (G8/Megatelecom)
Q3: WASTED TECH,31242,PL,84,25.396428571428572,P4 Sp. z o.o.
Q3: WASTED TECH,26554,US,83,20.036585365853657,"US Signal Company, L.L.C."
Q3: WASTED TECH,52863,BR,80,45.090625,UPX TECNOLOGIA LTDA
Q3: WASTED TECH,9141,PL,79,49.422784810126586,P4 Sp. z o.o.
Q3: WASTED TECH,62,US,78,8.673076923076923,CyrusOne LLC
Q3: WASTED TECH,262476,BR,78,31.70875,BRCENTRAL TELECOM
Q3: WASTED TECH,19108,US,76,44.77567567567568,Optimum
Q3: WASTED TECH,12479,ES,76,41.44,Orange Espagne SA
Q3: WASTED TECH,263432,BR,75,33.128571428571426,CORPORATIVA TELECOMUNICACOES EIRELI ME
Q3: WASTED TECH,11796,US,74,23.942857142857143,"Airstream Communications, LLC"
Q3: WASTED TECH,3352,ES,74,49.85876288659794,TELEFONICA DE ESPANA S.A.U.
Q3: WASTED TECH,33659,US,72,21.988888888888887,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,139317,CN,72,33.333333333333336,Ningbo Dahuamao Information Technology Co Ltd
Q3: WASTED TECH,32505,US,71,32.488732394366195,Conterra
Q3: WASTED TECH,13367,US,71,18.217142857142857,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,17222,BR,68,12.348529411764707,MUNDIVOX DO BRASIL LTDA
Q3: WASTED TECH,15305,US,67,38.634328358208954,"Syringa Networks, LLC"
Q3: WASTED TECH,33652,US,67,26.887142857142855,"Comcast Cable Communications, LLC"
Q3: WASTED TECH,201776,RU,66,58.59701492537314,Miranda-Media Ltd
