asn,cone,verdict,secure_parents,parent_count
56286,2,PARTIAL: VULNERABLE (Mixed),"[2914, 5511, 174, 4788, 3257, 6939]",7
6507,2,PARTIAL: VULNERABLE (Mixed),"[8452, 5511, 1299, 3356, 4637, 12956, 174, 7474, 52320, 2914, 7018, 6762, 5617, 7922, 3320]",25
209155,2,PARTIAL: VULNERABLE (Mixed),[41033],7
152194,2,PARTIAL: VULNERABLE (Mixed),"[2914, 3491]",6
58430,2,PARTIAL: VULNERABLE (Mixed),[6939],2
16024,2,VULNERABLE STABLE,[34309],5
9678,2,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 58453]",4
400810,2,PARTIAL: VULNERABLE (Mixed),"[2914, 62917, 174, 13335, 30456]",6
15894,2,PARTIAL: VULNERABLE (Mixed),[3320],3
395555,2,PARTIAL: VULNERABLE (Mixed),"[30688, 6939]",3
9584,2,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 6762, 1299, 6453, 6939, 4637]",11
152372,2,VULNERABLE STABLE,[136106],2
59832,2,PARTIAL: VULNERABLE (Mixed),"[1299, 9141]",4
209114,2,PARTIAL: VULNERABLE (Mixed),[6939],3
2682,2,VULNERABLE STABLE,[2675],1
215955,2,PARTIAL: VULNERABLE (Mixed),"[174, 39801, 6939, 5405]",5
205460,2,PARTIAL: VULNERABLE (Mixed),"[50384, 1299]",9
10269,2,PARTIAL: VULNERABLE (Mixed),[23520],2
201178,2,PARTIAL: VULNERABLE (Mixed),[6939],5
19255,2,PARTIAL: VULNERABLE (Mixed),"[3257, 7922, 174]",4
20598,2,PARTIAL: VULNERABLE (Mixed),[37613],7
11139,2,PARTIAL: VULNERABLE (Mixed),"[23520, 14813]",2
329276,2,VULNERABLE (Atlas Verified),"[327849, 60171]",4
58396,2,VULNERABLE STABLE,[136106],6
41913,2,PARTIAL: VULNERABLE (Mixed),"[202, 6830, 6939, 3356]",6
273517,2,PARTIAL: VULNERABLE (Mixed),"[52320, 7738]",3
53173,2,PARTIAL: VULNERABLE (Mixed),"[52320, 1031]",4
271303,2,PARTIAL: VULNERABLE (Mixed),"[10429, 272253]",5
54519,2,PARTIAL: VULNERABLE (Mixed),"[209, 4181]",3
30880,2,PARTIAL: VULNERABLE (Mixed),"[6939, 42708, 50989]",3
49902,2,PARTIAL: VULNERABLE (Mixed),"[37613, 6939, 15557]",4
136841,2,PARTIAL: VULNERABLE (Mixed),[137366],9
52571,2,PARTIAL: VULNERABLE (Mixed),"[3356, 53013]",3
271587,2,VULNERABLE STABLE,[17222],4
50763,2,PARTIAL: VULNERABLE (Mixed),"[8943, 20473, 6939, 6204]",7
131659,2,PARTIAL: VULNERABLE (Mixed),"[13335, 20473, 6939]",9
39647,2,PARTIAL: VULNERABLE (Mixed),"[8455, 174, 44530, 20562]",6
52507,2,VULNERABLE STABLE,[52444],1
13845,2,PARTIAL: VULNERABLE (Mixed),[577],2
29091,2,PARTIAL: VULNERABLE (Mixed),"[37282, 37613, 6939]",5
13837,2,PARTIAL: VULNERABLE (Mixed),[1299],2
49791,2,PARTIAL: VULNERABLE (Mixed),"[6939, 174]",3
135158,2,PARTIAL: VULNERABLE (Mixed),"[1299, 63927, 4637]",5
266470,2,PARTIAL: VULNERABLE (Mixed),[52873],2
262668,2,PARTIAL: VULNERABLE (Mixed),"[52873, 52871]",3
52995,2,PARTIAL: VULNERABLE (Mixed),"[1031, 3356]",5
13351,2,PARTIAL: VULNERABLE (Mixed),"[10796, 7029]",3
270943,2,PARTIAL: VULNERABLE (Mixed),"[7195, 3356]",6
269070,2,PARTIAL: VULNERABLE (Mixed),"[174, 6939]",6
53152,2,PARTIAL: VULNERABLE (Mixed),"[3356, 53013, 10429]",4
208453,2,PARTIAL: VULNERABLE (Mixed),"[35133, 3399]",3
62313,2,PARTIAL: VULNERABLE (Mixed),"[1828, 174, 1299]",5
149359,2,VULNERABLE STABLE,[136106],3
268355,2,PARTIAL: VULNERABLE (Mixed),[3356],3
8664,2,PARTIAL: VULNERABLE (Mixed),"[5617, 6939]",3
142393,2,VULNERABLE STABLE,[136106],4
20677,2,PARTIAL: VULNERABLE (Mixed),"[1299, 3356]",3
51375,2,PARTIAL: VULNERABLE (Mixed),"[6453, 1273]",7
55943,2,PARTIAL: VULNERABLE (Mixed),"[3257, 6939, 36149, 174]",4
149662,2,VULNERABLE STABLE,[136106],2
32002,2,PARTIAL: VULNERABLE (Mixed),[6939],2
140469,2,VULNERABLE STABLE,"[45735, 136106]",6
266493,2,VULNERABLE STABLE,"[52654, 1031]",3
19684,2,PARTIAL: VULNERABLE (Mixed),"[11272, 174, 1299, 6939]",5
31229,2,PARTIAL: VULNERABLE (Mixed),"[174, 12912, 5617, 1299, 6939, 3356]",7
262404,2,PARTIAL: VULNERABLE (Mixed),"[53013, 262462]",3
266475,2,PARTIAL: VULNERABLE (Mixed),"[262253, 271253]",5
197882,2,VULNERABLE STABLE,[21277],1
206014,2,PARTIAL: VULNERABLE (Mixed),"[1299, 174]",4
33480,2,PARTIAL: VULNERABLE (Mixed),"[17185, 42473, 174]",7
262972,2,PARTIAL: VULNERABLE (Mixed),"[271253, 10429]",3
53217,2,PARTIAL: VULNERABLE (Mixed),[271253],3
268764,2,PARTIAL: VULNERABLE (Mixed),[271253],2
51648,2,PARTIAL: VULNERABLE (Mixed),"[24724, 49102]",4
58580,2,PARTIAL: VULNERABLE (Mixed),"[3491, 174, 4826, 6939]",7
264872,2,PARTIAL: VULNERABLE (Mixed),[53013],4
55707,2,PARTIAL: VULNERABLE (Mixed),"[137409, 174]",4
21804,2,PARTIAL: VULNERABLE (Mixed),"[3257, 174]",3
12847,2,PARTIAL: VULNERABLE (Mixed),"[13194, 174, 1299, 6939]",6
271042,2,PARTIAL: VULNERABLE (Mixed),[53013],6
395148,2,PARTIAL: VULNERABLE (Mixed),"[395563, 174]",2
262463,2,PARTIAL: VULNERABLE (Mixed),[53013],3
269558,2,PARTIAL: VULNERABLE (Mixed),[53013],5
52866,2,VULNERABLE STABLE,[264409],2
26141,2,PARTIAL: VULNERABLE (Mixed),"[49600, 3257, 3356, 174]",4
35258,2,PARTIAL: VULNERABLE (Mixed),"[1299, 6939, 8220, 9211]",4
200020,2,PARTIAL: VULNERABLE (Mixed),"[2914, 3356, 174]",4
23138,2,PARTIAL: VULNERABLE (Mixed),"[16713, 6939, 46844]",4
271794,2,VULNERABLE STABLE,[7049],1
267458,2,PARTIAL: VULNERABLE (Mixed),"[10733, 53013]",6
263656,2,PARTIAL: VULNERABLE (Mixed),"[6939, 10429, 174]",4
52795,2,PARTIAL: VULNERABLE (Mixed),"[1031, 264409]",5
15129,2,PARTIAL: VULNERABLE (Mixed),[6939],2
45355,2,PARTIAL: VULNERABLE (Mixed),[4637],2
262591,2,PARTIAL: VULNERABLE (Mixed),[262903],2
262374,2,PARTIAL: VULNERABLE (Mixed),[264409],2
61704,2,PARTIAL: VULNERABLE (Mixed),[53013],3
263347,2,PARTIAL: VULNERABLE (Mixed),"[53013, 10429]",4
28006,2,VULNERABLE STABLE,[26613],1
268323,2,PARTIAL: VULNERABLE (Mixed),[3356],2
264010,2,PARTIAL: VULNERABLE (Mixed),[10429],7
52870,2,PARTIAL: VULNERABLE (Mixed),"[52688, 271253]",2
39133,2,PARTIAL: VULNERABLE (Mixed),"[12912, 5617]",4
59318,2,PARTIAL: VULNERABLE (Mixed),"[3491, 174, 58453, 6939]",6
57381,2,PARTIAL: VULNERABLE (Mixed),"[50304, 6939, 42708]",3
52695,2,PARTIAL: VULNERABLE (Mixed),[7738],3
269337,2,PARTIAL: VULNERABLE (Mixed),[53013],5
16557,2,PARTIAL: VULNERABLE (Mixed),"[40217, 7018, 3356, 174]",4
264014,2,PARTIAL: VULNERABLE (Mixed),[53013],4
1341,2,PARTIAL: VULNERABLE (Mixed),[7018],4
268829,2,PARTIAL: VULNERABLE (Mixed),[53013],3
265780,2,PARTIAL: VULNERABLE (Mixed),[1299],2
264635,2,PARTIAL: VULNERABLE (Mixed),"[273189, 12956]",5
263137,2,PARTIAL: VULNERABLE (Mixed),[271253],3
262755,2,PARTIAL: VULNERABLE (Mixed),"[53013, 271253, 7195]",5
31732,2,PARTIAL: VULNERABLE (Mixed),"[6939, 136557]",2
59659,2,PARTIAL: VULNERABLE (Mixed),"[1299, 6939, 51048]",3
401538,2,PARTIAL: VULNERABLE (Mixed),"[174, 6939]",5
59678,2,PARTIAL: VULNERABLE (Mixed),"[55081, 6939]",3
13765,2,PARTIAL: VULNERABLE (Mixed),"[16851, 3356, 174]",3
51956,2,PARTIAL: VULNERABLE (Mixed),"[1299, 42708]",2
37172,2,VULNERABLE (Atlas Verified),"[37100, 6939]",4
12754,2,PARTIAL: VULNERABLE (Mixed),"[3491, 1680, 3257, 6939]",5
213683,2,PARTIAL: VULNERABLE (Mixed),[174],4
8315,2,PARTIAL: VULNERABLE (Mixed),"[1299, 6830]",3
8879,2,PARTIAL: VULNERABLE (Mixed),"[3320, 6939]",3
25273,2,PARTIAL: VULNERABLE (Mixed),"[1299, 3356, 174]",4
41872,2,PARTIAL: VULNERABLE (Mixed),[6939],4
16491,2,PARTIAL: VULNERABLE (Mixed),"[46887, 8220, 209, 38195, 22773, 6939, 3356, 6461]",8
47379,2,PARTIAL: VULNERABLE (Mixed),[1299],3
139648,2,PARTIAL: VULNERABLE (Mixed),"[137409, 9318, 4637]",7
10036,2,VULNERABLE STABLE,[3786],4
24663,2,PARTIAL: VULNERABLE (Mixed),[1299],5
47914,2,VULNERABLE STABLE,[31500],2
59238,2,PARTIAL: VULNERABLE (Mixed),"[20473, 6939]",9
41454,2,PARTIAL: VULNERABLE (Mixed),[174],2
14380,2,PARTIAL: VULNERABLE (Mixed),"[1299, 6939, 3356, 6461]",5
14333,2,PARTIAL: VULNERABLE (Mixed),"[400701, 174]",2
27978,2,PARTIAL: VULNERABLE (Mixed),"[6453, 174]",3
16391,2,PARTIAL: VULNERABLE (Mixed),"[3356, 2711]",3
1970,2,VULNERABLE STABLE,[6922],1
15614,2,PARTIAL: VULNERABLE (Mixed),"[39392, 6939]",3
55355,2,PARTIAL: VULNERABLE (Mixed),"[15412, 6453]",3
269002,2,VULNERABLE STABLE,[264112],3
43545,2,PARTIAL: VULNERABLE (Mixed),"[51048, 174, 20860, 3257, 3356]",5
208753,2,PARTIAL: VULNERABLE (Mixed),"[47152, 6939]",12
210937,2,PARTIAL: VULNERABLE (Mixed),"[6830, 1299, 6233]",5
39605,2,PARTIAL: VULNERABLE (Mixed),"[6762, 1299]",3
7522,2,PARTIAL: VULNERABLE (Mixed),"[2497, 4713, 17676, 1299, 2516, 2519, 4637]",7
202799,2,VULNERABLE STABLE,"[20632, 31500]",4
45630,2,PARTIAL: VULNERABLE (Mixed),"[1299, 4788]",3
9526,2,PARTIAL: VULNERABLE (Mixed),"[3786, 4766, 9318]",3
135273,2,PARTIAL: VULNERABLE (Mixed),[1299],2
57619,1,PARTIAL: VULNERABLE (Mixed),[174],3
63150,1,PARTIAL: VULNERABLE (Mixed),"[137409, 58212, 18450, 20473, 150684]",13
48732,1,VULNERABLE STABLE,[206120],2
135193,1,VULNERABLE STABLE,[9498],4
262498,1,PARTIAL: VULNERABLE (Mixed),[7738],2
30866,1,PARTIAL: VULNERABLE (Mixed),"[12849, 18101]",4
45187,1,PARTIAL: VULNERABLE (Mixed),"[3491, 174, 6453, 3257, 4637]",7
64096,1,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 7195, 174, 6939]",12
11915,1,PARTIAL: VULNERABLE (Mixed),"[14265, 1299, 3356, 6461]",4
9430,1,PARTIAL: VULNERABLE (Mixed),[9498],5
48972,1,VULNERABLE STABLE,[20562],3
199831,1,VULNERABLE STABLE,[20853],2
7610,1,PARTIAL: VULNERABLE (Mixed),[4637],2
135847,1,VULNERABLE STABLE,[9498],3
134548,1,PARTIAL: VULNERABLE (Mixed),"[2914, 174, 58453]",6
13781,1,PARTIAL: VULNERABLE (Mixed),"[1299, 3356, 6461]",5
53205,1,PARTIAL: VULNERABLE (Mixed),[264997],9
8038,1,PARTIAL: VULNERABLE (Mixed),"[5603, 20473]",5
139750,1,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 1299, 6453, 4637]",6
64139,1,PARTIAL: VULNERABLE (Mixed),[174],2
13041,1,PARTIAL: VULNERABLE (Mixed),"[766, 12479]",3
4693,1,PARTIAL: VULNERABLE (Mixed),[17676],2
16344,1,PARTIAL: VULNERABLE (Mixed),[57463],3
34372,1,PARTIAL: VULNERABLE (Mixed),"[3320, 8881]",4
327767,1,PARTIAL: VULNERABLE (Mixed),[60171],3
61828,1,PARTIAL: VULNERABLE (Mixed),[53013],3
208976,1,PARTIAL: VULNERABLE (Mixed),[50629],2
36868,1,PARTIAL: VULNERABLE (Mixed),"[37100, 1299, 6939]",7
16909,1,PARTIAL: VULNERABLE (Mixed),[6939],4
197706,1,PARTIAL: VULNERABLE (Mixed),[6939],3
35052,1,PARTIAL: VULNERABLE (Mixed),"[1120, 6881, 42473, 553, 207021, 22548, 20473]",13
141312,1,VULNERABLE STABLE,[9498],2
34946,1,PARTIAL: VULNERABLE (Mixed),[12552],2
52210,1,PARTIAL: VULNERABLE (Mixed),[6939],2
146950,1,PARTIAL: VULNERABLE (Mixed),"[20473, 6939]",7
54600,1,PARTIAL: VULNERABLE (Mixed),"[3491, 4809, 174, 1299]",6
327885,1,PARTIAL: VULNERABLE (Mixed),[6939],6
13925,1,PARTIAL: VULNERABLE (Mixed),[6939],2
132890,1,PARTIAL: VULNERABLE (Mixed),[4788],2
401233,1,VULNERABLE STABLE,[19151],2
19662,1,PARTIAL: VULNERABLE (Mixed),"[6939, 852, 63213]",4
24757,1,PARTIAL: VULNERABLE (Mixed),[58453],5
132647,1,PARTIAL: VULNERABLE (Mixed),"[20473, 7195]",18
201983,1,PARTIAL: VULNERABLE (Mixed),"[8473, 35706]",3
209097,1,PARTIAL: VULNERABLE (Mixed),"[35625, 2027, 174, 1299, 39801]",6
27185,1,PARTIAL: VULNERABLE (Mixed),"[7015, 12271, 46887]",4
264773,1,PARTIAL: VULNERABLE (Mixed),"[23520, 14754, 6939]",6
57575,1,PARTIAL: VULNERABLE (Mixed),"[50629, 5405]",3
22653,1,PARTIAL: VULNERABLE (Mixed),[2914],2
199284,1,PARTIAL: VULNERABLE (Mixed),"[8220, 5405]",4
328512,1,PARTIAL: VULNERABLE (Mixed),"[60171, 37100, 6939]",5
21030,1,PARTIAL: VULNERABLE (Mixed),"[31500, 39572]",8
35701,1,PARTIAL: VULNERABLE (Mixed),"[6696, 6939, 30781]",3
53274,1,PARTIAL: VULNERABLE (Mixed),[2711],4
34939,1,PARTIAL: VULNERABLE (Mixed),"[137409, 42473, 132335, 56598, 20473]",16
9858,1,PARTIAL: VULNERABLE (Mixed),"[3786, 4766, 45370, 9318]",4
214762,1,PARTIAL: VULNERABLE (Mixed),"[199524, 6939, 6204, 50263]",4
141767,1,VULNERABLE STABLE,[9498],3
203593,1,PARTIAL: VULNERABLE (Mixed),[8881],3
25504,1,PARTIAL: VULNERABLE (Mixed),[215787],4
12902,1,PARTIAL: VULNERABLE (Mixed),"[51088, 20562, 3356]",5
4773,1,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 174, 1299, 6453, 6939]",7
62023,1,PARTIAL: VULNERABLE (Mixed),[34309],2
131310,1,PARTIAL: VULNERABLE (Mixed),[4788],3
63296,1,PARTIAL: VULNERABLE (Mixed),"[19754, 6939, 6461]",3
135300,1,PARTIAL: VULNERABLE (Mixed),[6939],6
43103,1,VULNERABLE STABLE,[35297],2
133661,1,PARTIAL: VULNERABLE (Mixed),[9498],2
43927,1,PARTIAL: VULNERABLE (Mixed),"[9009, 1299, 20473, 31708]",8
27895,1,PARTIAL: VULNERABLE (Mixed),[7303],2
41320,1,VULNERABLE STABLE,"[35297, 50263]",2
17685,1,PARTIAL: VULNERABLE (Mixed),"[2914, 174]",4
59371,1,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 9381, 13335, 3257]",5
132384,1,VULNERABLE STABLE,[9498],5
28682,1,VULNERABLE STABLE,[5603],2
132111,1,PARTIAL: VULNERABLE (Mixed),"[24482, 2914]",4
133800,1,PARTIAL: VULNERABLE (Mixed),"[13335, 20473]",5
24889,1,PARTIAL: VULNERABLE (Mixed),"[6730, 6939, 8220]",5
214073,1,VULNERABLE STABLE,"[31216, 61231]",3
211392,1,VULNERABLE STABLE,[58453],4
10779,1,PARTIAL: VULNERABLE (Mixed),"[21700, 20473]",5
216198,1,PARTIAL: VULNERABLE (Mixed),[20473],3
212372,1,PARTIAL: VULNERABLE (Mixed),"[35297, 50263]",6
50115,1,PARTIAL: VULNERABLE (Mixed),"[35320, 35297, 50263]",3
12041,1,PARTIAL: VULNERABLE (Mixed),"[2914, 1221, 8455, 174, 58511, 1299, 3257, 4637]",13
204619,1,VULNERABLE STABLE,"[35297, 50263]",2
210576,1,PARTIAL: VULNERABLE (Mixed),[20473],3
47638,1,PARTIAL: VULNERABLE (Mixed),"[2914, 200781, 174, 1299]",5
397142,1,PARTIAL: VULNERABLE (Mixed),"[6939, 174]",3
215595,1,PARTIAL: VULNERABLE (Mixed),[202662],8
52375,1,PARTIAL: VULNERABLE (Mixed),"[7049, 11014]",4
40703,1,PARTIAL: VULNERABLE (Mixed),"[11014, 7018, 16814, 8220, 2685]",10
262967,1,PARTIAL: VULNERABLE (Mixed),"[17222, 174]",4
28130,1,PARTIAL: VULNERABLE (Mixed),"[264409, 3356]",3
61430,1,VULNERABLE STABLE,[34154],2
57782,1,PARTIAL: VULNERABLE (Mixed),"[20473, 3170, 6939, 213113]",4
149690,1,PARTIAL: VULNERABLE (Mixed),[6939],2
25151,1,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 3356]",4
134809,1,PARTIAL: VULNERABLE (Mixed),"[2914, 18106, 6939]",5
13830,1,PARTIAL: VULNERABLE (Mixed),"[6939, 3356]",3
398991,1,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 174]",5
4913,1,PARTIAL: VULNERABLE (Mixed),"[2914, 174, 25400, 4826, 25180]",10
152144,1,PARTIAL: VULNERABLE (Mixed),"[2914, 15412, 174]",4
328856,1,PARTIAL: VULNERABLE (Mixed),[58453],3
132405,1,PARTIAL: VULNERABLE (Mixed),"[137409, 9507]",2
10100,1,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 4808, 4812, 2516, 9498, 4637]",14
263879,1,VULNERABLE STABLE,[265130],2
213527,1,PARTIAL: VULNERABLE (Mixed),"[174, 6939, 6204, 35133]",5
40929,1,PARTIAL: VULNERABLE (Mixed),[20473],6
205671,1,PARTIAL: VULNERABLE (Mixed),"[5617, 20853]",3
51276,1,PARTIAL: VULNERABLE (Mixed),"[49600, 38930, 6939]",3
20144,1,PARTIAL: VULNERABLE (Mixed),"[33920, 8452, 1797, 33544, 208398, 1299, 7575, 18200, 8473, 6939, 8220, 3491, 31287, 3257, 12731, 2495, 4826, 13657, 2914, 10084, 2018, 37100]",46
13621,1,PARTIAL: VULNERABLE (Mixed),"[7018, 3356]",4
53225,1,PARTIAL: VULNERABLE (Mixed),"[61923, 53013]",15
39056,1,PARTIAL: VULNERABLE (Mixed),"[35320, 50263]",4
58055,1,PARTIAL: VULNERABLE (Mixed),"[35320, 21310]",3
270776,1,PARTIAL: VULNERABLE (Mixed),[53013],2
49125,1,PARTIAL: VULNERABLE (Mixed),[35297],5
203591,1,PARTIAL: VULNERABLE (Mixed),[174],2
58906,1,VULNERABLE STABLE,[9498],2
271244,1,VULNERABLE STABLE,[264997],1
209710,1,PARTIAL: VULNERABLE (Mixed),"[20473, 16509]",5
57124,1,PARTIAL: VULNERABLE (Mixed),"[20562, 38915]",3
46997,1,PARTIAL: VULNERABLE (Mixed),"[20473, 6939]",6
197522,1,VULNERABLE STABLE,"[6663, 50263]",4
8535,1,PARTIAL: VULNERABLE (Mixed),"[5617, 6939]",3
133398,1,PARTIAL: VULNERABLE (Mixed),"[6939, 4637]",3
23428,1,PARTIAL: VULNERABLE (Mixed),"[54641, 22611, 6939]",5
43376,1,PARTIAL: VULNERABLE (Mixed),"[6939, 174]",3
33362,1,PARTIAL: VULNERABLE (Mixed),"[1299, 10242, 6939, 6461]",4
15738,1,VULNERABLE STABLE,[35297],4
131270,1,PARTIAL: VULNERABLE (Mixed),"[38195, 174]",3
64112,1,PARTIAL: VULNERABLE (Mixed),"[22850, 7303, 174]",5
34373,1,PARTIAL: VULNERABLE (Mixed),"[20562, 8455]",4
141167,1,PARTIAL: VULNERABLE (Mixed),"[3491, 174, 4766]",6
267124,1,PARTIAL: VULNERABLE (Mixed),[53013],5
59891,1,PARTIAL: VULNERABLE (Mixed),[6939],4
139490,1,VULNERABLE STABLE,[9498],4
200062,1,PARTIAL: VULNERABLE (Mixed),"[28876, 174]",3
271458,1,VULNERABLE STABLE,[10733],2
266492,1,PARTIAL: VULNERABLE (Mixed),[53013],2
268746,1,PARTIAL: VULNERABLE (Mixed),"[53013, 61625]",7
51582,1,VULNERABLE STABLE,"[400687, 31287]",3
39083,1,PARTIAL: VULNERABLE (Mixed),[6939],5
210123,1,PARTIAL: VULNERABLE (Mixed),"[49600, 174]",2
207777,1,VULNERABLE STABLE,[8455],2
22690,1,PARTIAL: VULNERABLE (Mixed),"[60171, 6939]",5
208501,1,PARTIAL: VULNERABLE (Mixed),[8455],2
146902,1,VULNERABLE STABLE,[9498],2
201764,1,PARTIAL: VULNERABLE (Mixed),"[3356, 8220]",5
39065,1,VULNERABLE STABLE,"[35297, 50263]",3
38156,1,VULNERABLE STABLE,[136106],2
23074,1,PARTIAL: VULNERABLE (Mixed),[8757],4
30778,1,VULNERABLE STABLE,"[13293, 35628]",3
269180,1,PARTIAL: VULNERABLE (Mixed),[10429],4
30132,1,PARTIAL: VULNERABLE (Mixed),"[6939, 20562, 1299, 6453, 12859]",5
57456,1,VULNERABLE STABLE,[31500],3
152615,1,PARTIAL: VULNERABLE (Mixed),"[20473, 6939]",3
138096,1,PARTIAL: VULNERABLE (Mixed),[136106],7
13378,1,PARTIAL: VULNERABLE (Mixed),"[151640, 137409, 138997]",4
9303,1,PARTIAL: VULNERABLE (Mixed),"[4826, 55850, 135069]",3
62044,1,PARTIAL: VULNERABLE (Mixed),"[4637, 37282, 37100, 1299, 6453, 3320, 3257, 3356, 6461]",18
263098,1,PARTIAL: VULNERABLE (Mixed),[7738],4
30640,1,PARTIAL: VULNERABLE (Mixed),"[2914, 3356, 4213]",3
271564,1,VULNERABLE STABLE,[270706],4
152363,1,VULNERABLE STABLE,[136106],2
60636,1,PARTIAL: VULNERABLE (Mixed),"[3491, 1680, 6453, 3257]",5
44974,1,PARTIAL: VULNERABLE (Mixed),[28876],3
41494,1,VULNERABLE STABLE,[6204],2
9729,1,PARTIAL: VULNERABLE (Mixed),"[3491, 9381, 6453, 6939]",6
214379,1,VULNERABLE STABLE,"[6204, 50263]",4
202945,1,PARTIAL: VULNERABLE (Mixed),"[34019, 204092, 30781, 208627]",4
210732,1,PARTIAL: VULNERABLE (Mixed),[6939],2
210139,1,VULNERABLE STABLE,[39392],2
11520,1,PARTIAL: VULNERABLE (Mixed),"[7018, 2685, 701]",4
133372,1,PARTIAL: VULNERABLE (Mixed),"[58453, 6453]",3
269462,1,PARTIAL: VULNERABLE (Mixed),[3356],2
132933,1,VULNERABLE STABLE,[9498],3
274156,1,PARTIAL: VULNERABLE (Mixed),"[27843, 3356]",3
10049,1,PARTIAL: VULNERABLE (Mixed),[9318],3
12440,1,PARTIAL: VULNERABLE (Mixed),"[3320, 5400, 3356]",4
32030,1,PARTIAL: VULNERABLE (Mixed),[6939],2
25846,1,PARTIAL: VULNERABLE (Mixed),[397423],4
270042,1,PARTIAL: VULNERABLE (Mixed),"[174, 7195, 3356]",5
393713,1,PARTIAL: VULNERABLE (Mixed),[6939],2
45577,1,PARTIAL: VULNERABLE (Mixed),"[133934, 4826]",5
43476,1,PARTIAL: VULNERABLE (Mixed),"[1299, 3356]",3
265535,1,PARTIAL: VULNERABLE (Mixed),"[32098, 3356]",4
13065,1,VULNERABLE STABLE,"[13293, 35628]",3
135253,1,PARTIAL: VULNERABLE (Mixed),[9498],6
270966,1,PARTIAL: VULNERABLE (Mixed),[263934],2
147159,1,VULNERABLE STABLE,[136106],3
203868,1,PARTIAL: VULNERABLE (Mixed),[6939],5
133593,1,VULNERABLE STABLE,[9498],2
268106,1,PARTIAL: VULNERABLE (Mixed),"[53013, 6939]",5
134863,1,PARTIAL: VULNERABLE (Mixed),[9498],2
140121,1,VULNERABLE STABLE,[9498],3
52436,1,PARTIAL: VULNERABLE (Mixed),"[7303, 52361, 7049, 22927]",4
207529,1,PARTIAL: VULNERABLE (Mixed),"[51087, 6939]",15
33680,1,PARTIAL: VULNERABLE (Mixed),"[3356, 174]",4
137677,1,VULNERABLE STABLE,[9498],2
35348,1,VULNERABLE STABLE,[6663],3
53112,1,VULNERABLE STABLE,[8167],4
44112,1,VULNERABLE STABLE,[59692],4
11831,1,PARTIAL: VULNERABLE (Mixed),"[577, 6391]",3
270558,1,PARTIAL: VULNERABLE (Mixed),[6939],3
152547,1,VULNERABLE STABLE,[9498],3
27751,1,PARTIAL: VULNERABLE (Mixed),"[7049, 3549, 22927]",3
149409,1,VULNERABLE STABLE,[136106],3
55653,1,VULNERABLE STABLE,[136106],4
328608,1,PARTIAL: VULNERABLE (Mixed),"[60171, 13335, 6939]",6
150980,1,VULNERABLE STABLE,[136106],4
38565,1,VULNERABLE STABLE,[9498],1
264528,1,PARTIAL: VULNERABLE (Mixed),"[1031, 271253, 6939]",5
48257,1,PARTIAL: VULNERABLE (Mixed),[31500],2
34450,1,VULNERABLE STABLE,"[39737, 6204]",4
24541,1,PARTIAL: VULNERABLE (Mixed),"[4826, 9507]",3
10376,1,PARTIAL: VULNERABLE (Mixed),"[6453, 13335, 9498]",7
48685,1,PARTIAL: VULNERABLE (Mixed),[56704],2
216369,1,PARTIAL: VULNERABLE (Mixed),[6939],3
42947,1,PARTIAL: VULNERABLE (Mixed),"[6939, 3356, 174]",4
267455,1,VULNERABLE STABLE,[264997],4
210728,1,PARTIAL: VULNERABLE (Mixed),[3356],2
154324,1,PARTIAL: VULNERABLE (Mixed),[6453],2
24213,1,PARTIAL: VULNERABLE (Mixed),"[136106, 58820]",2
268546,1,PARTIAL: VULNERABLE (Mixed),[52871],17
61895,1,VULNERABLE STABLE,[53065],2
7660,1,PARTIAL: VULNERABLE (Mixed),"[2907, 2516]",3
262979,1,PARTIAL: VULNERABLE (Mixed),[53065],5
19281,1,PARTIAL: VULNERABLE (Mixed),"[50629, 42541, 58511, 7195, 2495]",14
28135,1,PARTIAL: VULNERABLE (Mixed),[6939],22
269372,1,VULNERABLE STABLE,[274685],4
204818,1,PARTIAL: VULNERABLE (Mixed),"[34177, 8554, 174, 207758, 3356, 6461]",8
38150,1,VULNERABLE STABLE,[136106],2
262687,1,PARTIAL: VULNERABLE (Mixed),[52871],9
328970,1,PARTIAL: VULNERABLE (Mixed),[60171],2
37542,1,PARTIAL: VULNERABLE (Mixed),[60171],2
37677,1,PARTIAL: VULNERABLE (Mixed),[60171],3
36610,1,PARTIAL: VULNERABLE (Mixed),"[7018, 6939, 174]",4
4594,1,PARTIAL: VULNERABLE (Mixed),[6939],2
31017,1,PARTIAL: VULNERABLE (Mixed),"[6939, 8708]",4
136306,1,PARTIAL: VULNERABLE (Mixed),[9498],3
206924,1,PARTIAL: VULNERABLE (Mixed),"[3170, 5511, 44684, 1299, 6939]",6
7633,1,PARTIAL: VULNERABLE (Mixed),[9498],6
53423,1,PARTIAL: VULNERABLE (Mixed),"[30600, 26077]",4
