Rank,ASN,Cone_Size,Node_Degree,Direct_Customers
22223,400446,0,2,0
22224,33208,0,3,0
22225,400232,0,1,0
22226,264064,0,1,0
22227,21495,0,1,0
22228,134137,0,2,0
22229,132468,0,3,0
22230,266667,0,2,0
22231,137925,0,2,0
22232,144247,0,1,0
22233,272500,0,1,0
22234,23630,0,4,0
22235,45324,0,1,0
22236,42375,0,1,0
22237,202362,0,1,0
22238,206082,0,3,0
22239,198324,0,1,0
22240,208956,0,1,0
22241,1109,0,1,0
22242,31362,0,6,0
22243,133663,0,1,0
22244,56336,0,1,0
22245,143591,0,1,0
22246,204090,0,1,0
22247,42911,0,1,0
22248,153984,0,1,0
22249,764,0,1,0
22250,6950,0,1,0
22251,139401,0,1,0
22252,14899,0,4,0
22253,62040,0,5,0
22254,15185,0,1,0
22255,65201,0,1,0
22256,153774,0,2,0
22257,206028,0,2,0
22258,206013,0,2,0
22259,15824,0,1,0
22260,152908,0,2,0
22261,266614,0,3,0
22262,150905,0,2,0
22263,31037,0,2,0
22264,207949,0,1,0
22265,268909,0,1,0
22266,398883,0,1,0
22267,208325,0,1,0
22268,41297,0,2,0
22269,31789,0,3,0
22270,12954,0,3,0
22271,328519,0,2,0
22272,153773,0,3,0
22273,196674,0,6,0
22274,150357,0,2,0
22275,45433,0,1,0
22276,268253,0,6,0
22277,396367,0,3,0
22278,14942,0,1,0
22279,32284,0,2,0
22280,4473,0,2,0
22281,272780,0,1,0
22282,134761,0,2,0
22283,267091,0,1,0
22284,198329,0,1,0
22285,206563,0,2,0
22286,133246,0,2,0
22287,399497,0,1,0
22288,270094,0,1,0
22289,398347,0,3,0
22290,23864,0,1,0
22291,32889,0,4,0
22292,144957,0,1,0
22293,35493,0,2,0
22294,38527,0,3,0
22295,215851,0,1,0
22296,44985,0,3,0
22297,394977,0,19,0
22298,57905,0,2,0
22299,45393,0,2,0
22300,399875,0,2,0
22301,274720,0,2,0
22302,142084,0,1,0
22303,50743,0,2,0
22304,47245,0,1,0
22305,394996,0,3,0
22306,137400,0,1,0
22307,196890,0,3,0
22308,57787,0,1,0
22309,144991,0,1,0
22310,24539,0,2,0
22311,32680,0,1,0
22312,32076,0,1,0
22313,208144,0,1,0
22314,206598,0,1,0
22315,214194,0,2,0
22316,39901,0,2,0
22317,36646,0,1,0
22318,270749,0,2,0
22319,198466,0,1,0
22320,55230,0,2,0
22321,139770,0,1,0
22322,34403,0,2,0
22323,8727,0,1,0
22324,9978,0,3,0
22325,46614,0,1,0
22326,205257,0,2,0
22327,200874,0,1,0
22328,52126,0,2,0
22329,134524,0,1,0
22330,398832,0,1,0
22331,1406,0,2,0
22332,22361,0,3,0
22333,263737,0,1,0
22334,266427,0,2,0
22335,15317,0,2,0
22336,24652,0,3,0
22337,212109,0,4,0
22338,146724,0,1,0
22339,401069,0,1,0
22340,55390,0,1,0
22341,33604,0,4,0
22342,23141,0,2,0
22343,43287,0,4,0
22344,207365,0,1,0
22345,215979,0,2,0
22346,32486,0,2,0
22347,400633,0,3,0
22348,43917,0,1,0
22349,395951,0,1,0
22350,25923,0,2,0
22351,152613,0,1,0
22352,200271,0,2,0
22353,263852,0,1,0
22354,269589,0,8,0
22355,32484,0,2,0
22356,270824,0,6,0
22357,151980,0,2,0
22358,46884,0,2,0
22359,53918,0,2,0
22360,144178,0,1,0
22361,262509,0,6,0
22362,208740,0,2,0
22363,400392,0,2,0
22364,5430,0,9,0
22365,209727,0,1,0
22366,205678,0,3,0
22367,149817,0,1,0
22368,131982,0,5,0
22369,400800,0,2,0
22370,213572,0,3,0
22371,143006,0,1,0
22372,145504,0,1,0
22373,152487,0,3,0
22374,51380,0,3,0
22375,60305,0,2,0
22376,262570,0,4,0
22377,139668,0,2,0
22378,145347,0,1,0
22379,329222,0,1,0
22380,58397,0,1,0
22381,7624,0,1,0
22382,57087,0,3,0
22383,396402,0,2,0
22384,34869,0,1,0
22385,141723,0,2,0
22386,52191,0,4,0
22387,46835,0,1,0
22388,142762,0,1,0
22389,401013,0,1,0
22390,211339,0,1,0
22391,43521,0,3,0
22392,394844,0,1,0
22393,42716,0,1,0
22394,151127,0,2,0
22395,208154,0,2,0
22396,44434,0,2,0
22397,396391,0,1,0
22398,62366,0,3,0
22399,40523,0,3,0
22400,264047,0,1,0
22401,269806,0,2,0
22402,26171,0,1,0
22403,59272,0,3,0
22404,21198,0,1,0
22405,40354,0,1,0
22406,210583,0,1,0
22407,13630,0,1,0
22408,262878,0,2,0
22409,41731,0,2,0
22410,145369,0,1,0
22411,398867,0,1,0
22412,272027,0,3,0
22413,44479,0,1,0
22414,267123,0,4,0
22415,329269,0,1,0
22416,274550,0,3,0
22417,273231,0,1,0
22418,198058,0,1,0
22419,7235,0,2,0
22420,201728,0,1,0
22421,394415,0,1,0
22422,63329,0,1,0
22423,210960,0,3,0
22424,26289,0,2,0
22425,153092,0,2,0
22426,43292,0,2,0
22427,35546,0,2,0
22428,215839,0,1,0
22429,49410,0,3,0
22430,397536,0,1,0
22431,201424,0,1,0
22432,264116,0,4,0
22433,216365,0,2,0
22434,40122,0,2,0
22435,30376,0,1,0
22436,49181,0,2,0
22437,203809,0,2,0
22438,50852,0,2,0
22439,46919,0,1,0
22440,237332,0,1,0
22441,38148,0,3,0
22442,200703,0,2,0
22443,3374,0,1,0
22444,329643,0,3,0
22445,56647,0,1,0
22446,36036,0,1,0
22447,136074,0,1,0
22448,207612,0,1,0
22449,272641,0,1,0
22450,16367,0,1,0
22451,46274,0,1,0
22452,209237,0,2,0
22453,149688,0,1,0
22454,53614,0,1,0
22455,37433,0,2,0
22456,51255,0,3,0
22457,400333,0,1,0
22458,59906,0,1,0
22459,198942,0,1,0
22460,23420,0,2,0
22461,203038,0,3,0
22462,137196,0,1,0
22463,264380,0,1,0
22464,204093,0,1,0
22465,59979,0,1,0
22466,53927,0,3,0
22467,39198,0,3,0
22468,398351,0,2,0
22469,57886,0,1,0
22470,36500,0,1,0
22471,134781,0,2,0
22472,152930,0,2,0
22473,143537,0,1,0
22474,9842,0,6,0
22475,139440,0,1,0
22476,200601,0,1,0
22477,139329,0,1,0
22478,139993,0,4,0
22479,145064,0,1,0
22480,42140,0,1,0
22481,399281,0,1,0
22482,57251,0,1,0
22483,197632,0,2,0
22484,133848,0,1,0
22485,199493,0,1,0
22486,55895,0,1,0
22487,197418,0,1,0
22488,44663,0,1,0
22489,63372,0,1,0
22490,133236,0,1,0
22491,46606,0,4,0
22492,8956,0,3,0
22493,209920,0,2,0
22494,400535,0,1,0
22495,199700,0,1,0
22496,49864,0,2,0
22497,328806,0,1,0
22498,146531,0,1,0
22499,134712,0,3,0
22500,153871,0,2,0
22501,327833,0,1,0
22502,23883,0,1,0
22503,134004,0,1,0
22504,398269,0,2,0
22505,57198,0,1,0
22506,393769,0,2,0
22507,145686,0,1,0
22508,200713,0,1,0
22509,64437,0,2,0
22510,143536,0,1,0
22511,201415,0,2,0
22512,143661,0,1,0
22513,202220,0,1,0
22514,48506,0,2,0
22515,137818,0,2,0
22516,1781,0,3,0
22517,139581,0,1,0
22518,210909,0,1,0
22519,265166,0,4,0
22520,271864,0,1,0
22521,270858,0,1,0
22522,26234,0,1,0
22523,16778,0,1,0
22524,202113,0,3,0
22525,133922,0,1,0
22526,211308,0,2,0
22527,145417,0,1,0
22528,134050,0,1,0
22529,138152,0,3,0
22530,3449,0,2,0
22531,137540,0,1,0
22532,327773,0,2,0
22533,140842,0,2,0
22534,210865,0,1,0
22535,211102,0,2,0
22536,58885,0,1,0
22537,56461,0,1,0
22538,139739,0,1,0
22539,25592,0,4,0
22540,398255,0,2,0
22541,399408,0,1,0
22542,272026,0,1,0
22543,209343,0,1,0
22544,63240,0,1,0
22545,54796,0,1,0
22546,136941,0,3,0
22547,154197,0,2,0
22548,136866,0,1,0
22549,59616,0,2,0
22550,47721,0,2,0
22551,15071,0,1,0
22552,35774,0,1,0
22553,36116,0,2,0
22554,143419,0,1,0
22555,144585,0,1,0
22556,270050,0,1,0
22557,393781,0,2,0
22558,34842,0,2,0
22559,63863,0,1,0
22560,19430,0,1,0
22561,144828,0,1,0
22562,42663,0,2,0
22563,396968,0,2,0
22564,270306,0,1,0
22565,272629,0,1,0
22566,33630,0,2,0
22567,207609,0,1,0
22568,144844,0,1,0
22569,2002,0,2,0
22570,272368,0,1,0
22571,35239,0,2,0
22572,271215,0,5,0
22573,400379,0,1,0
22574,265091,0,2,0
22575,393486,0,1,0
22576,142842,0,1,0
22577,23776,0,2,0
22578,399307,0,2,0
22579,201315,0,1,0
22580,141566,0,2,0
22581,61215,0,4,0
22582,198635,0,1,0
22583,63486,0,1,0
22584,152204,0,1,0
22585,267187,0,1,0
22586,215416,0,2,0
22587,136088,0,4,0
22588,269184,0,1,0
22589,140206,0,1,0
22590,139494,0,2,0
22591,205001,0,3,0
22592,24809,0,2,0
22593,150494,0,1,0
22594,36279,0,2,0
22595,144515,0,1,0
22596,144256,0,1,0
22597,1650,0,1,0
22598,143778,0,1,0
22599,265058,0,3,0
22600,398946,0,2,0
22601,28951,0,2,0
22602,394366,0,2,0
22603,394034,0,2,0
22604,264874,0,2,0
22605,214358,0,1,0
22606,20236,0,2,0
22607,212538,0,2,0
22608,204539,0,2,0
22609,203036,0,2,0
22610,10045,0,2,0
22611,398078,0,1,0
22612,270991,0,1,0
22613,201692,0,2,0
22614,152748,0,1,0
22615,35996,0,1,0
22616,18326,0,3,0
22617,136699,0,2,0
22618,209124,0,1,0
22619,266842,0,1,0
22620,50488,0,2,0
22621,150069,0,1,0
22622,211458,0,1,0
22623,154347,0,1,0
22624,399435,0,1,0
22625,271993,0,1,0
22626,15720,0,2,0
22627,133108,0,1,0
22628,211609,0,11,0
22629,210677,0,1,0
22630,267523,0,1,0
22631,16896,0,1,0
22632,44875,0,1,0
22633,48253,0,1,0
22634,274695,0,1,0
22635,133230,0,2,0
22636,55601,0,1,0
22637,8193,0,2,0
22638,395166,0,3,0
22639,32280,0,2,0
22640,264507,0,1,0
22641,264599,0,2,0
22642,48345,0,5,0
22643,141638,0,2,0
22644,145298,0,1,0
22645,34747,0,1,0
22646,35283,0,3,0
22647,400152,0,1,0
22648,39547,0,1,0
22649,44128,0,4,0
22650,142447,0,1,0
22651,137173,0,1,0
22652,12105,0,3,0
22653,32454,0,2,0
22654,201447,0,1,0
22655,4565,0,1,0
22656,263866,0,1,0
22657,206584,0,1,0
22658,61653,0,2,0
22659,263483,0,4,0
22660,215424,0,4,0
22661,153040,0,1,0
22662,63108,0,1,0
22663,136377,0,1,0
22664,48113,0,1,0
22665,60676,0,1,0
22666,266312,0,3,0
22667,11745,0,4,0
22668,264976,0,2,0
22669,39077,0,2,0
22670,151499,0,1,0
22671,211560,0,1,0
22672,145196,0,1,0
22673,44074,0,1,0
22674,62948,0,2,0
22675,207629,0,1,0
22676,10161,0,2,0
22677,200600,0,1,0
22678,134903,0,3,0
22679,61044,0,3,0
22680,145018,0,1,0
22681,43386,0,2,0
22682,38696,0,2,0
22683,20173,0,1,0
22684,203529,0,1,0
22685,22344,0,2,0
22686,62516,0,2,0
22687,397292,0,1,0
22688,209029,0,2,0
22689,402075,0,1,0
22690,11826,0,1,0
22691,142510,0,2,0
22692,55760,0,2,0
22693,60164,0,1,0
22694,43241,0,1,0
22695,265722,0,1,0
22696,17876,0,2,0
22697,28246,0,5,0
22698,204603,0,1,0
22699,43444,0,2,0
22700,44044,0,1,0
22701,134556,0,1,0
22702,134026,0,3,0
22703,327900,0,2,0
22704,23600,0,6,0
22705,152232,0,2,0
22706,28183,0,1,0
22707,140863,0,1,0
22708,213909,0,2,0
22709,32686,0,1,0
22710,206026,0,2,0
22711,270535,0,1,0
22712,199800,0,3,0
22713,266032,0,2,0
22714,205044,0,1,0
22715,208816,0,1,0
22716,272533,0,2,0
22717,54037,0,3,0
22718,43749,0,1,0
22719,268990,0,1,0
22720,135363,0,2,0
22721,48363,0,1,0
22722,267534,0,1,0
22723,203051,0,1,0
22724,147254,0,2,0
22725,46436,0,4,0
22726,203408,0,2,0
22727,14505,0,2,0
22728,269415,0,2,0
22729,272080,0,1,0
22730,59463,0,2,0
22731,214344,0,8,0
22732,212126,0,2,0
22733,153936,0,1,0
22734,213788,0,1,0
22735,21023,0,3,0
22736,18708,0,2,0
22737,38875,0,1,0
22738,36157,0,1,0
22739,141077,0,5,0
22740,144169,0,1,0
22741,54245,0,1,0
22742,143557,0,1,0
22743,150262,0,3,0
22744,264159,0,7,0
22745,35373,0,1,0
22746,27738,0,1,0
22747,138653,0,1,0
22748,10819,0,2,0
22749,268845,0,4,0
22750,18032,0,2,0
22751,273586,0,2,0
22752,266668,0,5,0
22753,40280,0,2,0
22754,44077,0,1,0
22755,29512,0,2,0
22756,132388,0,4,0
22757,202626,0,2,0
22758,42523,0,1,0
22759,137259,0,3,0
22760,203861,0,1,0
22761,329422,0,1,0
22762,399851,0,3,0
22763,269202,0,1,0
22764,270127,0,1,0
22765,197124,0,1,0
22766,55525,0,1,0
22767,49679,0,1,0
22768,153914,0,1,0
22769,34785,0,2,0
22770,146728,0,1,0
22771,266586,0,2,0
22772,139554,0,1,0
22773,146388,0,1,0
22774,34476,0,2,0
22775,48726,0,1,0
22776,203185,0,3,0
22777,49206,0,4,0
22778,59652,0,2,0
22779,136166,0,4,0
22780,397064,0,3,0
22781,201078,0,2,0
22782,393862,0,2,0
22783,213158,0,2,0
22784,397315,0,1,0
22785,264989,0,4,0
22786,33611,0,2,0
22787,265090,0,1,0
22788,196847,0,2,0
22789,394098,0,1,0
22790,268884,0,3,0
22791,34883,0,1,0
22792,400536,0,3,0
22793,201841,0,1,0
22794,206841,0,4,0
22795,203165,0,3,0
22796,39851,0,1,0
22797,60150,0,7,0
22798,11936,0,1,0
22799,141664,0,6,0
22800,12007,0,4,0
22801,49516,0,1,0
22802,14524,0,1,0
22803,269782,0,1,0
22804,29407,0,1,0
22805,144575,0,1,0
22806,36489,0,2,0
22807,30251,0,1,0
22808,212062,0,2,0
22809,266332,0,1,0
22810,216188,0,1,0
22811,212313,0,1,0
22812,53406,0,1,0
22813,137987,0,1,0
22814,198928,0,2,0
22815,137248,0,3,0
22816,394024,0,1,0
22817,60806,0,4,0
22818,16013,0,2,0
22819,399754,0,2,0
22820,59876,0,1,0
22821,17739,0,2,0
22822,39173,0,1,0
22823,143588,0,1,0
22824,216025,0,1,0
22825,36385,0,6,0
22826,24480,0,1,0
22827,133841,0,1,0
22828,62294,0,2,0
22829,31095,0,2,0
22830,135433,0,3,0
22831,23166,0,1,0
22832,9913,0,1,0
22833,329262,0,1,0
22834,141011,0,2,0
22835,30542,0,1,0
22836,329191,0,1,0
22837,395344,0,2,0
22838,19747,0,2,0
22839,207562,0,2,0
22840,57434,0,2,0
22841,149771,0,1,0
22842,31371,0,3,0
22843,16327,0,3,0
22844,264688,0,2,0
22845,10278,0,6,0
22846,144467,0,1,0
22847,51582,0,4,0
22848,51372,0,2,0
22849,39041,0,2,0
22850,144827,0,1,0
22851,197536,0,2,0
22852,137411,0,1,0
22853,399586,0,2,0
22854,197370,0,1,0
22855,135783,0,1,0
22856,264415,0,1,0
22857,42433,0,4,0
22858,12649,0,1,0
22859,41454,0,3,0
22860,134788,0,4,0
22861,272377,0,2,0
22862,37058,0,1,0
22863,20815,0,2,0
22864,205577,0,1,0
22865,207971,0,1,0
22866,22592,0,1,0
22867,18780,0,2,0
22868,396396,0,1,0
22869,206364,0,1,0
22870,150070,0,1,0
22871,41228,0,1,0
22872,265239,0,4,0
22873,198710,0,3,0
22874,271757,0,1,0
22875,38636,0,3,0
22876,215253,0,1,0
22877,136325,0,2,0
22878,210951,0,4,0
22879,10060,0,2,0
22880,37212,0,1,0
22881,143693,0,1,0
22882,395677,0,3,0
22883,139743,0,3,0
22884,60561,0,2,0
22885,207744,0,3,0
22886,57843,0,8,0
22887,153307,0,1,0
22888,396989,0,2,0
22889,206945,0,2,0
22890,399798,0,2,0
22891,199391,0,6,0
22892,25304,0,2,0
22893,328893,0,1,0
22894,399597,0,1,0
22895,203990,0,2,0
22896,269822,0,6,0
22897,266333,0,2,0
22898,43512,0,1,0
22899,146980,0,3,0
22900,394729,0,4,0
22901,48989,0,4,0
22902,150175,0,1,0
22903,208977,0,1,0
22904,214058,0,1,0
22905,62014,0,11,0
22906,20541,0,1,0
22907,50356,0,1,0
22908,199840,0,4,0
22909,202787,0,1,0
22910,269660,0,2,0
22911,198889,0,1,0
22912,145274,0,1,0
22913,200144,0,1,0
22914,143749,0,1,0
22915,53621,0,2,0
22916,145522,0,1,0
22917,397909,0,2,0
22918,267537,0,1,0
22919,152010,0,1,0
22920,24026,0,1,0
22921,61150,0,2,0
22922,23564,0,2,0
22923,57833,0,2,0
22924,62135,0,3,0
22925,18250,0,1,0
22926,134282,0,2,0
22927,53839,0,2,0
22928,16610,0,1,0
22929,1556,0,1,0
22930,272365,0,1,0
22931,13785,0,1,0
22932,13703,0,1,0
22933,135971,0,2,0
22934,20205,0,4,0
22935,40243,0,1,0
22936,16519,0,1,0
22937,205428,0,1,0
22938,265839,0,2,0
22939,52481,0,1,0
22940,213305,0,6,0
22941,22228,0,2,0
22942,62589,0,2,0
22943,134274,0,1,0
22944,56898,0,3,0
22945,150669,0,1,0
22946,41953,0,4,0
22947,135107,0,2,0
22948,145130,0,1,0
22949,199730,0,2,0
22950,151006,0,6,0
22951,25406,0,1,0
22952,138776,0,3,0
22953,46123,0,3,0
22954,395847,0,1,0
22955,198778,0,2,0
22956,328178,0,3,0
22957,11278,0,3,0
22958,150572,0,1,0
22959,149366,0,1,0
22960,149717,0,2,0
22961,140871,0,3,0
22962,398971,0,1,0
22963,137517,0,1,0
22964,216395,0,1,0
22965,134986,0,1,0
22966,17671,0,3,0
22967,395767,0,1,0
22968,58255,0,3,0
22969,28088,0,2,0
22970,36333,0,3,0
22971,199581,0,3,0
22972,9118,0,1,0
22973,198747,0,1,0
22974,395913,0,1,0
22975,133015,0,1,0
22976,214855,0,1,0
22977,263946,0,5,0
22978,30493,0,2,0
22979,215087,0,1,0
22980,62826,0,1,0
22981,153491,0,1,0
22982,144893,0,1,0
22983,212297,0,2,0
22984,203209,0,1,0
22985,266867,0,2,0
22986,396271,0,2,0
22987,200459,0,1,0
22988,26503,0,2,0
22989,270152,0,2,0
22990,63620,0,1,0
22991,150722,0,1,0
22992,7660,0,8,0
22993,41951,0,2,0
22994,33177,0,1,0
22995,32517,0,1,0
22996,197954,0,2,0
22997,139217,0,2,0
22998,266573,0,2,0
22999,132253,0,2,0
23000,15495,0,1,0
23001,51365,0,1,0
23002,47019,0,1,0
23003,60268,0,1,0
23004,60471,0,3,0
23005,152496,0,2,0
23006,209152,0,1,0
23007,216338,0,1,0
23008,60488,0,2,0
23009,21727,0,1,0
23010,37580,0,2,0
23011,78,0,1,0
23012,150882,0,1,0
23013,132831,0,3,0
23014,61098,0,11,0
23015,137074,0,1,0
23016,152508,0,1,0
23017,22270,0,2,0
23018,48121,0,1,0
23019,208404,0,1,0
23020,42717,0,1,0
23021,264837,0,3,0
23022,199403,0,3,0
23023,32473,0,3,0
23024,51651,0,1,0
23025,21395,0,2,0
23026,39455,0,2,0
23027,207560,0,1,0
23028,263604,0,1,0
23029,20906,0,1,0
23030,267498,0,2,0
23031,144703,0,1,0
23032,25834,0,1,0
23033,151391,0,1,0
23034,49222,0,2,0
23035,61118,0,2,0
23036,64399,0,1,0
23037,199078,0,1,0
23038,39620,0,1,0
23039,399106,0,1,0
23040,34099,0,1,0
23041,150467,0,2,0
23042,63399,0,18,0
23043,47247,0,2,0
23044,40731,0,4,0
23045,30256,0,1,0
23046,208624,0,1,0
23047,207410,0,3,0
23048,265005,0,2,0
23049,58867,0,1,0
23050,394958,0,1,0
23051,49142,0,2,0
23052,206516,0,1,0
23053,61471,0,1,0
23054,31202,0,2,0
23055,145141,0,1,0
23056,47742,0,1,0
23057,268320,0,4,0
23058,400982,0,1,0
23059,398806,0,2,0
23060,207248,0,2,0
23061,136158,0,2,0
23062,213939,0,1,0
23063,328273,0,1,0
23064,400410,0,1,0
23065,204215,0,2,0
23066,140007,0,4,0
23067,269609,0,3,0
23068,138251,0,4,0
23069,327971,0,1,0
23070,144207,0,1,0
23071,37900,0,4,0
23072,208118,0,2,0
23073,200868,0,1,0
23074,37193,0,2,0
23075,20271,0,1,0
23076,5978,0,1,0
23077,22135,0,8,0
23078,21911,0,2,0
23079,209267,0,2,0
23080,12095,0,1,0
23081,139489,0,2,0
23082,264235,0,1,0
23083,145397,0,1,0
23084,3789,0,2,0
23085,36708,0,1,0
23086,262714,0,2,0
23087,394999,0,2,0
23088,53528,0,1,0
23089,51174,0,1,0
23090,274222,0,1,0
23091,214224,0,1,0
23092,36331,0,1,0
23093,145427,0,1,0
23094,203679,0,1,0
23095,50654,0,2,0
23096,199221,0,3,0
23097,55492,0,5,0
23098,13292,0,1,0
23099,263049,0,3,0
23100,266473,0,2,0
23101,16794,0,2,0
23102,44028,0,1,0
23103,57897,0,2,0
23104,268946,0,2,0
23105,212335,0,5,0
23106,35492,0,4,0
23107,28213,0,5,0
23108,10420,0,2,0
23109,52213,0,2,0
23110,212863,0,2,0
23111,208549,0,3,0
23112,132988,0,1,0
23113,44846,0,2,0
23114,7590,0,2,0
23115,208582,0,1,0
23116,329027,0,1,0
23117,394422,0,1,0
23118,35126,0,1,0
23119,8238,0,1,0
23120,4354,0,1,0
23121,265015,0,4,0
23122,202981,0,1,0
23123,57705,0,1,0
23124,215601,0,4,0
23125,135658,0,1,0
23126,20419,0,2,0
23127,136492,0,1,0
23128,145959,0,1,0
23129,17990,0,5,0
23130,327871,0,2,0
23131,29301,0,2,0
23132,273482,0,2,0
23133,28791,0,1,0
23134,63767,0,3,0
23135,144612,0,1,0
23136,145499,0,1,0
23137,1561,0,1,0
23138,142424,0,2,0
23139,55890,0,2,0
23140,34885,0,2,0
23141,46565,0,2,0
23142,215671,0,3,0
23143,212021,0,1,0
23144,26891,0,3,0
23145,263095,0,1,0
23146,35175,0,1,0
23147,201734,0,1,0
23148,824,0,1,0
23149,203475,0,1,0
23150,143685,0,1,0
23151,208835,0,1,0
23152,139339,0,1,0
23153,209850,0,1,0
23154,400924,0,1,0
23155,199517,0,2,0
23156,203192,0,1,0
23157,147100,0,1,0
23158,198341,0,1,0
23159,143225,0,1,0
23160,61048,0,1,0
23161,207853,0,4,0
23162,38277,0,4,0
23163,153943,0,1,0
23164,398305,0,1,0
23165,200160,0,5,0
23166,401435,0,1,0
23167,197801,0,2,0
23168,153209,0,1,0
23169,264694,0,2,0
23170,10973,0,4,0
23171,147126,0,2,0
23172,41246,0,1,0
23173,4972,0,3,0
23174,140357,0,1,0
23175,142653,0,3,0
23176,565,0,1,0
23177,21610,0,1,0
23178,30833,0,4,0
23179,8036,0,2,0
23180,37069,0,1,0
23181,213546,0,1,0
23182,206506,0,1,0
23183,265551,0,1,0
23184,266190,0,6,0
23185,212095,0,1,0
23186,42260,0,1,0
23187,200751,0,2,0
23188,62744,0,2,0
23189,146126,0,1,0
23190,138810,0,6,0
23191,215849,0,2,0
23192,11942,0,3,0
23193,209873,0,1,0
23194,53063,0,1,0
23195,136073,0,1,0
23196,23760,0,2,0
23197,203754,0,1,0
23198,205341,0,2,0
23199,21147,0,2,0
23200,149580,0,1,0
23201,268587,0,2,0
23202,133128,0,2,0
23203,204317,0,2,0
23204,201141,0,1,0
23205,50839,0,2,0
23206,15396,0,2,0
23207,213541,0,1,0
23208,399107,0,1,0
23209,33370,0,1,0
23210,267296,0,1,0
23211,395032,0,2,0
23212,145321,0,1,0
23213,268154,0,4,0
23214,29345,0,2,0
23215,56494,0,1,0
23216,60893,0,7,0
23217,15349,0,1,0
23218,400469,0,2,0
23219,213666,0,1,0
23220,267385,0,2,0
23221,146224,0,1,0
23222,270363,0,2,0
23223,9131,0,1,0
23224,5957,0,1,0
23225,398176,0,1,0
23226,151145,0,1,0
23227,45607,0,1,0
23228,57746,0,2,0
23229,138755,0,1,0
23230,273081,0,1,0
23231,17322,0,1,0
23232,5480,0,2,0
23233,47028,0,2,0
23234,150222,0,3,0
23235,149943,0,2,0
23236,23516,0,1,0
23237,205352,0,1,0
23238,35660,0,1,0
23239,19917,0,4,0
23240,268402,0,3,0
23241,401333,0,1,0
23242,16138,0,3,0
23243,11668,0,1,0
23244,207507,0,1,0
23245,212915,0,1,0
23246,141458,0,1,0
23247,45773,0,2,0
23248,17906,0,2,0
23249,54662,0,2,0
23250,14997,0,1,0
23251,131379,0,3,0
23252,32130,0,1,0
23253,399815,0,1,0
23254,48546,0,1,0
23255,39790,0,3,0
23256,271560,0,4,0
23257,43211,0,2,0
23258,52413,0,1,0
23259,396223,0,1,0
23260,21794,0,1,0
23261,43,0,1,0
23262,15607,0,1,0
23263,40059,0,2,0
23264,29817,0,1,0
23265,24830,0,1,0
23266,13833,0,2,0
23267,25251,0,2,0
23268,1355,0,1,0
23269,151424,0,1,0
23270,34604,0,3,0
23271,143943,0,1,0
23272,16314,0,1,0
23273,200329,0,6,0
23274,400331,0,1,0
23275,207073,0,1,0
23276,42050,0,1,0
23277,264258,0,2,0
23278,401339,0,1,0
23279,9649,0,4,0
23280,52090,0,3,0
23281,51660,0,3,0
23282,63797,0,3,0
23283,269793,0,1,0
23284,328652,0,4,0
23285,25328,0,1,0
23286,6724,0,2,0
23287,401606,0,1,0
23288,262798,0,2,0
23289,201636,0,1,0
23290,149552,0,1,0
23291,206589,0,3,0
23292,397524,0,1,0
23293,398815,0,1,0
23294,47998,0,4,0
23295,47610,0,1,0
23296,204841,0,3,0
23297,133876,0,3,0
23298,23096,0,3,0
23299,42273,0,1,0
23300,11287,0,8,0
23301,17095,0,1,0
23302,4718,0,2,0
23303,267151,0,1,0
23304,396067,0,1,0
23305,264212,0,4,0
23306,274362,0,4,0
23307,139734,0,2,0
23308,209379,0,2,0
23309,44260,0,2,0
23310,270848,0,2,0
23311,57545,0,1,0
23312,36165,0,5,0
23313,264979,0,3,0
23314,15205,0,2,0
23315,140244,0,2,0
23316,146139,0,1,0
23317,132384,0,5,0
23318,156,0,4,0
23319,144580,0,1,0
23320,397326,0,6,0
23321,144315,0,1,0
23322,267770,0,1,0
23323,205021,0,1,0
23324,201683,0,1,0
23325,329436,0,1,0
23326,143658,0,1,0
23327,31315,0,1,0
23328,144111,0,1,0
23329,138697,0,2,0
23330,33541,0,3,0
23331,33556,0,1,0
23332,401519,0,1,0
23333,14737,0,1,0
23334,44532,0,2,0
23335,150022,0,4,0
23336,10857,0,4,0
23337,143797,0,1,0
23338,51678,0,3,0
23339,13343,0,1,0
23340,53218,0,4,0
23341,206324,0,3,0
23342,8094,0,1,0
23343,15418,0,2,0
23344,212908,0,3,0
23345,145690,0,1,0
23346,149852,0,1,0
23347,36535,0,1,0
23348,25384,0,4,0
23349,328,0,1,0
23350,151062,0,1,0
23351,61223,0,3,0
23352,17823,0,2,0
23353,205553,0,2,0
23354,207680,0,1,0
23355,210834,0,4,0
23356,267015,0,2,0
23357,32969,0,3,0
23358,61161,0,1,0
23359,270615,0,1,0
23360,64210,0,1,0
23361,61810,0,1,0
23362,267315,0,2,0
23363,14136,0,6,0
23364,141015,0,2,0
23365,202321,0,3,0
23366,58295,0,1,0
23367,14092,0,1,0
23368,6907,0,2,0
23369,16622,0,1,0
23370,268705,0,5,0
23371,197775,0,1,0
23372,138231,0,2,0
23373,400436,0,2,0
23374,49214,0,1,0
23375,32567,0,3,0
23376,134472,0,1,0
23377,197920,0,2,0
23378,270800,0,2,0
23379,143679,0,1,0
23380,141614,0,2,0
23381,201017,0,1,0
23382,268046,0,2,0
23383,263507,0,1,0
23384,399575,0,2,0
23385,137659,0,2,0
23386,273027,0,1,0
