asn,name,source,verdict,apnic_score,signed_pct,cone,dirty_upstreams
200132,Peter-Paul Maria Kurstjens,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,16,3
20904,Cinia Oy (fka. Netplaza),BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,16,0
4581,Socket Holdings Corporation,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,16,0
47526,handily networks GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,16,1
8728,AS INFONET,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,15,0
8943,Jump Networks Ltd,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,15,0
34428,Giulio Lo Presti,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,15,1
3308,Telia Company AB (Denmark),BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,15,0
44486,"Oliver Horscht is trading as ""SYNLINQ""",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,15,3
61468,CEDIA,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,15,6
5539,SpaceNet AG,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,15,3
31263,MYNET S.R.L.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,15,1
33983,ARTMOTION SH.P.K.,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,14,0
198385,AlpineDC SA,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,14,2
2609,Tunisia BackBone AS,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,14,3
3132,Red Cientifica Peruana,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,14,4
4725,SoftBank Corp.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,14,1
30742,Bremen Briteline GmbH,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,14,0
8240,Information System Authority Republic of Estonia,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,13,0
8365,Man-da.de GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,1
8468,Cityfibre Limited,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,13,0
8888,xTom Pty Ltd,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,2
42184,TKRZ Stadtwerke GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,1
26210,AXS Bolivia S. A.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,1
50877,Airbeam S.r.l.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,4
51087,Bling Network Ltd,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,5
43541,VSHosting s.r.o.,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,13,0
28685,Routit BV,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,13,0
37187,Inq. Digital Limited,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,1
21263,TeleData GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,2
30851,Sileman Sp. z o.o.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,3
211588,Innovation Harbor B.V.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,1
400212,VergeTel Group LLC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,13,1
41009,Oleksandr Melnyk,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,1
50340,Selectel - Moscow,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,8
214439,"Zhuhai Xiyun Cloud Technology Co., Ltd.",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,2
42541,Fiberby ApS,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,12,0
59645,Tobias Fiebig,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,3
60798,Servereasy Srl,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,2
28118,ALTICE DOMINICANA S.A.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,4
29608,OVEA SAS,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,3
398447,"OHANACRAFT, LLC",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,12,1
47447,23M GmbH,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,12,0
8391,Knipp Medien und Kommunikation GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,2
8680,Sure (Guernsey) Limited,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,1
328594,SUDATCHAD SA/CA,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,11,0
149107,TRUMVPS COMPANY LIMITED,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,11,0
51519,Karabro AB,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,11,0
199284,Thueringer Netkom GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,2
20278,"Nexeon Technologies, Inc.",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,4
12307,Sandro Bolliger trading as Bolliger Network Solutions,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,3
12360,KEVAG Telekom GmbH,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,11,0
37492,Orange Tunisie,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,2
22442,"Phonoscope, Inc.",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,1
14773,Lancaster-Lebanon Intermediate Unit 13,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,11,3
40994,Alwyzon (Hohl IT),BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,10,2
42303,LM Layer and Mesh AB,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,10,0
141968,PT Industri Kreatif Digital,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,10,7
44407,Linkt SAS,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,10,0
3662,Joint Universities Computer Centre Limited,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,10,1
3663,NetNet,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,10,0
12897,ENTEGA Medianet GmbH,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,10,0
30764,PODA a.s.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,10,1
47152,Francesco Ascione trading as FIBERSIX,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,10,0
14615,"Comporium, Inc",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,10,1
6893,"Saitis Network, N.Desir",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,10,3
39702,S-IT Verwaltungs GmbH trading as S-IT Informationstec...,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,10,1
204092,Association GRIFON,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,10,0
57795,NG-BLU Networks B.V.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,2
8893,Artfiles New Media GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
25460,The Networking People (TNP) Limited,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
1741,CSC - Tieteen tietotekniikan keskus Oy,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
1835,Forskningsnettet - Danish NREN,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
51815,GlobalConnect AB,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,9,0
273103,TV&MÁS S.A.S,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,7
19422,Telefonica Moviles del Uruguay SA,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
44097,CLEMENT CAVADORE,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,3
35986,Vyve Broadband,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
396993,Soraxus Networks Inc.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,2
12540,IdecNet S.A.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
29152,Decknet SARL,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,1
12941,intersaar GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,2
23031,TELECU TELECOMUNICACIONES DEL ECUADOR TELECUSA S.A.S.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,9,8
39421,Sapinet SAS,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,9,0
40702,Clearwave Communications,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,9,0
214443,BE BYTE SRL,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,8,0
42615,June Slater,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,8,0
1930,"Fundacao para a Ciencia e a Tecnologia, I.P.",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,1
2018,TENET (The UNINET Project),BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,2
35592,Coolhousing s.r.o.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,1
35807,SkyNet Ltd.,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,8,0
61317,Hivelocity LLC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,3
12676,HKN GmbH,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,8,0
13045,htp GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,1
29550,Team Blue Carrier Limited,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,2
15085,"Immedion, LLC",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,3
48101,Trooli Ltd.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,1
24309,Atria Convergence Technologies,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,2
16117,Gavle Energi AB,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,1
8075,Microsoft Corporation,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,8,8
196610,DE-CIX Academy,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
8542,Eviny Fiber AS,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
559,SWITCH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
49791,Newserverlife LLC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
213768,Thomas Neumann,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
9158,Telenor A/S,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,7,0
9312,xTom,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
214331,Teske Virtual System Ltda,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
206610,Mixvoip S.A.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
2107,ARNES,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
2602,Fondation RESTENA,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
395823,doof.net,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,7,0
43957,WNT Telecommunication GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
265867,Trans Ocean Network,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
45014,Nuco Technologies Ltd,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
28760,Infotech EDV-Systeme GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
12480,ILK Internet.Gmbh,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,7,0
20686,Bisping & Bisping GmbH & Co KG,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
12502,Dr.-Ing. Nepustil & Co. GmbH Internet Service Center ...,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
21100,GREEN FLOID LLC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,6
4760,HKT Limited,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
37529,Gestora de Infraestructuras de Telecomunicaciones de ...,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
209847,WorkTitans B.V.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,24
62425,Mailbox Internet Hizmetleri Ltd. Sti.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
62563,GLOBALTELEHOST Corp.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
13781,Hopkinsville Electric System,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,3
202359,AS207960 Cyfyngedig,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,1
6315,"XMission, L.C.",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,3
399898,Conexon Connect,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,7,0
39521,TNGNET B.V.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,2
211623,NAML B.V.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,3
212123,Jori Vanneste,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,4
15605,Connesi S.p.A.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,7,3
24183,DTS LTD,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,7,0
8315,Accenture B. V.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
224,Sikt (Uninett),BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
33083,AxcelX Technologies LLC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
205235,Labitat,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,6,0
25192,"CZ.NIC, z.s.p.o.",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,9
8820,tal.de GmbH,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
8823,Rockenstein AG,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,4
25291,SysEleven GmbH,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,6,0
26006,Exodo LLC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
42652,inexio Informationstechnologie und Telekommunikation Gmbh,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
59414,cloudscale.ch AG,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
59678,SYSTEM36 LLC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
150000,Data-Beam Business Solution,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
35600,Vedege SAS,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
199860,ATOMDATA JSC,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
200462,"Lennart Seitz trading as ""ETH-Services""",BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,3
61337,Single Mode Networks Ltd,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
151704,BHARAT DATACENTER,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
21183,Vodafone Albania (fka. Abcom),BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,6,0
29974,Wightman Telecom,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
5459,London Internet Exchange Ltd.,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
210464,ANDREW KRISTULI,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,2
14371,Paul Bunyan Communications,BGP.Tools List,Transit: INHERITED (Clean Pipe),-1,0.0,6,0
39699,Lounea Palvelut Oy,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
15502,Vodafone Ireland Limited,BGP.Tools List,Transit: UNVERIFIED (Dirty Feed),-1,0.0,6,1
49605,Digital Telecommunication Services S.r.l.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
197706,Keminet SHPK,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,2
1213,HEAnet CLG,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
1403,EBOX,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
34820,DELTA ONLINE spol. s r.o.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
215085,Maik Polman trading as PixelHosting,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,2
215147,Schleyer-EDV UG,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,3
207003,Web1 Oy,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,5,0
35008,"Kerfuffle, LLC",BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
35132,Enivest AS,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
51929,Advania Sverige AB,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
134148,SingAREN,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,4
207995,Lightning Fibre,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
20545,Georgian Research and Educational Networking Associat...,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
28768,Alpilink Cloud S.A.S.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
12414,Solcon Internetdiensten B.V.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
45355,Digicel Fiji Limited,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,2
37611,Afrihost (Pty) Ltd,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,2
22611,"InMotion Hosting, Inc.",BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,2
203020,HostRoyale Technologies Pvt Ltd,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,6
6881,NIX.CZ z.s.p.o.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,5,1
57388,I.B.C - Telecom Sh.p.k.,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
24679,kyberio GmbH,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
327934,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom),BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
25424,CEZNET s.r.o.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
25543,"ONATEL (Office National des Telecommunications, PTT)",BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,2
50469,Peer Kohlstetter trading as Hessenkom GmbH & Co. KG,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
1547,"INTERDNESTRKOM, Sovmestnoe Zakrytoe Aktsionernoe Obsh...",BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,6
42598,Merk Solutions sp. z o.o.,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
42695,Cleura AB,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
34606,B.B.Bell SPA,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
34683,TELKEA TELECOM SA,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
51468,One.com A/S,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
59790,Marco Bungalski GmbH,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
51691,F-Solutions Oy,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
51692,Steven Smith trading as HyberHost,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
59890,Kabel-TV Lampert GmbH & Co KG,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,2
35612,EOLO S.p.A.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
11170,Roller Network LLC,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
3221,Estonian Education and Research Network,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,2
200185,Aruba S.p.A.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
20292,miriquidi networks GmbH,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
12119,ITV-3,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
12322,Free SAS,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
12381,Resilans AB,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
209049,MICHCOM LIMITED,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,3
209090,Association Stolon,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
200950,Lyratris Limited,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,3
4474,"TCT West, Inc.",BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
12886,LEW TelNet GmbH,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
13037,Zen Internet Ltd,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,2
29600,Latvenergo,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
152605,Z COM NETWORKS,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
398395,PureVoltage Hosting Inc.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
5482,AllPoints Fibre Limited,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
5645,"TekSavvy Solutions, Inc.",BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
14061,DigitalOcean LLC,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,7
38826,Infinite Networks Pty Ltd,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
47242,Host SpA,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
30971,nic.at GmbH,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,3
55736,Dataknox Pty Limited,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
31272,WildPark Co,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
56381,level66.network UG (haftungsbeschraenkt),BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
56457,FASTPATH IKE,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
15743,net.de AG,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
204279,Eltrona Interdiffusion S.A.,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,4,0
204281,NETX - NG LTD,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,4
204471,2S Computers SRL,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,4,1
3,Massachusetts Institute of Technology,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,8
57356,Highland Network Ltd,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,3,0
327824,Converged Telecoms,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,2
327849,DIRECTEL COMMUNICATIONS (PTY) LTD,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,3
24757,Ethio telecom,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,4
49420,Aplitt Sp. z o.o.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,2
196954,Epcan GmbH,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,1
57944,IP-Connect LLC,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,2
25198,INTERKVM HOST (ZetServers),BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,1
49798,BBX s.r.o.,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,1
25229,"Limited Liability Company ""KYIVSKI TELEKOMUNIKATSIYNI...",BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,3,0
25273,Broadcasting Center Europe (an RTL Group Company),BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,1
49855,PLUTEX GmbH,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,3,0
33582,Digicel St.Lucia Ltd,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,1
33604,Burlington Telecom,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,3,0
41872,GIB-Solutions AG,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,2
1003,andrewnet,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,4
328856,VIJIJI CONNECT LIMITED,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,3
50332,SQUILD GmbH,BGP.Tools List,Stub: INHERITED (Clean Pipe),-1,0.0,3,0
206186,Stowarzyszenie e-Poludnie,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,1
206548,ZCOM.cz s.r.o,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,1
34554,Antares Kommunikationstechnik AG,BGP.Tools List,Stub: UNVERIFIED (Dirty Feed),-1,0.0,3,2
