asn,name,cc,verdict,apnic_score,cone,dirty_feeds,total_feeds
272809,"THUNDERNET, C.A.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,5
272839,NETCALLS SOCIEDAD DE RESPONSABILIDAD LIMITADA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
51664,Bilendi Technology SARL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
264660,MESH COMUNICACIONES C.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
199128,PET NET DOO Gevgelija,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
199150,Excedo Networks AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
43507,"RETE internet, s.r.o.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
2552,Washington University,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
199188,PrimeXM Services (Cyprus) Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
35378,Sat Film Sp. z o.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
2637,Georgia Institute of Technology,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
273002,TRACTORAL SOCIEDAD ANONIMA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
60016,Fiberstream 87 AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
199297,Vyme SASU,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
51852,Private Layer INC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
273041,Universidad de San Carlos de Guatemala,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
215704,NGN CZ s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
35492,FunkFeuer Wien - Verein zur Foerderung freier Netze,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
215733,Blacknight Internet Solutions Limited,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
199354,Arab States Research and Education Network (ASREN) Gemeinnutzige GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
51918,Cerberus Networks Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
10961,Boston GigaPoP,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
60117,Host Sailor Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
43749,Happymed Healthcare and IT Provider Co. Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
199399,National Infrastructures for Research and Technology S.A.,XX,IXP / Peer / Stub,-1,0,0,0
2792,Deutsche Telekom AG,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
60150,area-7 IT-Services GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
60156,Solution Design Inc Oy,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
27411,"Leaseweb USA, Inc.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
51996,MicroStrategy Poland Sp. z o.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
142108,Rotko Networks,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
199471,Marcel Straub,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,5
60273,ALTANETICA S.L.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
11131,University of Maryland Baltimore County (UMBC),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
35710,weber.digital GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
60288,Eurobase GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
43910,Intra2net AG,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
43915,TrueSpeed Communications Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
60304,Starnet Sh.p.k.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
396185,GILES-CRAIG COMMUNICATIONS INC.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
396190,"Leaseweb USA, Inc.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
52130,LiveSport s.r.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
215981,X-Fibre Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
43950,"Terence Froy trading as ""Spilsby Internet Solutions""",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
43965,Tehran University of Medical Science,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
207825,Datarymden Internet AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
199636,Free Pro SAS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
60377,toob limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
60382,Cranleigh School,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
134111,Commonwealth Scientific and Industrial Research Organisation,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
35829,"auth-servers, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
44024,Radu Draghici,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
44034,Hi3G Access AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
207886,ECOMP spol s r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
216104,Photonic Networks Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
60470,SkyNet Ltd.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
19528,"Meridian Parkway Data Center Owner, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,5,6
396362,"Leaseweb USA, Inc.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
216139,Iron Hosting Centre LTD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
216176,Maurice Preuss,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
44176,VNext AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
150685,Ching Kuo,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
27806,WAYSCOM,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
36007,"Kamatera, Inc.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,5
44212,Adelphi Net1 Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
52431,CyberWave S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,5
134356,"NBC Co.,Ltd",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
396515,YYCIX,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
199918,Wilton Arthur Poth,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
199937,ANWB B.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
44291,Infomir LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
208135,Carl Fabian Luepke,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
44297,ICODIA SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
216333,NetDev UG (haftungsbeschraenkt),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
60713,EXEA Sp. z o.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
208172,Proton AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
216368,Petersburg Internet Network ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
208183,Internetmanufaktur Karlsruhe UG (haftungsbeschraenkt),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
60767,Robert Finze,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
200040,Netgigabit iletisim Hizmetleri Ltd. Sti,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
11655,Saskatoon Internet Exchange Inc,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
28075,ARLINK S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,8,9
19901,Brightspeed,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
200129,LHISP S.A.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
208323,Foundation for Applied Privacy,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
60943,FIBERLAND SRLS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
200223,Lars Jannick Volkers trading as Etheron Hosting,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
208449,"Micky Del Favero trading as ""BeeCloudy.net""",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
274017,Floriano SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
61029,DODW Holding B.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
44651,Kalasznet Kabel TV Kft,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
208520,King Abdul Aziz City for Science and Technology,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
44695,FOP Markovskiy Denis Vadimovich,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
396952,"Net253, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
61098,Exoscale (Akenes SA),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,6,8
208563,CodeReactor Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
396982,Google Cloud Platform,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
44746,Satellithuset i Limmared AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
208590,Lasagna Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
397018,Cloud Propeller,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
3842,"InMotion Hosting, Inc.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,6
397068,CarolinaConnect Cooperative,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
53006,ALGAR TELECOM S/A,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
208725,Devrandom.be BV,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
3927,RGnet OU,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
12127,Telefonica Moviles El Salvador S.A. de C.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
397168,National Capital Freenet Inc,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
208772,Freifunk Stuttgart e.V.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
44949,Gigacodes GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,5
208789,SENAT,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
200599,eins energie in sachsen GmbH & Co. KG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
208888,"Four Mirror Advisors, S.L.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
208906,"SYNOT ICT Services, a.s.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
397332,City of Anacortes,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
208920,Rocket Way S.R.L.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
208927,WILO SE,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
4128,RGnet OU,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
200735,MN Glasfaser GmbH trading as MUENET GmbH & Co. KG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
28728,Infornax Information Technology Zrt.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
397376,IFN,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
61510,Cooperativa Telefonica de Calafate Ltda.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
12361,VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
45131,REANNZ Head Office,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
208974,Internetmanufaktur Karlsruhe UG (haftungsbeschraenkt),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
12374,LF.net Netzwerksysteme GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,5
28785,Asseco Cloud Sp. z o. o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
20596,Future Publishing Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
209040,SeWiKom GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
61615,FALE S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
28854,SavMAN AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
200906,MCT SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
135421,"SALKELD, MATTHEW T/A MATTHEW SALKELD CONSULTING",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
200995,BIT BV,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
209198,Offshore Renewable Energy Catapult,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
53550,"NTT Cloud Communications US, Inc.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,6
151858,INTERDIGI JOINT STOCK COMPANY,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
201011,Core-Backbone GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
20798,EPTE Oy,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
29018,trivago N.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
209252,PGL ESPORTS SRL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
20857,TransIP B.V. (team.blue NL),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
29086,"GiTy, a.s.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
397727,Atlantic IXPs Inc.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
4528,The University of Hong Kong,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
29122,i-Wet Ltd.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
201155,embeDD GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
12775,JPC Infonet Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
20986,EasyTeam SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
53763,"Lakeside Network, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
201220,Gruppo EURIS Spa,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
201240,Rocket NG GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
21034,Micso s.r.l.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
209465,VIG SERVICES SHQIPERI Sh.p.k.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
29247,Ote SA (Hellenic Telecommunications Organisation),XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
266832,CONEXIONES TECNOLOGICAS Y COMUNICACION S.A.S.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
21079,Oesterreichische Kontrollbank Aktiengesellschaft,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
62080,Adrian Almenar Serrano,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
53910,Northwestel Inc.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
397990,Williamslabs LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
62141,COMPAGNIE NATIONALE DU RHONE S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
12990,Ringier Axel Springer Polska Sp. z o.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
37578,Telecommunication Sevice  Providers Association of Kenya - TESPOK,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
135887,Belong (Telstra Limited),XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
29423,gridscale GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
398065,Fritz Lab LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
135932,Viet Storage Technology Joint Stock Company,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
21247,Association IP Synergies,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
21260,The Positive Internet Company Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
62227,EKCO CLOUD AND SECURITY LIMITED,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
398113,Gateway Fiber LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
29484,Ruhr-Universitaet Bochum,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
201533,United Networks SE,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
62310,axilaris GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
62357,2M-IT Oy,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
209815,SNC ALTAREA MANAGEMENT,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
201636,Tec6 SARL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
201644,Brabant Water N.V,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
13246,Key-Systems GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
13251,QiTEC GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
152533,"National Institute of Technology Karnataka, Surathkal",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
46050,PT JC Indonesia,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
209894,Foerderverein Freie Infrastruktur e.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,5
209915,trivago N.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
21538,IGWAN.NET,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
201773,University of Warwick,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
21565,"Horry Telephone Cooperative, Inc.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
62538,ipFail Networks,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
201838,Community Fibre Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
13427,"Softcom Internet Communications, Inc.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
398493,System In Place,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
210140,GAVLEBORGS LANS LANDSTING,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
5409,toplink GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
152873,Neodyland,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
202032,GOLINE SA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,8
5436,Computacenter France SAS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
54594,Illuminate Hillsboro,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
62787,Snark Holding Corp.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
202066,Green IT Solutions Sarl,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
38229,"Lanka Education & Research Network, NREN",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
5470,Aristotle University of Thessaloniki,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
202094,FINDER SpA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
210303,Hamburg Port Authority AoeR,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
202112,TELMACO S.A,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
21903,Arnhem Networks LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,5,6
5520,Universitaet zu Koeln,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
46505,NixiHost.com Incorporated,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
30133,ISC F-ROOT NUL0,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
210374,Pedro Direito,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
202196,Booking.com BV,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,7,11
267743,GILAT NETWORKS PERU S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
202208,teutel GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
210429,Hizakura B.V.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
202288,Matthew Martin,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
63025,NOHAVPS LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
267841,GIGAS HOSTING COLOMBIA S.A.S.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
202329,Verein zur Foerderung freier Netze Region Mittlerer Oberrhein e.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
30298,META Solutions,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
398960,Cryoflesh Inc,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
398986,secured.gg (Gameserverkings),XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
5786,University of Puerto Rico,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
202401,Webhosting24 GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
399016,Canadian Fiber Optics Corp.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
202422,G-Core Labs S.A.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
54978,ZYWAVE INC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
202454,Pine Media Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
399105,CECREVIER,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
22296,Vorsk LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
63322,Parler Cloud,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
210793,Altonetz GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
202605,"EMPECOM, s.r.o.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
137074,Responsible Internet Sustainability Effort,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
210805,Open Infra ISP Production International AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
202616,Wien Energie GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
202618,"Rychly drat, s.r.o.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
399242,CodingFlyBoy LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
202663,VOGANET SARL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
6058,Northwestel Inc.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
202693,Erik Schneider,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
202716,WWK Lebensversicherung a.G.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
47132,Innonet ICT-Services GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
14383,"M3COM of Virginia, Inc",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
38965,Rick van der Sterren trading as HostIn,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
47202,LAZER TELECOMUNICACOES S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
39029,Redpill Linpro AS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
202870,Dimensione S.r.l.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
153720,Mark Delany,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
6269,"AT&T Enterprises, LLC",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
202898,DEVELOPPEMENT D'APPLICATIONS SUR RESEAUX A VALEUR AJOUTEE SA,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
22684,SSI Micro Ltd.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
22709,"North State Telephone, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,5
47317,"Web4ce, s.r.o.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
6364,"Atlantic.net, Inc.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,6
6373,Opus One,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
39150,HOSTING TELECOM LTD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
63734,365 Online technology joint stock company,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
63806,Human-life Information Platforms Institute,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
63834,PrimeXM Networks (Singapore) PTE. LTD,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
211309,Obos Nett AS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
211327,CODEVAULT SRL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
47490,TuxBox,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
211381,Podaon SIA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
63949,Akamai (Linode),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,7
23007,Universidad de Los Andes,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
211462,Andrei Tiberiu Holt,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
399899,Lightening Systems,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
203296,Kristillinen Media Oy,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
47648,NOREST SERVICES SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
203315,Web Wiz Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
14907,Wikimedia Foundation Inc.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,6,14
39484,Pirkan Opiskelija-asunnot Oy,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
203352,NEYRIAL CENTRE FRANCE SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
6750,"Soluciones Dinamicas de la Red, S.L.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
55911,kazukichi,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
14956,RouterHosting LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,5,7
47727,Warnet.cz s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
39542,SIGMA INFORMATIQUE SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
203457,Fundacio Institut de Ciencies Fotoniques (ICFO),XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
203476,GANDI SAS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
6878,T-Systems International GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
203488,DaLuNET s.r.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
39648,DataCom Group Nordic AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
211694,Alpes Networks SAS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
15088,First Network Group Inc,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
31472,VoiceHost Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
31493,TWENTYTWENTYMEDIA LIMITED,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
31520,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
203592,CLOUD & HEAT Technologies GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
211809,VALITY SA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
