asn,name,cc,cone,verdict,apnic_score,dirty,total
57355,networkers.pl Sp. z o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
57327,IP Excess AB,XX,0,Unverified (Missing Data),-1.0,0,0
57325,123Telcom BV trading as Partell,XX,0,Unverified (Missing Data),-1.0,0,0
57324,Al Lawn Al Akhdar International Company for Communications and Information Technology Ltd.,XX,0,Unverified (Missing Data),35.0,0,0
57323,"CJSC ""Kubanoptprodtorg""",XX,0,Unverified (Missing Data),-1.0,0,0
57322,Nobel Group Limited,XX,0,Unverified (Missing Data),-1.0,0,0
57321,AMINET WOJTAS MACIEJ,XX,0,Unverified (Missing Data),0.0,0,0
5732,"Sprint, Sprintlink Engineering",XX,0,Unverified (Missing Data),-1.0,0,0
57319,"JSC ""Tander""",XX,0,Unverified (Missing Data),-1.0,0,0
57317,Servermeile GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57316,MED.CO (MEDICAL COMPANY) SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57314,PKI LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57313,Puustelli Group Oy,XX,0,Unverified (Missing Data),-1.0,0,0
57312,E.Soft Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57311,ADMINS UA LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57310,ISONYS SAS,XX,0,Unverified (Missing Data),-1.0,0,0
5731,"AT&T Enterprises, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
57309,Ltd OnLine,XX,0,Unverified (Missing Data),-1.0,0,0
57307,Blaze Networks Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57306,Rambler Internet Holding LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57305,Comarch S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
57304,RETN Russia,XX,0,Unverified (Missing Data),-1.0,0,0
57303,VektorTech Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57302,mernet internet hizmetleri elektronik esya ithalat ihracat sanayi ve ticaret limited sirketi,XX,0,Unverified (Missing Data),-1.0,0,0
57300,Comuni Riuniti XL s.r.l.,XX,0,Unverified (Missing Data),-1.0,0,0
5730,"AT&T Enterprises, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
573,United States Department of Defense (DoD),XX,0,Unverified (Missing Data),-1.0,0,0
57326,Infotreat SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57328,DD-IX Route Servers,XX,0,Unverified (Missing Data),-1.0,0,0
57354,SYSTEMA Ltd,XX,0,Unverified (Missing Data),0.0,0,0
57329,Centro di Produzione Spa,XX,0,Unverified (Missing Data),-1.0,0,0
57353,vitroconnect GmbH,XX,0,Unverified (Missing Data),0.31,0,0
57352,Federal State Unitary Enterprise Rossiya Segodnya International Information Agency,XX,0,Unverified (Missing Data),-1.0,0,0
57350,European Maritime Safety Agency,XX,0,Unverified (Missing Data),-1.0,0,0
5735,Galt Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
57349,DEPS INVEST LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57348,Oxya FRANCE SA,XX,0,Unverified (Missing Data),-1.0,0,0
57347,eTarg Media ApS,XX,0,Unverified (Missing Data),-1.0,0,0
57346,B&B Hotels SAS,XX,0,Unverified (Missing Data),-1.0,0,0
57345,MB Energy GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57344,Telehouse EAD,XX,0,Unverified (Missing Data),0.13,0,0
57343,Digimat S.P.A.,XX,0,Unverified (Missing Data),-1.0,0,0
57342,NetzNutz GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57341,"FINANCIAL COMPANY ""FINANCIAL SOLUTIONS CENTER"" LTD",XX,0,Unverified (Missing Data),-1.0,0,0
57340,INTERSPACE DOOEL Skopje,XX,0,Unverified (Missing Data),-1.0,0,0
5734,Telkom SA Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57339,TAN Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57338,Florian Elke,XX,0,Unverified (Missing Data),-1.0,0,0
57337,VR Telecom SL,XX,0,Unverified (Missing Data),-1.0,0,0
57335,AAGlenn Internetworking Company,XX,0,Unverified (Missing Data),-1.0,0,0
57334,"SPB State Unitary Enterprise ""ATS Smolnogo""",XX,0,Unverified (Missing Data),-1.0,0,0
57333,KaspiyTelekom Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57332,"TOM-NET s.c. Dariusz Koper, Radoslaw Koper",XX,0,Unverified (Missing Data),7.6,0,0
57331,"Republican Unitary Enterprise Research and Development ""Center of Information Resources and Communications""",XX,0,Unverified (Missing Data),-1.0,0,0
57330,"Sichuan Giraffe Technology Co., Ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
5733,Monroe County,XX,0,Unverified (Missing Data),-1.0,0,0
57411,Novotehniks LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57414,eustream as,XX,0,Unverified (Missing Data),-1.0,0,0
57415,"""R-TEL"" LLC",XX,0,Unverified (Missing Data),-1.0,0,0
57503,OOO Taxtelecom,XX,0,Unverified (Missing Data),-1.0,0,0
57501,JSC UNECO,XX,0,Unverified (Missing Data),-1.0,0,0
57500,DOCENTRIS SRL,XX,0,Unverified (Missing Data),-1.0,0,0
5750,FlexNet Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
575,"Headquarters, USAISC",XX,0,Unverified (Missing Data),-1.0,0,0
57499,"Ministarstvo,mora,prometa i infrastrukture",XX,0,Unverified (Missing Data),-1.0,0,0
57498,SMART-M SOLUTIONS LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57497,Faraso Samaneh Pasargad Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57496,Praha1.net z.s.p.o.,XX,0,Unverified (Missing Data),-1.0,0,0
57495,CONNET - RO SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57494,Adman LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57493,PE Nikishkin Aleksandr Volodymyrovich,XX,0,Unverified (Missing Data),-1.0,0,0
57492,Host4Biz sp. z o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
57491,KIM-RAY Ltd.,XX,0,Unverified (Missing Data),11.39,0,0
57490,Satellite Telecom LTD.,XX,0,Unverified (Missing Data),-1.0,0,0
5749,Peets Coffee & Tea,XX,0,Unverified (Missing Data),-1.0,0,0
57489,"LLC ""Telecom-Uslugi""",XX,0,Unverified (Missing Data),-1.0,0,0
57488,Avena Technologie Beata Szulc,XX,0,Unverified (Missing Data),-1.0,0,0
57487,Advanced Solutions LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57486,Optel Telekom Tim d.o.o.,XX,0,Unverified (Missing Data),0.0,0,0
57485,Interparts Online BV,XX,0,Unverified (Missing Data),-1.0,0,0
57484,"National Research Center ""Kurchatov Institute""",XX,0,Unverified (Missing Data),-1.0,0,0
57483,Ian Chilton,XX,0,Unverified (Missing Data),-1.0,0,0
57482,PJSC Promsvyazbank,XX,0,Unverified (Missing Data),-1.0,0,0
57481,Henry El Bahnasawy,XX,0,Unverified (Missing Data),-1.0,0,0
57480,Adam Siemieniako Projectpol,XX,0,Unverified (Missing Data),-1.0,0,0
57502,Dolder Hotel AG,XX,0,Unverified (Missing Data),-1.0,0,0
57504,Telemagic B.V.,XX,0,Unverified (Missing Data),-1.0,0,0
57479,RIFT ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57505,Data Felix srl,XX,0,Unverified (Missing Data),-1.0,0,0
57528,Ekassir-Banking Systems LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57527,IT Workz B.V.,XX,0,Unverified (Missing Data),-1.0,0,0
57526,"LLC ""Uralskie Seti""",XX,0,Unverified (Missing Data),-1.0,0,0
57525,GRANDI NAVI VELOCI SPA,XX,0,Unverified (Missing Data),-1.0,0,0
57524,WEBTEAM TELEKOMUNIKACJA SP. Z O. O. SPOLKA KOMANDYTOWA,XX,0,Unverified (Missing Data),-1.0,0,0
57523,Chang Way Technologies Co. Limited,XX,0,Unverified (Missing Data),-1.0,0,0
57522,BAHNHOF AS,XX,0,Unverified (Missing Data),-1.0,0,0
57521,Simplysoft GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57520,SKYLINE NETWORK sp. z o. o.,XX,0,Unverified (Missing Data),-1.0,0,0
5752,GBIS Holdings Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
57519,LTD Bukovel,XX,0,Unverified (Missing Data),-1.0,0,0
57518,Terrence de Kat,XX,0,Unverified (Missing Data),-1.0,0,0
57517,Ministrstvo za notranje zadeve,XX,0,Unverified (Missing Data),-1.0,0,0
57516,Bite Latvia (MITS),XX,0,Unverified (Missing Data),-1.0,0,0
57515,AT&T Global Network Services Nederland B.V.,XX,0,Unverified (Missing Data),-1.0,0,0
57514,Cloudbase Solutions Srl,XX,0,Unverified (Missing Data),-1.0,0,0
57513,Mobile interim company 1 S.A.L.,XX,0,Safe (Missing Data),99.73,0,0
57512,"OOO ""Sportmaster""",XX,0,Unverified (Missing Data),-1.0,0,0
57511,Innovative Telecom Systems FZE,XX,0,Unverified (Missing Data),-1.0,0,0
57510,"JSC ""Transstroibank""",XX,0,Unverified (Missing Data),-1.0,0,0
5751,Sytex Access Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57509,L&L Investment Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57508,Alza ehf,XX,0,Unverified (Missing Data),-1.0,0,0
57507,Sokom S.r.l.,XX,0,Unverified (Missing Data),-1.0,0,0
57506,POLITIETS IT-ENHET,XX,0,Unverified (Missing Data),-1.0,0,0
5748,"BB-Net, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
57478,DAR.NET Sp. z o.o.,XX,0,Unverified (Missing Data),0.0,0,0
57417,Whooz Entertainment Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57445,Administration of the President of Georgia,GE,0,VULNERABLE (No Coverage),-1.0,2,2
57443,Oshno group LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57442,FOP Gradil Galuna Ivanivna,XX,0,Unverified (Missing Data),-1.0,0,0
57441,"Municipal Company ""Kharkov Metropolitan""",XX,0,Unverified (Missing Data),-1.0,0,0
57440,CleverEnable B.V.,XX,0,Safe (Missing Data),100.0,0,0
5744,United States Patent and Trademark Office,XX,0,Unverified (Missing Data),-1.0,0,0
57439,Red Lily Internet Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
57438,"Federal State Budgetary Educational Institution of Higher Education ""Krasnoyarsk State Medical University named after Professor V.F. Voino-Yasenetsky"" of the Ministry of Health of the Russian Federation",XX,0,Unverified (Missing Data),-1.0,0,0
57437,thyssenkrupp Information Management GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57435,APS Bank P.L.C.,XX,0,Unverified (Missing Data),-1.0,0,0
57434,Kompyuternaya Firma Bagira Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57433,intercolo GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57431,Neatliekamas Medicinas Palidzibas dienests,XX,0,Unverified (Missing Data),-1.0,0,0
57430,KOBA Sp. z o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
5743,Port Metro Vancouver,XX,0,Unverified (Missing Data),-1.0,0,0
57429,Ming-Ray Hsu,XX,0,Unverified (Missing Data),-1.0,0,0
57428,SD Intelect SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57425,The Chelyabinsk regional fund of Obligatory Medical insurance,XX,0,Unverified (Missing Data),-1.0,0,0
57424,"Limited liability company ""New Line""",XX,0,Unverified (Missing Data),-1.0,0,0
57423,Sigterm AS,XX,0,Unverified (Missing Data),-1.0,0,0
57422,Pautina.Net LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57421,Gorset Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57420,"LLC ""Foratelecom""",XX,0,Unverified (Missing Data),-1.0,0,0
5742,Fidium,XX,0,Unverified (Missing Data),0.0,0,0
57419,FLEX TR Bilisim Sanayi Ticaret Ltd. Sti.,XX,0,Unverified (Missing Data),-1.0,0,0
57418,VIP-TELECOM LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57444,"INSTITUTUL NATIONAL DE CERCETARI AEROSPATIALE ""ELIE CARAFOLI"" - I.N.C.A.S SA",XX,0,Unverified (Missing Data),-1.0,0,0
57446,Telemont Service S.R.L.,XX,0,Unverified (Missing Data),-1.0,0,0
57477,Monsternet Highland Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57447,DLL TEKNOLOJI VERI MERKEZI HIZMETLERI ANONIM SIRKETI,XX,0,Unverified (Missing Data),-1.0,0,0
57476,P.P.H.U A&K Chamerlinscy s.j.,XX,0,Unverified (Missing Data),0.0,0,0
57475,LightStorm Services s.r.o.,XX,0,Unverified (Missing Data),-1.0,0,0
57474,Nazhin Sepahan IT and data processing plc,XX,0,Unverified (Missing Data),-1.0,0,0
57473,"Education Managment Information System ""EMIS""",XX,0,Safe (Missing Data),98.59,0,0
57472,"JR-NET, s.r.o.",XX,0,Unverified (Missing Data),-1.0,0,0
57471,Orbita plus Vyazma Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57470,Erik Herburger,XX,0,Unverified (Missing Data),-1.0,0,0
5747,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),XX,0,Unverified (Missing Data),-1.0,0,0
57469,Azienda Pubbliservizi Brunico,XX,0,Unverified (Missing Data),0.0,0,0
57468,AZA TELECOM SAS,XX,0,Unverified (Missing Data),-1.0,0,0
57466,Eurasian Trade System Commodity Exchange OJSC,XX,0,Unverified (Missing Data),-1.0,0,0
57465,exaSys AG,XX,0,Unverified (Missing Data),-1.0,0,0
57464,ADI COM SOFT SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57463,NetIX Communications JSC,XX,0,Unverified (Missing Data),-1.0,0,0
57461,Poshtkar Rayaneh Kharg Company PJS,XX,0,Unverified (Missing Data),-1.0,0,0
57460,PE Scherban Evgeniy Aleksandrovich,XX,0,Unverified (Missing Data),-1.0,0,0
57458,Global Arabian For Modern Applications LTD.,XX,0,Unverified (Missing Data),-1.0,0,0
57457,Asan Pardakht Persian Co. LTD,XX,0,Unverified (Missing Data),-1.0,0,0
57456,Intek-Mytischi LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57455,Filanco Ukraine Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57454,Uniconnect Srl,XX,0,Unverified (Missing Data),-1.0,0,0
57452,Summit Systems Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57451,SITILAYN Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
5745,Organizacion Panamericana de la Salud,XX,0,Unverified (Missing Data),-1.0,0,0
57449,"LTD ""ARENTEL""",XX,0,Unverified (Missing Data),-1.0,0,0
57299,MILICRON RESEARCH SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57297,REGIE DES TRANSPORTS METROPOLITAINS,XX,0,Unverified (Missing Data),-1.0,0,0
57066,Yleisradio Oy,XX,0,Unverified (Missing Data),-1.0,0,0
57138,Mullvad DNS (LOCIX LIMITED),XX,0,Unverified (Missing Data),-1.0,0,0
57149,"LLC ""Internet-Technology""",XX,0,Unverified (Missing Data),-1.0,0,0
57148,Bytehouse Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57147,Tradelogiq Markets Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
57146,Trustteam Nederland BV,XX,0,Unverified (Missing Data),-1.0,0,0
57145,Federal Compulsory Health Insurance Fund,XX,0,Unverified (Missing Data),-1.0,0,0
57144,BCC SISTEMI INFORMATICI S.P.A.,XX,0,Unverified (Missing Data),-1.0,0,0
57143,Abu Dhabi University LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57142,Fiber 23 SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57141,TELWAN SAS,XX,0,Unverified (Missing Data),-1.0,0,0
57140,XFERA Moviles S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
5714,HP Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
57139,SYBEST LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57137,SIEVERS-SNC Beteiligungs GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57296,MultiCarta Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57136,Viva Telecom SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57135,"Open joint-stock company ""Naftan""",XX,0,Unverified (Missing Data),-1.0,0,0
57134,Multimedia-Net doo Skopje,XX,0,Unverified (Missing Data),80.95,0,0
57133,CONTROL PANEL SARL,XX,0,Unverified (Missing Data),-1.0,0,0
57132,"Biblioteca Judeteana ""Panait Istrati"" Braila",XX,0,Unverified (Missing Data),-1.0,0,0
57131,IP Osteraker AB,XX,0,Safe (Missing Data),100.0,0,0
57130,Secpral COM SRL,XX,0,Unverified (Missing Data),-1.0,0,0
5713,Telkom SA Ltd.,XX,0,Unverified (Missing Data),0.64,0,0
57129,GidPro BV,XX,0,Unverified (Missing Data),-1.0,0,0
57128,"JSC ""Ufanet""",XX,0,Unverified (Missing Data),-1.0,0,0
57127,Internet Exchange Association of Georgia,XX,0,Unverified (Missing Data),-1.0,0,0
57126,ADRIA SRL,XX,0,Unverified (Missing Data),-1.0,0,0
5715,"Inteliquent, inc.",XX,0,Unverified (Missing Data),-1.0,0,0
57150,Transactium Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57151,Stockholm Internet eXchange AB,XX,0,Unverified (Missing Data),-1.0,0,0
57152,TEKNET VERI MERKEZI HIZMETLERI A.S.,XX,0,Unverified (Missing Data),0.0,0,0
57177,United Romanian Breweries Bereprod S.R.L.,XX,0,Unverified (Missing Data),-1.0,0,0
57176,ACCESA IT SYSTEMS SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57175,Tianhai InfoTech Limited,XX,0,Unverified (Missing Data),-1.0,0,0
57174,Nets and Services JCS,XX,0,Unverified (Missing Data),-1.0,0,0
57173,Tersedia SAS,XX,0,Unverified (Missing Data),-1.0,0,0
57172,Global Layer B.V.,XX,0,Safe (Missing Data),100.0,0,0
57171,American University of Sharjah,XX,0,Unverified (Missing Data),-1.0,0,0
57170,GRUPA AZOTY S.A,XX,0,Unverified (Missing Data),-1.0,0,0
5717,"World Information Network, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
57169,EDIS GmbH,XX,0,Unverified (Missing Data),1.22,0,0
57168,Amito Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57167,Maksym Rivtin,XX,0,Unverified (Missing Data),-1.0,0,0
57166,Stefan Brand-Epprecht,XX,0,Unverified (Missing Data),-1.0,0,0
57164,Viacheslav Fitiunin,XX,0,Unverified (Missing Data),0.0,0,0
57163,Zayed University,XX,0,Unverified (Missing Data),-1.0,0,0
57162,"Ardshinbank, CJSC",XX,0,Unverified (Missing Data),-1.0,0,0
57161,Netcalibre Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57160,Golovin Vadim Victorovich,XX,0,Unverified (Missing Data),-1.0,0,0
5716,"Cyber Access Internet Communications, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
57159,EVER Neuro Pharma GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57158,ISP Alliance a.s.,XX,0,Unverified (Missing Data),-1.0,0,0
57157,bi. SAS,XX,0,Unverified (Missing Data),-1.0,0,0
57155,Contingency Networks Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57154,Stadtwerke Konstanz GmbH,XX,0,Unverified (Missing Data),0.0,0,0
57153,TeleSystem LLC.,XX,0,Unverified (Missing Data),-1.0,0,0
57124,Gemeente Maastricht,XX,0,Unverified (Missing Data),-1.0,0,0
57123,OOO Garant,XX,0,Unverified (Missing Data),-1.0,0,0
57122,PSP Bulgaria Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57095,Rackhost Zrt.,XX,0,Unverified (Missing Data),-1.0,0,0
57093,Yalta-TV KOM Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57091,LLC Interion,XX,0,Unverified (Missing Data),-1.0,0,0
57090,ASN Bank N.V.,XX,0,Unverified (Missing Data),-1.0,0,0
5709,Kiwifruit Marketing Board,XX,0,Unverified (Missing Data),-1.0,0,0
57089,5POINT AG,XX,0,Unverified (Missing Data),-1.0,0,0
57088,i3D.net B.V,XX,0,Unverified (Missing Data),-1.0,0,0
57087,JYSK A/S,XX,0,Unverified (Missing Data),-1.0,0,0
57083,Bastads Kommun,XX,0,Unverified (Missing Data),-1.0,0,0
57082,SELGROS CASH&CARRY SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57081,"Scarfbot Technologies, s.r.o.",XX,0,Unverified (Missing Data),-1.0,0,0
57080,Yohan FRESNEAU,XX,0,Unverified (Missing Data),-1.0,0,0
5708,Universidad Autonoma de Guerrero,XX,0,Unverified (Missing Data),-1.0,0,0
57079,"JSC ""ER-Telecom Holding""",XX,0,Unverified (Missing Data),-1.0,0,0
57078,"Limited Liability Company ""RAPPORTO""",XX,0,Unverified (Missing Data),-1.0,0,0
57077,AB-NET s.r.o.,XX,0,Safe (Missing Data),100.0,0,0
57076,Maximum-Net LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57075,Slashme BV,XX,0,Unverified (Missing Data),-1.0,0,0
57074,Waytel Fibra SL,XX,0,Unverified (Missing Data),-1.0,0,0
57073,LLC Wildberries,XX,0,Unverified (Missing Data),-1.0,0,0
57071,AGRII ROMANIA SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57070,ITCOM Shpk,XX,0,Safe (Missing Data),100.0,0,0
5707,The University of Texas Health Science Center at Houston,XX,0,Unverified (Missing Data),-1.0,0,0
57069,Dempsey and Clark s.r.o.,XX,0,Unverified (Missing Data),-1.0,0,0
57068,Dailymotion S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
57067,KEYANA Information Technology Co. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57094,JYSK SE,XX,0,Unverified (Missing Data),-1.0,0,0
57098,Imedia Plus Group SA,XX,0,Unverified (Missing Data),-1.0,0,0
57121,Piotr Bukowczyk trading as IT Systematic Group,XX,0,Unverified (Missing Data),1.02,0,0
57099,Boundless Networks Limited,XX,0,Unverified (Missing Data),0.0,0,0
57120,TMK Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
5712,RCN,XX,0,Unverified (Missing Data),-1.0,0,0
57119,NAITWAYS SAS,XX,0,Unverified (Missing Data),-1.0,0,0
57118,CommunityRack.org Verein,XX,0,Unverified (Missing Data),-1.0,0,0
57117,Rural Servicios Informaticos SL,XX,0,Unverified (Missing Data),-1.0,0,0
57116,Health Insurance Fund of Macedonia,XX,0,Unverified (Missing Data),-1.0,0,0
57115,Vautron Rechenzentrum AG,XX,0,Unverified (Missing Data),-1.0,0,0
57114,Dedishack Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
57113,TVIPTEL LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57112,F2X Operator B.V.,XX,0,Unverified (Missing Data),0.0,0,0
57111,NOVA NETWORKS S.R.L.,XX,0,Unverified (Missing Data),-1.0,0,0
57110,Aaran Perry,XX,0,Unverified (Missing Data),-1.0,0,0
5711,"CyberStream Information Services, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
57109,Pro-Revizor LLC.,XX,0,Unverified (Missing Data),-1.0,0,0
57108,Atlanta LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57107,"Federal State Unitary Enterprise ""Russian Satellite Communication Company""",XX,0,Unverified (Missing Data),-1.0,0,0
57106,ip-it consult GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
57105,SUNIMPROF ROTTAPRINT SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57104,Forex Club International LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57103,Nomotech SAS,FR,0,PARTIAL (Mixed Feeds),-1.0,2,3
57102,Elektron-Service LLC.,XX,0,Safe (Missing Data),100.0,0,0
57101,WADOWICENET SP Z O O,XX,0,Unverified (Missing Data),0.18,0,0
57100,Individual entrepreneur Dyachenko Valentina Ivanovna,XX,0,Unverified (Missing Data),0.0,0,0
5710,NBT BANCORP INC.,XX,0,Unverified (Missing Data),-1.0,0,0
571,United States Department of Defense (DoD),XX,0,Unverified (Missing Data),-1.0,0,0
57179,IELO-LIAZO SERVICES SAS,XX,0,Unverified (Missing Data),-1.0,0,0
5718,"CherryRoad Technologies, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
57180,Star Net Alba SRL,XX,0,Unverified (Missing Data),-1.0,0,0
5727,"AT&T Enterprises, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
57266,Alexander Huynh,XX,0,Unverified (Missing Data),-1.0,0,0
57265,STORYBEL SNC,XX,0,Unverified (Missing Data),-1.0,0,0
57264,OPTICONN SRL,XX,0,Unverified (Missing Data),-1.0,0,0
57263,Bogusz Tucholski and Michal Senger trading as Elbonet Sp.J.,XX,0,Unverified (Missing Data),11.06,0,0
57262,"Les Folies, d.o.o. Cacak",XX,0,Unverified (Missing Data),-1.0,0,0
57261,YarTV Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
57260,feratel Schweiz AG,XX,0,Unverified (Missing Data),-1.0,0,0
5726,"InterWorld Communications, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
57258,SW IT Solutions Sp. z o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
57257,Zorins LLC,XX,0,Unverified (Missing Data),-1.0,0,0
57256,Pros-Services S.A.R.L.,XX,0,Safe (Missing Data),100.0,0,0
57255,Piotr Platek trading as Platkom Tele-Informatyka,XX,0,Unverified (Missing Data),0.0,0,0
57254,FHU SKANET Wojciech Capek,PL,0,VULNERABLE (No Coverage),-1.0,1,1
57251,LLC Intelcom,XX,0,Unverified (Missing Data),-1.0,0,0
57250,Ru.Net Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
5725,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
57249,EDGE NPD,XX,0,Unverified (Missing Data),-1.0,0,0
