asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds
16502,City of Phoenix,XX,0,SECURE (Full Coverage),-1.0,0,2
16503,Zayo Bandwidth,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16525,KBR,XX,0,PARTIAL (Mixed Feeds),-1.0,3,4
16434,"Hitachi Cable Manchester, INC",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16435,Fluke Electronics,XX,0,SECURE (Full Coverage),-1.0,0,2
16436,Az Airnet,XX,0,SECURE (Full Coverage),-1.0,0,2
16437,Infinity Broadband Ltd,XX,0,SECURE (Full Coverage),-1.0,0,1
16438,Satelcom Internet Inc.,XX,0,SECURE (Full Coverage),-1.0,0,1
16439,Groupe Canam,XX,0,Stub / Leaf,-1.0,0,0
16440,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16441,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16442,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16443,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16444,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16445,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16413,Telebermuda International Limited,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16470,WingNET Internet Services,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16415,ALORICA INC,XX,0,Stub / Leaf,-1.0,0,0
16418,Noanet S.A.,XX,0,Stub / Leaf,-1.0,0,0
16419,Capital One Financial Corporation,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16420,"Mac Mini Colos, LLC",XX,0,Stub / Leaf,-1.0,0,0
16421,Realogy Group LLC,XX,0,Stub / Leaf,-1.0,0,0
16422,"New Skies Satellites, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16423,NETTOGO,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16424,Linn Benton Lincoln Education Service District,XX,0,Stub / Leaf,-1.0,0,0
16425,"FirstLight Fiber, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16426,City of Columbus,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16427,Mirae Asset Securities (USA) Inc.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16428,"Store Financial Services, LLC",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16429,TEGNA Inc.,XX,0,SECURE (Full Coverage),-1.0,0,1
16414,Truespeed Internet Services,XX,0,Stub / Leaf,-1.0,0,0
16471,Adexus S.A.,XX,0,Stub / Leaf,-1.0,0,0
16472,Cisco Webex LLC,XX,0,Stub / Leaf,-1.0,0,0
16473,"AT&T Enterprises, LLC",XX,0,Stub / Leaf,-1.0,0,0
16474,Responsys Inc.,XX,0,Stub / Leaf,-1.0,0,0
16475,Brock University,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16476,"FROSTY ACRES BRANDS, INC.",XX,0,Stub / Leaf,-1.0,0,0
16477,Nielsen Consumer LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,4,10
16478,Colonial IU 20,XX,0,SECURE (Full Coverage),-1.0,0,3
16446,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16447,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16448,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16449,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16450,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16433,NORTH CENTRAL TELEPHONE COOPERATIVE CORPORATION,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16452,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16453,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16454,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16455,"MeridianLink, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16456,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16457,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16458,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16459,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16460,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16461,The University of Texas at El Paso,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16430,University of Southern Mississippi,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16431,"The Clark Construction Group, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16432,Discover Financial Services,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
16451,M2ngage Telecommunications II Corp.,XX,0,Stub / Leaf,-1.0,0,0
16618,Finastra USA Corporation,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
16619,Georgia Institute of Technology,XX,0,SECURE (Full Coverage),-1.0,0,2
16620,"Alcazar Networks, Inc",XX,0,SECURE (Full Coverage),-1.0,0,1
16621,Dark Horse Networks,XX,0,Stub / Leaf,-1.0,0,0
16622,Novarad Corporation,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16623,Alberta Health Services,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
16624,Hydro Quebec,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
16625,"Akamai Technologies, Inc.",XX,0,PARTIAL (Mixed Feeds),-1.0,3,6
16626,zColo,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16627,Board of Commissioners of the County of Allen,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16628,DedFiberCo,XX,0,SECURE (Full Coverage),-1.0,0,2
16631,"Cogent Communications, LLC",XX,0,Stub / Leaf,-1.0,0,0
16597,South Plains College,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16542,Mortgage Gauranty Insurance Corp,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16599,Bentley Systems,XX,0,PARTIAL (Mixed Feeds),-1.0,2,6
16600,University of Texas Health Science Center at Tyler,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16601,Calexico Business Technologies,XX,0,SECURE (Full Coverage),-1.0,0,1
16602,"Optima Medical Group, P.A.",XX,0,Stub / Leaf,-1.0,0,0
16603,HostDrive.Com,XX,0,Stub / Leaf,-1.0,0,0
16604,HUNTEL.NET,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
16605,Telephone de St-Ephrem inc.,XX,0,Stub / Leaf,-1.0,0,0
16608,"Kentec Communications, Inc.",XX,0,SECURE (Full Coverage),-1.0,0,1
16609,"The Aero Group, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16610,"Bluebird Wireless Broadband Services, L.L.C.",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16612,"NEIT Services, LLC",XX,0,SECURE (Full Coverage),-1.0,0,1
16613,SYNERGY BROADBAND,XX,0,Stub / Leaf,-1.0,0,0
16614,"Starwire Technologies, LLC",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16598,BCAA,XX,0,SECURE (Full Coverage),-1.0,0,1
16654,Vero Broadband,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16655,Hartwick College,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16656,IBASIS INC.,XX,0,Stub / Leaf,-1.0,0,0
16657,Crown Castle Fiber LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16658,"Panavision International, L.P.",XX,0,Stub / Leaf,-1.0,0,0
16659,Crown Castle USA,XX,0,SECURE (Full Coverage),-1.0,0,1
16660,Capital One Financial Corporation,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16661,Hack This LLC,XX,0,SECURE (Full Coverage),-1.0,0,1
16662,AstraZeneca Pharmaceuticals LP,XX,0,Stub / Leaf,-1.0,0,0
16663,Uol Colombia,XX,0,Stub / Leaf,-1.0,0,0
16632,Edlio Inc,XX,0,Stub / Leaf,-1.0,0,0
16633,"N-able Technologies, Inc.",XX,0,SECURE (Full Coverage),-1.0,0,3
16634,"AMERIPRISE FINANCIAL SERVICES, LLC",XX,0,Stub / Leaf,-1.0,0,0
16617,CISP,XX,0,PARTIAL (Mixed Feeds),-1.0,2,6
16636,The Colonial Williamsburg Foundation,XX,0,SECURE (Full Coverage),-1.0,0,2
16638,Corning Incorporated,XX,0,SECURE (Full Coverage),-1.0,0,1
16639,"Iron Bow Technologies, LLC",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16640,First-Citizens Bank & Trust Company,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16641,"ACBB-BITS, LLC",XX,0,SECURE (Full Coverage),-1.0,0,2
16642,"The Ogilvy Group, LLC",XX,0,SECURE (Full Coverage),-1.0,0,2
16643,Virginia Commonwealth University,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16644,Zangmeister cancer Center,XX,0,Stub / Leaf,-1.0,0,0
16645,"EPIQ Systems, Inc",XX,0,PARTIAL (Mixed Feeds),-1.0,2,7
16646,BI-LO LLC,XX,0,Stub / Leaf,-1.0,0,0
16647,"Perimeterwatch Technologies, INC",XX,0,SECURE (Full Coverage),-1.0,0,1
16615,Unknown,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16616,Country Wireless,XX,0,Stub / Leaf,-1.0,0,0
16635,Pomona Consulting LLC,XX,0,Stub / Leaf,-1.0,0,0
16579,"BT Americas, Inc",XX,0,Stub / Leaf,-1.0,0,0
16580,Athabasca University,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16548,East Penn Manufacturing,XX,0,SECURE (Full Coverage),-1.0,0,2
16549,Papillion La Vista Community Schools,XX,0,Stub / Leaf,-1.0,0,0
16550,Google LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16553,"Equinix, Inc.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16554,"Cloud Source, Inc.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16555,"Henkels and McCoy, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16556,"TotalChoice Hosting, LLC",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16558,TOWER GROUP INTERNATIONAL,XX,0,Stub / Leaf,-1.0,0,0
16559,"RealConnect, Inc",XX,0,PARTIAL (Mixed Feeds),-1.0,1,5
16560,"Silvervine, Inc",XX,0,SECURE (Full Coverage),-1.0,0,3
16561,SAP America Inc.,XX,0,Stub / Leaf,-1.0,0,0
16581,Deep Infra Inc.,XX,0,SECURE (Full Coverage),-1.0,0,4
16563,"Nexum, Inc.",XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
16564,Adamswells Internet,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16531,TOPNET SA de CV,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16532,B2B2C Inc,XX,0,SECURE (Full Coverage),-1.0,0,1
16533,Safety Insurance Company,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16534,Cboe,XX,0,SECURE (Full Coverage),-1.0,0,2
16535,Echostar Purchasing Corporation,XX,0,Stub / Leaf,-1.0,0,0
16536,HP Inc.,XX,0,Stub / Leaf,-1.0,0,0
16537,"Vendio Services, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16538,Pacific Disaster Center,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16539,"Amerant Bank, N.A.",XX,0,Stub / Leaf,-1.0,0,0
16540,Wave Broadband,XX,0,Stub / Leaf,-1.0,0,0
16541,"Erickson Living Management, LLC",XX,0,SECURE (Full Coverage),-1.0,0,2
16562,Mountain View Telephone Company,XX,0,Stub / Leaf,-1.0,0,0
16582,"NEXT LEVEL INTERNET, INC.",XX,0,SECURE (Full Coverage),-1.0,0,3
16583,Care Factor Computer Services Inc,XX,0,SECURE (Full Coverage),-1.0,0,2
16584,"IonSwitch, LLC",XX,0,Stub / Leaf,-1.0,0,0
16585,STORCK USA,XX,0,Stub / Leaf,-1.0,0,0
16586,"T-Mobile USA, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16587,"Friday, Eldredge & Clark, LLP",XX,0,SECURE (Full Coverage),-1.0,0,1
16588,"Politico, LLC",XX,0,SECURE (Full Coverage),-1.0,0,1
16589,Wired Tech LLC,XX,0,Stub / Leaf,-1.0,0,0
16590,"DGF Services, LLC",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16591,Google Fiber Inc.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,9
16593,First Merchants Corporation,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16594,COMPUGRAF Serviços Ltda,XX,0,SECURE (Full Coverage),-1.0,0,3
16595,The Toro Company,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16578,Lanset America Corporation,XX,0,SECURE (Full Coverage),-1.0,0,2
16565,First Hawaiian Bank,XX,0,SECURE (Full Coverage),-1.0,0,3
16566,Desert Sky Software,XX,0,Stub / Leaf,-1.0,0,0
16567,Netrix LLC,XX,0,SECURE (Full Coverage),-1.0,0,2
16568,PROMEGA CORPORATION,XX,0,PARTIAL (Mixed Feeds),-1.0,2,4
16569,City of Calgary,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
16570,AgniCorp Inc.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16571,Kings Daughters Medical Center,XX,0,SECURE (Full Coverage),-1.0,0,2
16572,"AT&T Enterprises, LLC",XX,0,Stub / Leaf,-1.0,0,0
16573,Santa Monica Community College District,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16574,Gtek Computers LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,1,5
16575,Hanover College,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16576,Codex Streaming Company LLC,XX,0,SECURE (Full Coverage),-1.0,0,1
16577,DIGITAL EDGE VENTURES INC.,XX,0,SECURE (Full Coverage),-1.0,0,1
16596,Universidad Autonoma del Estado de Baja California,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16230,LIR Limited,XX,0,Stub / Leaf,-1.0,0,0
16232,Telecom Italia S.p.A.,XX,0,SECURE (Full Coverage),-1.0,0,1
16234,Tafjord Connect AS,XX,0,Stub / Leaf,-1.0,0,0
16190,LIR LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16191,B.B.Bell SPA,XX,0,Stub / Leaf,-1.0,0,0
16192,Rom Electronic Company SRL,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16193,BORICA AD,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16194,Inetum Belgium NV,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16195,Michael Orth,XX,0,Stub / Leaf,-1.0,0,0
16197,Innovanti Limited,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16199,SC Megadata SRL,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16200,GeniusMind S.A.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16202,Tele Columbus AG (Pÿur / Pyur),XX,0,VULNERABLE (No Coverage),-1.0,1,1
16398,Supermicro Computer,XX,0,SECURE (Full Coverage),-1.0,0,1
16204,Network Services Ltd.,XX,0,Stub / Leaf,-1.0,0,0
16206,XFERA Moviles S.A.,XX,0,Stub / Leaf,-1.0,0,0
16210,WIIT S.p.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16211,CELESTE SAS,XX,0,Stub / Leaf,-1.0,0,0
16169,BITAR NET SARL,XX,0,Stub / Leaf,-1.0,0,0
16171,Fulnett Limited,XX,0,PARTIAL (Mixed Feeds),-1.0,3,7
16173,OOO CQGI Rus,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16174,Intuitiv Ltd.,XX,0,SECURE (Full Coverage),-1.0,0,3
16175,Signal Bredband AS,XX,0,SECURE (Full Coverage),-1.0,0,1
16176,MegaLine Ltd.,XX,0,Stub / Leaf,-1.0,0,0
16177,equensWorldline SE,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16178,Logosoft d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16179,"JSC ""ER-Telecom Holding""",XX,0,Stub / Leaf,-1.0,0,0
16203,NCG Banco SA,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16212,Telesat International Ltd,XX,0,SECURE (Full Coverage),-1.0,0,1
2219,Renater,XX,0,Stub / Leaf,-1.0,0,0
2220,Renater,XX,0,Stub / Leaf,-1.0,0,0
2221,Renater,XX,0,Stub / Leaf,-1.0,0,0
2222,Renater,XX,0,Stub / Leaf,-1.0,0,0
2223,Renater,XX,0,Stub / Leaf,-1.0,0,0
2224,Renater,XX,0,Stub / Leaf,-1.0,0,0
2225,Renater,XX,0,Stub / Leaf,-1.0,0,0
2226,Renater,XX,0,Stub / Leaf,-1.0,0,0
2227,Renater,XX,0,Stub / Leaf,-1.0,0,0
2228,Renater,XX,0,Stub / Leaf,-1.0,0,0
2229,Renater,XX,0,Stub / Leaf,-1.0,0,0
2230,Renater,XX,0,Stub / Leaf,-1.0,0,0
16229,Primetel PLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
2232,Renater,XX,0,Stub / Leaf,-1.0,0,0
2233,Renater,XX,0,Stub / Leaf,-1.0,0,0
2202,Renater,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16213,"Tavria-V, Ltd.",XX,0,Stub / Leaf,-1.0,0,0
16214,C.E.R.I.S.T.,XX,0,Stub / Leaf,-1.0,0,0
16218,"Ingo Assion trading as ""IACD Systemhaus GmbH""",XX,0,PARTIAL (Mixed Feeds),-1.0,7,12
16220,Civil Engineering University of Bucharest,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16221,Init7 (Switzerland) Ltd.,XX,0,SECURE (Full Coverage),-1.0,0,1
16222,Fort Ltd,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16224,Verizon UK Limited,XX,0,Stub / Leaf,-1.0,0,0
16226,Internet & Telecom Solutions Ltd.,XX,0,Stub / Leaf,-1.0,0,0
16227,Vip Line Telecom Ltd.,XX,0,Stub / Leaf,-1.0,0,0
16228,Pohjoisen Keski-Suomen Verkkopalvelut Oy,XX,0,VULNERABLE (No Coverage),-1.0,1,1
2231,Renater,XX,0,Stub / Leaf,-1.0,0,0
16135,TURKCELL ILETISIM HIZMETLERI A.S.,XX,0,SECURE (Full Coverage),-1.0,0,1
16136,DIGITAL CLASSIFIEDS FRANCE - SAS,XX,0,Stub / Leaf,-1.0,0,0
16138,Interia.pl Sp z.o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
16140,MEDIACTIVE SAS,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16141,Net Bull S.r.l.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16142,"ING Bank N.V., pobocka zahranicnej banky",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16145,LANACO d.o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
16096,The Sporting Exchange (Clients) Ltd,XX,0,SECURE (Full Coverage),-1.0,0,1
16099,Hauptverband der oesterreichischen Sozialversicherungstraeger,XX,0,PARTIAL (Mixed Feeds),-1.0,1,5
16100,Blocul National Sindical BNS,XX,0,Stub / Leaf,-1.0,0,0
16101,ORDIPAT SAS,XX,0,PARTIAL (Mixed Feeds),-1.0,3,8
16104,"SKB banka d.d., Ljubljana",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16105,EMAKINA Central and Eastern Europe GmbH,XX,0,Stub / Leaf,-1.0,0,0
16181,Merezha LLC,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16108,Deutsches Institut fuer Normung e.V.,XX,0,SECURE (Full Coverage),-1.0,0,2
16111,Online Consulting AG,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16114,"UNION BANCAIRE PRIVEE, UBP SA",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16115,Nasdaq Technology AB,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
16116,Pelephone Communications Ltd.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16118,Thyphone Communications LLC,XX,0,Stub / Leaf,-1.0,0,0
16075,TAZ Verlags- und Vertriebsgesellschaft mit beschraenkter Haftung Berlin,XX,0,SECURE (Full Coverage),-1.0,0,3
16076,Infotech S.r.l,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16077,Regus Paris SAS,XX,0,SECURE (Full Coverage),-1.0,0,1
16079,Nestle Operational Services Worldwide SA,XX,0,Stub / Leaf,-1.0,0,0
16081,"Kyndryl, Inc.",XX,0,Stub / Leaf,-1.0,0,0
16083,"StackNet Service, LLC",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16084,E.ON Digital Technology GmbH,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16107,Commerzbank Aktiengesellschaft,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
16182,Santander Bank Polska S.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16184,"LUKA KOPER, pristaniski in logisticni sistem, delniska druzba",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16185,MODUM KABEL-TV AS,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16188,punkt.de GmbH,XX,0,SECURE (Full Coverage),-1.0,0,1
16189,KLEE SA,XX,0,PARTIAL (Mixed Feeds),-1.0,5,14
16147,Politie Nederland,XX,0,SECURE (Full Coverage),-1.0,0,1
16148,NetWork Team GmbH,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16150,GlobalConnect AB,XX,0,Stub / Leaf,-1.0,0,0
16151,Brodos AG,XX,0,SECURE (Full Coverage),-1.0,0,2
16153,Servei Catala de la Salut,XX,0,Stub / Leaf,-1.0,0,0
16154,Telecoms-Net Ltd.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16157,STARNETIS S.R.L.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16158,Mavenir Ltd,XX,0,PARTIAL (Mixed Feeds),-1.0,2,5
16134,"Tecnocratica Centro de Datos, S.L.",XX,0,Stub / Leaf,-1.0,0,0
16161,Intesa Sanpaolo S.p.A.,XX,0,Stub / Leaf,-1.0,0,0
16162,London Web Ltd,XX,0,Stub / Leaf,-1.0,0,0
16163,Agram Brokeri d.d.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16166,WorldPay (UK) Limited,XX,0,Stub / Leaf,-1.0,0,0
16167,MBANK S.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16168,GENETSIS PARTNERS SL,XX,0,PARTIAL (Mixed Feeds),-1.0,1,7
16120,"Universitatea de Medicina si Farmacie ""Victor Babes"" Timisoara",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16122,Prada S.p.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16124,"JSC ""Ukrtelecom""",XX,0,Stub / Leaf,-1.0,0,0
16125,UAB Cherry Servers,XX,0,SECURE (Active Local ROV),-1.0,2,3
16128,AGARIK SAS,XX,0,PARTIAL (Mixed Feeds),-1.0,4,12
16130,New Com SAL,XX,0,Stub / Leaf,-1.0,0,0
16131,Enreach Netherlands B.V.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16160,"SWAN, a.s.",XX,0,Stub / Leaf,-1.0,0,0
16396,Piggly Wiggly Carolina Company,XX,0,Stub / Leaf,-1.0,0,0
16356,Ricoh Deutschland GmbH,XX,0,SECURE (Full Coverage),-1.0,0,1
16358,Ensono GmbH,XX,0,Stub / Leaf,-1.0,0,0
16360,Signalhorn Trusted Networks GmbH,XX,0,SECURE (Full Coverage),-1.0,0,2
16362,The London Metal Exchange,XX,0,Stub / Leaf,-1.0,0,0
16363,Axialys SAS,XX,0,SECURE (Full Coverage),-1.0,0,3
16364,Sony DADC Europe GmbH,XX,0,SECURE (Full Coverage),-1.0,0,2
16365,Commerzbank Aktiengesellschaft,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
16367,"SALAMON INTERNET, s.r.o.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16370,Random Logic Ltd.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16371,"acens Technologies, S.L.",XX,0,SECURE (Full Coverage),-1.0,0,3
16373,MOEVE SA,XX,0,SECURE (Full Coverage),-1.0,0,1
16374,BCIX Management GmbH,XX,0,Stub / Leaf,-1.0,0,0
16260,GTT Australia,XX,0,PARTIAL (Mixed Feeds),-1.0,3,7
16376,SysGroup plc,XX,0,SECURE (Full Coverage),-1.0,0,1
16378,Otto GmbH & Co. KGaA,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
16379,UniCredit S.p.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16327,Pavlabor LTD,XX,0,VULNERABLE (No Coverage),-1.0,3,3
16328,University of Architecture Civil Engineering and Geodesy,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16331,Tele-entre Oy,XX,0,Stub / Leaf,-1.0,0,0
16333,Company for communications services A1 Makedonija DOOEL Skopje,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16334,Sureline Communications Limited,XX,0,SECURE (Full Coverage),-1.0,0,2
16338,"VODAFONE ONO, S.A.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16339,Virtual Internet (UK) Limited,XX,0,SECURE (Full Coverage),-1.0,0,1
16345,"PJSC ""Vimpelcom""",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16349,Fon Wireless LTD,XX,0,SECURE (Full Coverage),-1.0,0,2
16350,Root Holding B.V.,XX,0,PARTIAL (Mixed Feeds),-1.0,6,11
16375,RIPE NCC ASN block,XX,0,Stub / Leaf,-1.0,0,0
16399,First Communications LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,1,5
16400,Wavelength LLC,XX,0,SECURE (Full Coverage),-1.0,0,1
16401,Ascension Technologies,XX,0,Stub / Leaf,-1.0,0,0
16402,"Human Kinetics, Inc.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
16403,Boise Cascade Corporation,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
16404,Albright College,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16405,"BE AEROSPACE, INC.",XX,0,SECURE (Full Coverage),-1.0,0,1
16406,"Intermedia.net, Inc.",XX,0,SECURE (Full Coverage),-1.0,0,5
16407,Linden Investors LP,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
16408,Los Nettos,XX,0,SECURE (Full Coverage),-1.0,0,1
16409,"PBW Communications, LLC",XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
16410,The Reynolds and Reynolds Company,XX,0,SECURE (Full Coverage),-1.0,0,2
16411,National Renewable Energy Laboratory,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16395,Manitoba Internet Exchange Inc,XX,0,Stub / Leaf,-1.0,0,0
16380,Millennium Dom Maklerski S.A.,XX,0,Stub / Leaf,-1.0,0,0
16381,"Osterreichischer Automobil, Motorrad und Touringclub (OAMTC) Verband",XX,0,SECURE (Full Coverage),-1.0,0,1
16383,IT Now S.A.,XX,0,SECURE (Full Coverage),-1.0,0,4
16384,St Michael's College,XX,0,VULNERABLE (No Coverage),-1.0,2,2
16385,COWEN EXECUTION SERVICES LLC.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
16386,Progressive Produce Corporation,XX,0,SECURE (Full Coverage),-1.0,0,1
16387,"Healthy Directions, LLC",XX,0,Stub / Leaf,-1.0,0,0
16388,"Protronics Technologies, Inc.",XX,0,SECURE (Full Coverage),-1.0,0,1
16389,"Shurtape Technologies, LLC",XX,0,VULNERABLE (No Coverage),-1.0,2,2
16390,WiFi Bear LLC,XX,0,SECURE (Full Coverage),-1.0,0,1
16392,Agilysys Inc.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
