asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds
197389,CBS-LAN S.A.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197390,"Al Marafaa Co. for General Trading, Services, Information Technology and Contracts Ltd.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197391,Tobacna Ljubljana d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197342,PERSISTENT SYSTEMS UK LIMITED,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197343,Toloe Rayaneh Loghman Educational and Cultural Co. LTD,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197345,ARKOM Mucharski Adam,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197347,Allianz Arena Muenchen Stadion GmbH,XX,0,SECURE (Full Coverage),-1.0,0,1
197349,Ltd Novorossiysk Telecom Company,XX,0,SECURE (Full Coverage),-1.0,0,1
197350,AL Zaytona Company For Communication Ltd.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197352,Tinext Cloud SA,XX,0,SECURE (Full Coverage),-1.0,0,2
197353,"NN Management Services, s.r.o.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197386,ARAP TURK BANKASI ANONIM SIRKETI,XX,0,SECURE (Full Coverage),-1.0,0,1
196959,NAMEX CONSORZIO,XX,0,Stub / Leaf,-1.0,0,0
196961,Teleport LLC,XX,0,SECURE (Full Coverage),-1.0,0,1
196962,NSI (Holdings) Limited,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196963,Igor Vladimirovich Gorodkov,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196966,DIGINETICA S.R.L.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196967,N.Henulin,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196968,Ilm-Provider UG (haftungsbeschraenkt),XX,0,PARTIAL (Mixed Feeds),-1.0,7,11
196969,NETFIBER Marcin Wojcik,XX,0,PARTIAL (Mixed Feeds),-1.0,4,6
196970,Langaton Hungary Kft,XX,0,Stub / Leaf,-1.0,0,0
196926,Bitron Poland Sp. z o.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
196927,Regionalna Telewizja Kablowa Spolka Jawna L.Iwanski i Wspolnicy,XX,0,PARTIAL (Mixed Feeds),-1.0,3,4
196928,WEKTOR SP. Z O.O.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,4
197142,Bankowy Fundusz Gwarancyjny,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196934,"JSC ""AP BANK""",XX,0,VULNERABLE (No Coverage),-1.0,1,1
196935,Nationale-Nederlanden Uslugi Finansowe Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196936,Art-telecom Ltd.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196939,HOMENET IT LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
196943,Vissado s.r.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196944,"bonet.systems, s. r. o.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
196947,"""MASCODE"" LLC",XX,0,VULNERABLE (No Coverage),-1.0,1,1
196948,Ventspils University of Applied Sciences,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196949,Natalia Sergeevna Filicheva,XX,0,PARTIAL (Mixed Feeds),-1.0,3,6
196897,Horst Grottenthaler,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196898,SARNET SARA KWOLEK,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196899,INTEGER.pl S.A.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
196932,RheiNet GmbH,XX,0,SECURE (Full Coverage),-1.0,0,1
197010,"JSC ""BM-Bank""",XX,0,Stub / Leaf,-1.0,0,0
197012,Israel Brokerage & Investments I.B.I Ltd.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197014,Winamax SAS,XX,0,SECURE (Full Coverage),-1.0,0,1
197015,Individual Entrepreneur Antipov Andrey Vyacheslavovich,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197016,Provincie Friesland,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197020,Exence S.A.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197022,Poste Italiane S.p.A.,XX,0,Stub / Leaf,-1.0,0,0
196971,BEYKOZ BELEDIYESI,XX,0,SECURE (Full Coverage),-1.0,0,2
196972,Skanska S.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196975,ELEKS Ltd.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,5
196976,team.blue Denmark (Zitcom),XX,0,VULNERABLE (No Coverage),-1.0,1,1
196977,Private Entrepreneur Bubley Igor Yurievich,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196958,Pro-M Zrt.,XX,0,Stub / Leaf,-1.0,0,0
196982,Krajowa Spoldzielcza Kasa Oszczednosciowo-Kredytowa,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196984,Hermes Airports Ltd,XX,0,SECURE (Full Coverage),-1.0,0,1
196986,JSC 'MERIDIANS AND PARALLELS',XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196990,Shawbrook Bank Limited,XX,0,SECURE (Full Coverage),-1.0,0,1
196991,"System Operator of the United Power System, JSC",XX,0,SECURE (Full Coverage),-1.0,0,2
196992,IKOS CIF Ltd,XX,0,SECURE (Full Coverage),-1.0,0,1
196994,Telekomunikacja Wschod sp. z o.o.,XX,0,SECURE (Full Coverage),-1.0,0,2
196997,Uni-tel A/S,XX,0,PARTIAL (Mixed Feeds),-1.0,7,14
196951,Dressler Dublin sp. z o.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
196952,BEZVANET s.r.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
196953,PP Malta Plus,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196956,Net-spring s.r.l.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196957,Center of Information Technologies Kharkiv Online Subsidiary,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
196980,Spoldzielnia Mieszkaniowa LOKATOR,XX,0,SECURE (Full Coverage),-1.0,0,2
196851,Pavlo Oleksiyovich Maior,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196852,National Health Insurance Fund Republic of Lithuania,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196854,"LLC ""Isatel"" Tajikistan",XX,0,VULNERABLE (No Coverage),-1.0,1,1
196855,Wydawnictwo LektorKlett Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196858,Betasoft Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,3,5
196860,Bozhko Oleksandr Mykolajovych,XX,0,Stub / Leaf,-1.0,0,0
196861,DIGITAL ACTION s.r.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196863,"""HATANET"" Ltd",XX,0,PARTIAL (Mixed Feeds),-1.0,3,4
196865,Aircomm S.r.L.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
196866,dhosting.pl Sp. z o.o.,XX,0,Stub / Leaf,-1.0,0,0
196869,ARAXXE SAS,XX,0,SECURE (Full Coverage),-1.0,0,1
196870,Freistaat Thueringen,XX,0,SECURE (Full Coverage),-1.0,0,2
196900,"Axalnet, s.r.o.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
196820,CENTRAL AGENCY OF INFORMATION TECHNOLOGY KUWAIT,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196821,AzInTelecom LLC,XX,0,Stub / Leaf,-1.0,0,0
196822,"SELECT SYSTEM, s.r.o.",XX,0,SECURE (Full Coverage),-1.0,0,2
196824,SE: Pugachevskaya Vera Vladimirovna,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196826,NETCITY GT Sp. z o.o.,XX,0,Stub / Leaf,-1.0,0,0
196827,CONSCIA DANMARK A/S,XX,0,Stub / Leaf,-1.0,0,0
196829,Private entrepreneur Anastasiia Khyzha,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196830,PKP Informatyka Spolka z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196831,Bemobile L.L.C.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196837,ISTRABENZ TURIZEM d.d.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196838,"""Albanian Satellite Communications"" sh.p.k.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
196839,Amplefuture Group Limited,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196873,Netlancers s.r.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
196901,DOLNET GROUP sp. z o.o.,XX,0,Stub / Leaf,-1.0,0,0
196902,Dudley Metropolitan Borough Council,XX,0,SECURE (Full Coverage),-1.0,0,1
196903,Oxylion Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196904,Evolution NetEnt (Gibraltar) Limited.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
196912,ACH Invest d.o.o.,XX,0,Stub / Leaf,-1.0,0,0
196913,AXIANS ICT Austria GmbH,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196914,Gorizont-Svyaz-Service LLC,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196916,BusinessCom CZ spol. s r.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196921,Wireless Mobile Data Company Shareholding Closed,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196924,PE Romanika Andriy Oleksandrovych,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
196874,Telenet S.r.l.,XX,0,SECURE (Full Coverage),100.0,0,1
196875,GCI Network Solutions Limited,XX,0,Stub / Leaf,-1.0,0,0
196849,MO BYRTUS s.r.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
196879,Volkhov Online Ltd,XX,0,PARTIAL (Mixed Feeds),-1.0,5,11
196880,Leonardo S.p.A.,XX,0,SECURE (Full Coverage),-1.0,0,2
196882,Global Outsourcing Sp. z o.o,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196884,"State Autonomous Cultural Organisation of Tyumen Region ""Tyumen Regional Science Library named D.I.Mendeleeva""",XX,0,VULNERABLE (No Coverage),-1.0,2,2
196886,Orion Telekom Tim d.o.o.Beograd,XX,0,SECURE (Full Coverage),-1.0,0,1
196887,URZAD MARSZALKOWSKI WOJEWODZTWA WIELKOPOLSKIEGO,XX,0,VULNERABLE (No Coverage),-1.0,2,2
196890,Complex Computers sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
196891,BDINET TYLSKI spolka jawna,XX,0,SECURE (Full Coverage),-1.0,0,2
196892,TD Group Italia S.r.l.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
196894,GBU TO Information Technology Center,XX,0,SECURE (Full Coverage),-1.0,0,1
196895,Uprava Republike Slovenije za javna placila,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196847,JSC SHEREMETYEVO INTERNATIONAL AIRPORT,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196848,Zamil Industrial Investment Co,XX,0,VULNERABLE (No Coverage),-1.0,1,1
196876,Vestnikarska Grupa Bulgaria Ltd.,XX,0,SECURE (Full Coverage),-1.0,0,1
197138,Owliance SAS,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197093,Strauss Cafe Poland Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197094,Lloyds International Management Services (Jersey) Limited,XX,0,Stub / Leaf,-1.0,0,0
197095,DIERCK IT Systems GmbH,XX,0,Stub / Leaf,-1.0,0,0
197097,AO Bankovskie Informacionnye Sistemy,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197100,Wivacom Interactivo SL,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197104,Gentoo Group Limited,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197105,AQUA-Sopot Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197106,T. Rowe Price International LTD,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197107,SERVICE EXPRESS EUROPE LIMITED,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197111,Polska Agencja Zeglugi Powietrznej,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197112,jacsa.NET Kft.,XX,0,SECURE (Full Coverage),-1.0,0,1
197008,ACP IT Solutions AG,XX,0,SECURE (Full Coverage),-1.0,0,3
197115,KEVA,XX,0,SECURE (Full Coverage),-1.0,0,2
197070,MTS PJSC,XX,0,Stub / Leaf,-1.0,0,0
197073,FOP Chaika Nadija Jakivna,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197074,Regionalnye Telesystemy Ltd.,XX,0,SECURE (Full Coverage),-1.0,0,1
197075,Active Network S.p.A.,XX,0,PARTIAL (Mixed Feeds),-1.0,3,9
197076,Covage Infra SASU,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197079,Digital System Servis,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197080,Interactive Media Solutions LLC,XX,0,Stub / Leaf,-1.0,0,0
197081,Regie Autonome Electric Cable Chauffage EPIC,XX,0,SECURE (Full Coverage),-1.0,0,1
197082,Zuers.net Betriebs GmbH,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197083,K2 atmitec s.r.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197085,FOUNDEVER GLOBAL SERVICES LIMITED,XX,0,Stub / Leaf,-1.0,0,0
197113,MAGDALENA ZANETA MARCZUK trading as LCS SYSTEMY TELEINFORMATYCZNE,XX,0,PARTIAL (Mixed Feeds),-1.0,3,6
197143,Netcen Teknoloji Ltd. Sti,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197144,PP SVS Stream,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197146,PPHU Multicom Kumor Pawel,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197149,Syntis SARL,XX,0,Stub / Leaf,-1.0,0,0
197150,JSC Russian Broadcasting and Notification Networks,XX,0,SECURE (Full Coverage),-1.0,0,1
197152,Comfort XXI Century Ltd.,XX,0,PARTIAL (Mixed Feeds),-1.0,4,5
197153,Glavnoe Upravlenie Vnutrennih Del po Sverdlovskoi Oblasti,XX,0,SECURE (Full Coverage),-1.0,0,1
197154,Soft Group Wojciech Mioduszewski,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197155,Artnet Sp. z o.o.,XX,0,SECURE (Active Local ROV),-1.0,3,11
197156,Petit Telecom B.V.,XX,0,PARTIAL (Mixed Feeds),-1.0,8,12
197157,SoundCloud Management GmbH,XX,0,SECURE (Full Coverage),-1.0,0,2
197160,Markus Vogt,XX,0,SECURE (Full Coverage),-1.0,0,1
197136,Ministry of Foreign Affairs,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197116,Compodium International AB,XX,0,Stub / Leaf,-1.0,0,0
197119,KRENA - Kyrgyz research and education network association,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197120,LanInterCom LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197123,team.blue Denmark A/S,XX,0,Stub / Leaf,-1.0,0,0
197124,Plus Bank S.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197125,Skorobahatko Anatoliy Dmytrovych,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197128,Innovacijni Biznes Sistemy Ltd,XX,0,Stub / Leaf,-1.0,0,0
197129,FOP Kopilov Sergey,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197130,SOLMAZ GUMRUK MUSAVIRLIGI A.S,XX,0,Stub / Leaf,-1.0,0,0
197131,Ketnet Telecom Ltd,XX,0,PARTIAL (Mixed Feeds),-1.0,4,6
197132,ASR Nederland N.V.,XX,0,Stub / Leaf,-1.0,0,0
197134,Societatea de Transfer de Fonduri si Decontari TRANSFOND SA,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197135,ENEA ELEKTROWNIA POLANIEC SA.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197161,Ciril Group SAS,XX,0,SECURE (Full Coverage),-1.0,0,2
197065,SC Smartree Romania SRL,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197066,First Frame Networkers AG,XX,0,Stub / Leaf,-1.0,0,0
197067,"Private Joint Stock Company ""Insurance Company TAS""",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197069,Easy Asset Management AD,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197023,MTS PJSC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197024,D P World FZE,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197025,Lubuskie Sieci Swiatlowodowe Sp. z o. o.,XX,0,Stub / Leaf,-1.0,0,0
197027,ULTIMO SP. Z O.O.,XX,0,SECURE (Full Coverage),-1.0,0,1
197029,LAM plus s.r.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,4,9
197032,TREX IX Route Server,XX,0,Stub / Leaf,-1.0,0,0
197035,"TVIN-INET, LLC",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197036,Destiny France Entreprises SAS,XX,0,PARTIAL (Mixed Feeds),-1.0,2,4
197086,Speedy AD,XX,0,SECURE (Full Coverage),-1.0,0,1
197040,DataArt Technologies UK Ltd,XX,0,Stub / Leaf,-1.0,0,0
197042,AKTIF YATIRIM BANKASI ANONIM SIRKETI,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197044,"JSC ""NTC STEK""",XX,0,Stub / Leaf,-1.0,0,0
197045,"T-2, d.o.o.",XX,0,Stub / Leaf,-1.0,0,0
197046,FIXnet s.r.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,4,8
197047,Hubert Maier trading as e-complete IT-Dienstleistungen,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
196999,Nestbank S.A.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197000,RIPE NCC - Anycast DNS,XX,0,PARTIAL (Mixed Feeds),-1.0,11,18
197002,OOO Tenor,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197003,Vienna Life Towarzystwo Ubezpieczen na Zycie S.A. Viena Insurance Group,XX,0,Stub / Leaf,-1.0,0,0
197005,Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej Panstwowy Instytut Badawczy,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197007,Ural Electronics Factory Ltd.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197039,Nomura International Plc,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197087,Kielecki Park Technologiczny,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197090,Avinor AS,XX,0,Stub / Leaf,-1.0,0,0
197048,BRAMMER S.A.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
485,Air Force Systems Networking,XX,0,VULNERABLE (No Coverage),-1.0,1,1
486,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
487,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
488,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
489,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
490,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
491,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
492,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
493,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
197062,JSC R-Pharm,XX,0,VULNERABLE (No Coverage),-1.0,1,1
495,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
496,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
497,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
498,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
499,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
468,Air Force Systems Networking,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197049,INTERNET SERWIS WOJCIECH BANDUROWSKI,XX,0,PARTIAL (Mixed Feeds),-1.0,3,5
197050,BORIANA-EOOD,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197052,Yankovskiy Nikolay Nikolayevich,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197055,ZAD Allianz Bulgaria AD,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197056,I vision SAS,XX,0,Stub / Leaf,-1.0,0,0
197058,Pimonenko Sergey,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197060,Prominion OU,XX,0,VULNERABLE (No Coverage),-1.0,2,2
494,Air Force Systems Networking,XX,0,Stub / Leaf,-1.0,0,0
197808,Technical Services Company Ltd,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197809,"Audio Systems s.c. Robert Grzegorek, Aleksander Cuprych",XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
197811,PL.2012+ Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197812,Ghelamco Poland Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197813,Andra Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197814,Malte Bittner,XX,0,PARTIAL (Mixed Feeds),-1.0,5,7
197818,IMS R & D sp. z o.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
197819,Strauss Group LTD,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197821,JSC Chemical Pharmaceutical Plant AKRIKHIN,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197822,Vmware International Unlimited Company,XX,0,Stub / Leaf,-1.0,0,0
197823,Ministarstvo zdravstva,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197784,Gibon Ljungby AB,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197449,BORISOV MIKHAIL ALEKSEEVICH,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197786,Telefonnyie seti Ltd.,XX,0,SECURE (Full Coverage),-1.0,0,1
197787,Mehran Heidari,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197788,MONEXT SAS,XX,0,SECURE (Full Coverage),-1.0,0,1
197793,Gigabit LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197794,peaknetworks Hosting GmbH,XX,0,Stub / Leaf,-1.0,0,0
197795,ColdHosting SL,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197796,Termoelektrarna Brestanica d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197797,The Health Corporation - Rambam,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197798,Net-Connect s.r.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197799,Molndals kommun,XX,0,SECURE (Full Coverage),-1.0,0,2
197800,LAITO Sp. Z O. O.,XX,0,Stub / Leaf,-1.0,0,0
197801,Sii sp. Z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197785,Allied Engineering Group (Cyprus) LTD,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197850,Excellence Nessuah services LTD,XX,0,Stub / Leaf,-1.0,0,0
197851,BURGAN YATIRIM MENKUL DEGERLER ANONIM SIRKETI,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197852,Renaissance Capital Limited,XX,0,Stub / Leaf,-1.0,0,0
197853,Digiweb ltd,XX,0,Stub / Leaf,-1.0,0,0
197854,Eisenia AB,XX,0,SECURE (Full Coverage),-1.0,0,1
197855,Bolagsverket,XX,0,Stub / Leaf,-1.0,0,0
197857,Compass Plus LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197824,ARGO S.A.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197825,EMAXY SRL,XX,0,PARTIAL (Mixed Feeds),-1.0,2,5
197827,Viseca Payment Services AG,XX,0,Stub / Leaf,-1.0,0,0
197828,"PARTNER TELEKOM Jacek Kwiatkowski, Leszek Kuszka SP.J.",XX,0,SECURE (Full Coverage),-1.0,0,2
197829,Gobierno de Navarra,XX,0,VULNERABLE (No Coverage),-1.0,3,3
197807,Eos sistemi s.r.l.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197831,Telekom Ltd,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197832,NAVISITE OPCO LLC,XX,0,SECURE (Full Coverage),-1.0,0,3
197833,Slawomir Zapart trading as ZAPNET KAROL ZAPART Sp.j.,XX,0,PARTIAL (Mixed Feeds),-1.0,3,5
197834,Ucom CJSC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197835,Fusolab onlus,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197836,Gas Connect Austria GmbH,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197837,INTB Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197838,Cheeloo J. Turczyn i Wspolnicy Sp. J.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,5
197839,RAXEL LIMITED,XX,0,Stub / Leaf,-1.0,0,0
197803,SV Werder Bremen GmbH & Co KG aA,XX,0,SECURE (Full Coverage),-1.0,0,1
197804,Getin Noble Bank Spolka Akcyjna,XX,0,Stub / Leaf,-1.0,0,0
197805,Dzoraghbyur Complex LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197830,BAKCELL LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197760,Cesar Satellite JSC,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197762,Constantin Herold,XX,0,SECURE (Full Coverage),-1.0,0,1
197763,NetEducation GmbH,XX,0,Stub / Leaf,-1.0,0,0
197764,Waldemar Sebastian Wawer,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197765,Autonomous public institution High technology park IT-park,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197725,Bashkirenergo LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197726,Ukrainian Internet Names Center LTD,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197727,KPN B.V.,XX,0,PARTIAL (Mixed Feeds),-1.0,12,17
197728,Isaev Mikhail Vladimirovich,XX,0,Stub / Leaf,-1.0,0,0
197729,Binect GmbH,XX,0,SECURE (Active Local ROV),-1.0,2,3
197730,BWE CAPITAL LIMITED,XX,0,SECURE (Full Coverage),-1.0,0,1
197732,OLLINK SARL,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197802,Secretaria-Geral Ministerio da Administracao Interna,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197734,Stowarzyszenie Telewizji Kablowej TV-SAT Teofilow C,XX,0,Stub / Leaf,-1.0,0,0
197735,Vars Sp. z o.o.,XX,0,Stub / Leaf,-1.0,0,0
197738,"PP ""Zastava Plus""",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197741,Icard Services PLC,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197742,IBB Energie AG,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197743,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",XX,0,SECURE (Full Coverage),-1.0,0,1
197744,Credit Agricole - Group Infrastructure Platform ( CA-GIP ) SAS,XX,0,SECURE (Full Coverage),-1.0,0,2
197705,Philipp Maringer,XX,0,Stub / Leaf,-1.0,0,0
197707,"Collective telephone company ""Veco"" Ltd.",XX,0,SECURE (Full Coverage),-1.0,0,1
197708,PalPay For Electronic Payment System Company,XX,0,SECURE (Full Coverage),-1.0,0,1
197709,Jakub Skorek trading as MCG,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197711,NYNEX satellite OHG,XX,0,Stub / Leaf,-1.0,0,0
197733,LLC ATK Telecom,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197766,SL-NET sp. z o.o.,XX,0,Stub / Leaf,-1.0,0,0
197767,"ZgoShop, Inc.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
